commodity,market,region,pricetype,strategy,forecast_date,horizon_months,forecast_price_kes,forecast_lower,forecast_upper,test_mape,months_stale,confidence
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-08-01,3,158.31,133.42,182.22,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-09-01,3,159.67,128.64,179.6,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-07-01,6,165.08,145.14,181.41,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-08-01,6,164.63,138.83,177.89,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-09-01,6,160.12,130.26,179.51,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-10-01,6,158.31,123.22,180.41,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-11-01,6,156.06,123.58,179.6,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-12-01,6,156.96,122.68,181.32,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-07-01,12,165.08,143.43,179.6,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-08-01,12,159.67,137.12,178.97,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-09-01,12,157.41,127.01,180.41,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-10-01,12,154.25,121.69,175.09,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-11-01,12,152.45,121.51,176.26,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2026-12-01,12,149.74,118.98,180.59,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2027-01-01,12,153.35,116.28,187.63,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2027-02-01,12,156.06,118.53,187.99,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2027-03-01,12,154.71,115.47,188.62,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2027-04-01,12,152.0,112.58,187.72,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2027-05-01,12,148.84,109.96,187.36,15.92,3,medium
Beans (mixed),Kiritiri,Eastern,Retail,chronos,2027-06-01,12,150.2,103.74,187.63,15.92,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-07-01,3,140.58,107.08,174.08,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-08-01,3,147.67,108.54,186.81,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-09-01,3,146.11,105.03,187.2,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-07-01,6,140.58,107.08,174.08,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-08-01,6,147.67,108.54,186.81,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-09-01,6,146.11,105.03,187.2,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-10-01,6,150.8,107.84,193.77,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-11-01,6,137.48,92.71,182.25,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-12-01,6,135.39,88.89,181.89,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-07-01,12,140.58,107.08,174.08,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-08-01,12,147.67,108.54,186.81,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-09-01,12,146.11,105.03,187.2,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-10-01,12,150.8,107.84,193.77,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-11-01,12,137.48,92.71,182.25,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2026-12-01,12,135.39,88.89,181.89,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2027-01-01,12,140.81,92.63,188.98,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2027-02-01,12,143.24,93.46,193.03,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2027-03-01,12,152.98,101.63,204.33,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2027-04-01,12,142.52,89.65,195.39,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2027-05-01,12,138.63,84.29,192.97,11.76,3,medium
Beans (mixed),Kitale,Rift Valley,Retail,sarima,2027-06-01,12,148.31,92.54,204.09,11.76,3,medium
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-08-01,3,131.96,124.42,139.56,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-09-01,3,131.96,120.02,141.45,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-10-01,3,130.08,117.44,140.82,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-08-01,6,131.96,123.16,139.0,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-09-01,6,131.96,123.1,144.59,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-10-01,6,133.22,119.9,146.54,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-11-01,6,131.96,113.67,149.56,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-12-01,6,132.59,114.99,147.1,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-01-01,6,132.59,111.22,149.56,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-08-01,12,131.96,124.36,138.24,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-09-01,12,131.33,119.9,142.77,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-10-01,12,131.96,116.82,141.45,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-11-01,12,131.96,116.88,147.67,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-12-01,12,130.08,118.7,148.3,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-01-01,12,131.96,118.64,148.42,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-02-01,12,132.59,114.3,150.18,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-03-01,12,132.27,113.11,150.87,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-04-01,12,133.85,111.1,154.71,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-05-01,12,132.59,109.9,158.35,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-06-01,12,133.85,115.56,161.18,7.68,2,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-07-01,12,132.27,111.73,163.44,7.68,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-08-01,3,179.87,173.36,186.27,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-09-01,3,180.36,170.4,191.2,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-10-01,3,180.36,170.5,192.28,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-08-01,6,180.36,174.35,185.38,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-09-01,6,179.37,171.39,189.23,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-10-01,6,181.34,171.29,190.41,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-11-01,6,181.34,169.52,190.21,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-12-01,6,182.33,169.52,190.31,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-01-01,6,181.34,170.5,194.25,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-08-01,12,179.37,173.46,185.29,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-09-01,12,178.39,170.5,188.24,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-10-01,12,180.36,169.32,188.34,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-11-01,12,180.36,169.52,190.21,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2026-12-01,12,179.87,170.5,191.2,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-01-01,12,180.85,169.52,190.21,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-02-01,12,180.36,169.52,189.33,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-03-01,12,181.34,168.43,192.18,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-04-01,12,180.36,170.4,195.24,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-05-01,12,181.34,169.52,197.41,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-06-01,12,182.33,169.52,200.07,2.28,2,high
Beans (mixed),Lamu,Coast,Retail,chronos,2027-07-01,12,181.84,168.43,198.59,2.28,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-08-01,3,143.93,137.2,153.09,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-09-01,3,145.18,133.95,158.16,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-10-01,3,147.26,132.12,161.49,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-08-01,6,144.35,138.86,153.17,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-09-01,6,146.43,135.61,159.74,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-10-01,6,148.93,132.2,162.32,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-11-01,6,152.25,135.61,168.89,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-12-01,6,152.25,134.7,176.38,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-01-01,6,153.92,136.36,178.38,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-08-01,12,143.93,135.61,154.0,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-09-01,12,143.93,133.87,155.58,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-10-01,12,145.18,136.2,158.99,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-11-01,12,148.51,133.95,163.99,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-12-01,12,149.34,132.95,165.65,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-01-01,12,150.17,134.78,170.73,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-02-01,12,151.01,134.78,172.31,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-03-01,12,150.59,132.12,176.38,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-04-01,12,151.42,133.12,178.21,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-05-01,12,152.25,133.12,173.97,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-06-01,12,151.42,132.2,174.8,1.66,2,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-07-01,12,149.76,133.04,173.05,1.66,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-08-01,3,120.8,117.16,126.13,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-09-01,3,121.69,115.47,128.88,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-10-01,3,120.8,113.69,130.57,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-08-01,6,119.91,115.47,126.13,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-09-01,6,120.8,112.71,127.9,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-10-01,6,120.8,112.8,128.88,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-11-01,6,121.69,112.8,131.54,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-12-01,6,121.24,111.03,132.52,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-01-01,6,119.91,110.14,135.01,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-08-01,12,120.8,115.47,127.9,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-09-01,12,120.35,110.14,131.54,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-10-01,12,119.91,110.05,129.77,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-11-01,12,119.91,108.27,131.54,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2026-12-01,12,120.35,106.59,135.01,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-01-01,12,119.91,105.61,138.74,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-02-01,12,120.35,102.94,140.34,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-03-01,12,120.8,104.72,142.11,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-04-01,12,119.91,99.3,137.85,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-05-01,12,121.24,95.84,142.29,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-06-01,12,120.8,94.15,141.4,7.96,2,high
Beans (mixed),Marsabit,North Eastern,Retail,chronos,2027-07-01,12,120.8,90.51,143.09,7.96,2,high
Beans (mixed),Mbale,Western,Retail,chronos,2026-07-01,3,212.29,201.18,225.86,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-08-01,3,211.05,193.77,227.1,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-09-01,3,208.58,193.77,228.33,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-07-01,6,210.43,198.71,223.52,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-08-01,6,209.82,193.65,224.75,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-09-01,6,208.58,191.18,225.99,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-10-01,6,207.35,186.12,223.52,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-11-01,6,208.58,181.43,225.86,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-12-01,6,203.65,173.78,222.41,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-07-01,12,211.05,202.29,224.63,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-08-01,12,211.05,198.46,224.75,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-09-01,12,209.82,190.07,227.1,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-10-01,12,206.73,186.37,229.56,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-11-01,12,204.26,185.01,225.99,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2026-12-01,12,201.79,182.54,225.99,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2027-01-01,12,200.56,174.03,227.22,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2027-02-01,12,199.33,175.14,229.56,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2027-03-01,12,198.71,167.85,229.94,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2027-04-01,12,199.33,167.85,228.45,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2027-05-01,12,196.86,159.21,228.33,12.61,3,medium
Beans (mixed),Mbale,Western,Retail,chronos,2027-06-01,12,189.45,147.74,227.47,12.61,3,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-08-01,3,84.51,59.92,109.09,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-09-01,3,87.94,50.52,125.37,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-10-01,3,89.79,40.99,138.58,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-08-01,6,84.51,59.92,109.09,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-09-01,6,87.94,50.52,125.37,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-10-01,6,89.79,40.99,138.58,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-11-01,6,94.33,37.5,151.16,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-12-01,6,98.42,33.84,163.0,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-01-01,6,96.27,25.24,167.3,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-08-01,12,84.51,59.92,109.09,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-09-01,12,87.94,50.52,125.37,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-10-01,12,89.79,40.99,138.58,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-11-01,12,94.33,37.5,151.16,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2026-12-01,12,98.42,33.84,163.0,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-01-01,12,96.27,25.24,167.3,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-02-01,12,91.1,13.86,168.35,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-03-01,12,94.23,11.44,177.03,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-04-01,12,97.83,9.7,185.96,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-05-01,12,93.8,0.72,186.87,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-06-01,12,80.69,0.0,178.51,14.3,2,medium
Beans (mixed),Meru,Eastern,Retail,sarima,2027-07-01,12,82.57,0.0,184.87,14.3,2,medium
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-07-01,3,173.57,162.69,180.44,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-08-01,3,173.57,156.9,181.42,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-09-01,3,173.08,149.84,191.32,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-07-01,6,173.57,166.32,186.32,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-08-01,6,173.57,158.86,187.4,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-09-01,6,173.57,159.65,192.3,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-10-01,6,173.57,151.02,192.3,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-11-01,6,173.57,147.1,195.15,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-12-01,6,173.57,147.0,194.17,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-07-01,12,173.57,161.8,179.55,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-08-01,12,173.57,154.84,183.48,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-09-01,12,173.57,146.9,185.34,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-10-01,12,172.59,138.27,186.42,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-11-01,12,172.59,141.02,187.69,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2026-12-01,12,171.12,132.19,188.38,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2027-01-01,12,171.61,124.54,194.17,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2027-02-01,12,169.16,126.31,193.38,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2027-03-01,12,169.16,125.52,190.34,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2027-04-01,12,168.18,126.89,191.32,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2027-05-01,12,168.67,126.31,189.36,3.33,3,high
Beans (mixed),Migori,Nyanza,Retail,chronos,2027-06-01,12,165.73,121.4,194.17,3.33,3,high
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-07-01,3,134.39,120.21,146.88,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-08-01,3,134.77,122.59,147.5,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-09-01,3,132.49,119.23,145.77,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-07-01,6,134.39,121.27,147.96,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-08-01,6,134.77,121.41,148.52,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-09-01,6,132.49,117.89,145.33,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-10-01,6,148.78,135.6,162.11,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-11-01,6,145.26,132.17,158.55,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-12-01,6,141.53,127.98,155.31,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-07-01,12,134.39,120.4,146.18,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-08-01,12,134.77,120.78,147.94,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-09-01,12,132.49,118.85,145.67,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-10-01,12,148.78,134.86,161.84,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-11-01,12,145.26,131.24,157.86,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2026-12-01,12,141.53,128.13,154.65,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2027-01-01,12,135.83,121.47,149.03,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2027-02-01,12,123.54,110.12,136.67,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2027-03-01,12,136.28,122.13,150.67,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2027-04-01,12,125.7,111.78,139.62,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2027-05-01,12,141.58,127.35,156.32,13.57,3,medium
Beans (mixed),Mulot,Rift Valley,Retail,prophet,2027-06-01,12,129.05,114.48,144.03,13.57,3,medium
Beans (mixed),Mumias,Western,Retail,sarima,2026-07-01,3,150.46,118.55,182.37,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-08-01,3,154.86,107.42,202.3,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-09-01,3,158.26,102.76,213.77,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-07-01,6,150.46,118.55,182.37,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-08-01,6,154.86,107.42,202.3,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-09-01,6,158.26,102.76,213.77,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-10-01,6,154.75,95.43,214.06,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-11-01,6,146.43,84.15,208.72,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-12-01,6,139.62,73.05,206.19,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-07-01,12,150.46,118.55,182.37,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-08-01,12,154.86,107.42,202.3,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-09-01,12,158.26,102.76,213.77,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-10-01,12,154.75,95.43,214.06,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-11-01,12,146.43,84.15,208.72,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2026-12-01,12,139.62,73.05,206.19,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2027-01-01,12,134.82,62.45,207.19,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2027-02-01,12,148.27,70.22,226.33,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2027-03-01,12,158.93,76.51,241.35,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2027-04-01,12,155.45,69.77,241.14,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2027-05-01,12,147.07,58.35,235.79,27.08,3,low
Beans (mixed),Mumias,Western,Retail,sarima,2027-06-01,12,154.78,62.63,246.92,27.08,3,low
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-06-01,3,115.84,109.92,128.52,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-07-01,3,118.38,111.53,132.84,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-08-01,3,118.38,110.77,131.91,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-06-01,6,116.69,112.46,128.52,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-07-01,6,116.69,111.61,127.09,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-08-01,6,118.38,111.61,132.16,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-09-01,6,118.38,109.84,136.13,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-10-01,6,117.53,109.92,135.37,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-11-01,6,119.65,109.92,137.06,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-06-01,12,116.69,112.46,125.99,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-07-01,12,116.69,110.77,136.13,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-08-01,12,117.96,111.61,137.06,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-09-01,12,119.22,111.61,136.13,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-10-01,12,120.07,110.77,141.21,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-11-01,12,120.07,111.53,135.29,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2026-12-01,12,119.22,109.84,136.3,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2027-01-01,12,120.49,110.68,137.83,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2027-02-01,12,122.61,109.08,138.84,16.16,4,medium
Beans (mixed),Mwembe Tayari,Coast,Retail,chronos,2027-03-01,12,123.45,109.84,138.76,16.16,4,medium
