commodity,market,pricetype,forecast_date,horizon_months,forecast_price_kes,forecast_lower,forecast_upper,model_mape,reliable
Beans (dry),Mombasa,Wholesale,2020-06-01,3,73.85,62.42,84.32,28.19,False
Beans (dry),Mombasa,Wholesale,2020-04-01,6,85.03,73.44,96.24,28.19,False
Beans (dry),Mombasa,Wholesale,2020-05-01,6,237.49,227.71,247.99,28.19,False
Beans (dry),Mombasa,Wholesale,2020-06-01,6,73.85,62.71,84.41,28.19,False
Beans (dry),Mombasa,Wholesale,2020-07-01,6,115.69,104.48,126.47,28.19,False
Beans (dry),Mombasa,Wholesale,2020-08-01,6,44.37,33.59,55.52,28.19,False
Beans (dry),Mombasa,Wholesale,2020-09-01,6,21.31,10.42,32.55,28.19,False
Beans (dry),Mombasa,Wholesale,2020-04-01,12,85.03,74.19,95.49,28.19,False
Beans (dry),Mombasa,Wholesale,2020-05-01,12,237.49,227.6,247.99,28.19,False
Beans (dry),Mombasa,Wholesale,2020-06-01,12,73.85,63.8,84.96,28.19,False
Beans (dry),Mombasa,Wholesale,2020-07-01,12,115.69,104.6,126.28,28.19,False
Beans (dry),Mombasa,Wholesale,2020-08-01,12,44.37,34.02,54.98,28.19,False
Beans (dry),Mombasa,Wholesale,2020-09-01,12,21.31,11.25,32.2,28.19,False
Beans (dry),Mombasa,Wholesale,2020-10-01,12,45.3,34.43,55.27,28.19,False
Beans (dry),Mombasa,Wholesale,2020-11-01,12,37.76,26.84,48.11,28.19,False
Beans (dry),Mombasa,Wholesale,2020-12-01,12,108.27,97.14,119.56,28.19,False
Beans (dry),Mombasa,Wholesale,2021-01-01,12,288.65,277.94,300.38,28.19,False
Beans (dry),Mombasa,Wholesale,2021-02-01,12,50.89,39.88,61.28,28.19,False
Beans (dry),Mombasa,Wholesale,2021-03-01,12,-128.35,-139.09,-117.45,28.19,False
Beans (dry),Kisumu,Wholesale,2019-11-01,3,113.74,102.38,125.49,13.92,True
Beans (dry),Kisumu,Wholesale,2019-12-01,3,131.73,120.37,142.64,13.92,True
Beans (dry),Kisumu,Wholesale,2020-01-01,3,96.94,86.06,108.42,13.92,True
Beans (dry),Kisumu,Wholesale,2019-11-01,6,113.74,102.84,124.41,13.92,True
Beans (dry),Kisumu,Wholesale,2019-12-01,6,131.73,119.92,143.19,13.92,True
Beans (dry),Kisumu,Wholesale,2020-01-01,6,96.94,85.51,107.72,13.92,True
Beans (dry),Kisumu,Wholesale,2020-02-01,6,167.93,157.24,179.67,13.92,True
Beans (dry),Kisumu,Wholesale,2020-03-01,6,-48.56,-59.93,-36.79,13.92,True
Beans (dry),Kisumu,Wholesale,2020-04-01,6,95.37,84.33,107.42,13.92,True
Beans (dry),Kisumu,Wholesale,2019-11-01,12,113.74,102.0,124.22,13.92,True
Beans (dry),Kisumu,Wholesale,2019-12-01,12,131.73,119.53,142.57,13.92,True
Beans (dry),Kisumu,Wholesale,2020-01-01,12,96.94,85.22,107.34,13.92,True
Beans (dry),Kisumu,Wholesale,2020-02-01,12,167.93,156.89,179.4,13.92,True
Beans (dry),Kisumu,Wholesale,2020-03-01,12,-48.56,-60.83,-37.95,13.92,True
Beans (dry),Kisumu,Wholesale,2020-04-01,12,95.37,83.22,105.45,13.92,True
Beans (dry),Kisumu,Wholesale,2020-05-01,12,169.38,157.24,180.27,13.92,True
Beans (dry),Kisumu,Wholesale,2020-06-01,12,174.62,163.3,186.27,13.92,True
Beans (dry),Kisumu,Wholesale,2020-07-01,12,110.2,99.17,121.91,13.92,True
Beans (dry),Kisumu,Wholesale,2020-08-01,12,48.85,37.08,60.34,13.92,True
Beans (dry),Kisumu,Wholesale,2020-09-01,12,-10.74,-21.99,1.19,13.92,True
Beans (dry),Kisumu,Wholesale,2020-10-01,12,110.05,99.36,122.29,13.92,True
Beans (dry),Kitui,Retail,2021-01-01,3,70.02,58.76,82.45,9.58,True
Beans (dry),Kitui,Retail,2021-02-01,3,68.16,56.98,79.52,9.58,True
Beans (dry),Kitui,Retail,2021-03-01,3,83.34,71.85,94.42,9.58,True
Beans (dry),Kitui,Retail,2021-01-01,6,70.02,58.35,81.6,9.58,True
Beans (dry),Kitui,Retail,2021-02-01,6,68.16,56.76,80.11,9.58,True
Beans (dry),Kitui,Retail,2021-03-01,6,83.34,73.12,94.19,9.58,True
Beans (dry),Kitui,Retail,2021-04-01,6,94.31,83.29,105.62,9.58,True
Beans (dry),Kitui,Retail,2021-05-01,6,93.61,81.33,105.54,9.58,True
Beans (dry),Kitui,Retail,2021-06-01,6,87.15,74.96,98.83,9.58,True
Beans (dry),Kitui,Retail,2021-01-01,12,70.02,58.32,80.91,9.58,True
Beans (dry),Kitui,Retail,2021-02-01,12,68.16,55.5,80.39,9.58,True
Beans (dry),Kitui,Retail,2021-03-01,12,83.34,72.2,94.52,9.58,True
Beans (dry),Kitui,Retail,2021-04-01,12,94.31,82.4,106.16,9.58,True
Beans (dry),Kitui,Retail,2021-05-01,12,93.61,82.77,104.88,9.58,True
Beans (dry),Kitui,Retail,2021-06-01,12,87.15,76.08,98.56,9.58,True
Beans (dry),Kitui,Retail,2021-07-01,12,75.47,63.77,87.53,9.58,True
Beans (dry),Kitui,Retail,2021-08-01,12,104.46,93.17,115.7,9.58,True
Beans (dry),Kitui,Retail,2021-09-01,12,73.64,61.55,85.14,9.58,True
Beans (dry),Kitui,Retail,2021-10-01,12,92.65,80.69,103.73,9.58,True
Beans (dry),Kitui,Retail,2021-11-01,12,79.7,68.38,91.29,9.58,True
Beans (dry),Kitui,Retail,2021-12-01,12,113.85,102.13,125.84,9.58,True
Beans,Nairobi,Wholesale,2021-12-01,3,97.44,88.1,106.16,18.83,True
Beans,Nairobi,Wholesale,2022-01-01,3,37.35,27.1,46.69,18.83,True
Beans,Nairobi,Wholesale,2022-02-01,3,54.03,44.67,63.27,18.83,True
Beans,Nairobi,Wholesale,2021-12-01,6,97.44,88.4,106.73,18.83,True
Beans,Nairobi,Wholesale,2022-01-01,6,37.35,28.46,46.01,18.83,True
Beans,Nairobi,Wholesale,2022-02-01,6,54.03,45.41,64.17,18.83,True
Beans,Nairobi,Wholesale,2022-03-01,6,39.71,31.14,49.06,18.83,True
Beans,Nairobi,Wholesale,2022-04-01,6,68.71,59.56,77.87,18.83,True
Beans,Nairobi,Wholesale,2022-05-01,6,125.12,115.65,134.99,18.83,True
Beans,Nairobi,Wholesale,2021-12-01,12,97.44,88.8,106.35,18.83,True
Beans,Nairobi,Wholesale,2022-01-01,12,37.35,28.93,47.0,18.83,True
Beans,Nairobi,Wholesale,2022-02-01,12,54.03,44.54,63.61,18.83,True
Beans,Nairobi,Wholesale,2022-03-01,12,39.71,30.21,49.45,18.83,True
Beans,Nairobi,Wholesale,2022-04-01,12,68.71,59.65,77.93,18.83,True
Beans,Nairobi,Wholesale,2022-05-01,12,125.12,115.45,134.57,18.83,True
Beans,Nairobi,Wholesale,2022-06-01,12,28.58,19.48,37.74,18.83,True
Beans,Nairobi,Wholesale,2022-07-01,12,47.08,38.91,57.07,18.83,True
Beans,Nairobi,Wholesale,2022-08-01,12,38.78,29.62,48.35,18.83,True
Beans,Nairobi,Wholesale,2022-09-01,12,90.21,81.26,99.51,18.83,True
Beans,Nairobi,Wholesale,2022-10-01,12,45.67,36.65,54.51,18.83,True
Beans,Nairobi,Wholesale,2022-11-01,12,49.53,40.36,59.08,18.83,True
Beans,Nakuru,Wholesale,2021-03-01,3,90.72,82.93,98.63,13.48,True
Beans,Nakuru,Wholesale,2021-04-01,3,28.85,20.9,37.26,13.48,True
Beans,Nakuru,Wholesale,2021-05-01,3,30.68,22.66,38.94,13.48,True
Beans,Nakuru,Wholesale,2021-03-01,6,90.72,82.71,98.71,13.48,True
Beans,Nakuru,Wholesale,2021-04-01,6,28.85,21.26,36.53,13.48,True
Beans,Nakuru,Wholesale,2021-05-01,6,30.68,22.61,38.36,13.48,True
Beans,Nakuru,Wholesale,2021-06-01,6,78.09,69.82,86.69,13.48,True
Beans,Nakuru,Wholesale,2021-07-01,6,95.55,86.66,104.18,13.48,True
Beans,Nakuru,Wholesale,2021-08-01,6,7.03,-0.98,15.04,13.48,True
Beans,Nakuru,Wholesale,2021-03-01,12,90.72,82.13,98.64,13.48,True
Beans,Nakuru,Wholesale,2021-04-01,12,28.85,20.55,37.13,13.48,True
Beans,Nakuru,Wholesale,2021-05-01,12,30.68,22.98,38.95,13.48,True
Beans,Nakuru,Wholesale,2021-06-01,12,78.09,69.52,86.82,13.48,True
Beans,Nakuru,Wholesale,2021-07-01,12,95.55,87.15,104.0,13.48,True
Beans,Nakuru,Wholesale,2021-08-01,12,7.03,-1.16,15.16,13.48,True
Beans,Nakuru,Wholesale,2021-09-01,12,84.18,76.53,92.31,13.48,True
Beans,Nakuru,Wholesale,2021-10-01,12,59.59,51.42,67.64,13.48,True
Beans,Nakuru,Wholesale,2021-11-01,12,18.8,11.07,26.84,13.48,True
Beans,Nakuru,Wholesale,2021-12-01,12,65.24,57.11,73.29,13.48,True
Beans,Nakuru,Wholesale,2022-01-01,12,63.97,55.87,71.76,13.48,True
Beans,Nakuru,Wholesale,2022-02-01,12,46.89,38.73,54.91,13.48,True
Beans,Mombasa,Wholesale,2019-09-01,3,44.4,30.74,57.75,37.15,False
Beans,Mombasa,Wholesale,2019-10-01,3,73.09,59.39,87.11,37.15,False
Beans,Mombasa,Wholesale,2019-11-01,3,81.73,67.21,95.82,37.15,False
Beans,Mombasa,Wholesale,2019-09-01,6,44.4,30.0,58.1,37.15,False
Beans,Mombasa,Wholesale,2019-10-01,6,73.09,60.03,86.52,37.15,False
Beans,Mombasa,Wholesale,2019-11-01,6,81.73,68.22,96.31,37.15,False
Beans,Mombasa,Wholesale,2019-12-01,6,53.66,40.03,67.58,37.15,False
Beans,Mombasa,Wholesale,2020-01-01,6,43.68,30.84,57.55,37.15,False
Beans,Mombasa,Wholesale,2020-02-01,6,34.17,20.68,47.67,37.15,False
Beans,Mombasa,Wholesale,2019-09-01,12,44.4,30.36,57.94,37.15,False
Beans,Mombasa,Wholesale,2019-10-01,12,73.09,59.51,86.58,37.15,False
Beans,Mombasa,Wholesale,2019-11-01,12,81.73,68.84,94.96,37.15,False
Beans,Mombasa,Wholesale,2019-12-01,12,53.66,39.71,66.92,37.15,False
Beans,Mombasa,Wholesale,2020-01-01,12,43.68,30.62,57.78,37.15,False
Beans,Mombasa,Wholesale,2020-02-01,12,34.17,20.95,47.41,37.15,False
Beans,Mombasa,Wholesale,2020-03-01,12,90.63,77.71,104.2,37.15,False
Beans,Mombasa,Wholesale,2020-04-01,12,65.64,52.06,80.43,37.15,False
Beans,Mombasa,Wholesale,2020-05-01,12,99.39,85.87,112.64,37.15,False
Beans,Mombasa,Wholesale,2020-06-01,12,31.31,17.56,44.18,37.15,False
Beans,Mombasa,Wholesale,2020-07-01,12,32.52,19.46,46.27,37.15,False
Beans,Mombasa,Wholesale,2020-08-01,12,99.45,85.45,112.18,37.15,False
Beans,Kisumu,Wholesale,2019-08-01,3,47.55,36.79,57.73,9.26,True
Beans,Kisumu,Wholesale,2019-09-01,3,57.46,46.82,68.13,9.26,True
Beans,Kisumu,Wholesale,2019-10-01,3,73.76,63.14,84.08,9.26,True
Beans,Kisumu,Wholesale,2019-08-01,6,47.55,37.62,56.91,9.26,True
Beans,Kisumu,Wholesale,2019-09-01,6,57.46,47.73,67.5,9.26,True
Beans,Kisumu,Wholesale,2019-10-01,6,73.76,63.34,84.31,9.26,True
Beans,Kisumu,Wholesale,2019-11-01,6,77.52,66.79,88.12,9.26,True
Beans,Kisumu,Wholesale,2019-12-01,6,56.75,46.21,67.32,9.26,True
Beans,Kisumu,Wholesale,2020-01-01,6,41.05,30.62,51.69,9.26,True
Beans,Kisumu,Wholesale,2019-08-01,12,47.55,37.35,58.0,9.26,True
Beans,Kisumu,Wholesale,2019-09-01,12,57.46,46.87,68.87,9.26,True
Beans,Kisumu,Wholesale,2019-10-01,12,73.76,63.46,84.88,9.26,True
Beans,Kisumu,Wholesale,2019-11-01,12,77.52,66.87,88.15,9.26,True
Beans,Kisumu,Wholesale,2019-12-01,12,56.75,46.46,67.6,9.26,True
Beans,Kisumu,Wholesale,2020-01-01,12,41.05,29.93,51.43,9.26,True
Beans,Kisumu,Wholesale,2020-02-01,12,64.96,54.87,75.34,9.26,True
Beans,Kisumu,Wholesale,2020-03-01,12,70.41,60.6,80.4,9.26,True
Beans,Kisumu,Wholesale,2020-04-01,12,65.37,53.45,76.17,9.26,True
Beans,Kisumu,Wholesale,2020-05-01,12,76.58,66.53,87.36,9.26,True
Beans,Kisumu,Wholesale,2020-06-01,12,54.43,43.88,64.95,9.26,True
Beans,Kisumu,Wholesale,2020-07-01,12,64.67,53.92,75.92,9.26,True
Beans,Eldoret,Wholesale,2019-08-01,3,62.69,51.16,74.0,24.25,True
Beans,Eldoret,Wholesale,2019-09-01,3,62.81,51.18,74.63,24.25,True
Beans,Eldoret,Wholesale,2019-10-01,3,62.84,50.16,75.07,24.25,True
Beans,Eldoret,Wholesale,2019-08-01,6,62.69,50.8,75.01,24.25,True
Beans,Eldoret,Wholesale,2019-09-01,6,62.81,51.07,73.88,24.25,True
Beans,Eldoret,Wholesale,2019-10-01,6,62.84,51.28,74.43,24.25,True
Beans,Eldoret,Wholesale,2019-11-01,6,63.95,52.93,76.03,24.25,True
Beans,Eldoret,Wholesale,2019-12-01,6,67.22,56.09,78.68,24.25,True
Beans,Eldoret,Wholesale,2020-01-01,6,71.16,60.47,82.84,24.25,True
Beans,Eldoret,Wholesale,2019-08-01,12,62.69,50.72,75.45,24.25,True
Beans,Eldoret,Wholesale,2019-09-01,12,62.81,51.28,73.69,24.25,True
Beans,Eldoret,Wholesale,2019-10-01,12,62.84,50.87,73.44,24.25,True
Beans,Eldoret,Wholesale,2019-11-01,12,63.95,52.82,75.23,24.25,True
Beans,Eldoret,Wholesale,2019-12-01,12,67.22,55.74,78.24,24.25,True
Beans,Eldoret,Wholesale,2020-01-01,12,71.16,59.15,83.16,24.25,True
Beans,Eldoret,Wholesale,2020-02-01,12,70.58,59.78,81.86,24.25,True
Beans,Eldoret,Wholesale,2020-03-01,12,72.08,60.05,83.22,24.25,True
Beans,Eldoret,Wholesale,2020-04-01,12,78.52,66.84,89.66,24.25,True
Beans,Eldoret,Wholesale,2020-05-01,12,80.16,68.01,91.35,24.25,True
Beans,Eldoret,Wholesale,2020-06-01,12,74.82,63.08,86.21,24.25,True
Beans,Eldoret,Wholesale,2020-07-01,12,64.77,53.34,76.09,24.25,True
