commodity,market,region,pricetype,strategy,forecast_date,horizon_months,forecast_price_kes,forecast_lower,forecast_upper,test_mape,confidence
Beans (dry),Kitui,Eastern,Wholesale,prophet,2026-06-01,12,138.62,125.06,151.51,17.74,medium
Beans (dry),Kitui,Eastern,Wholesale,prophet,2026-07-01,12,137.98,123.86,151.66,17.74,medium
Beans (dry),Kitui,Eastern,Wholesale,prophet,2026-08-01,12,151.59,138.69,165.74,17.74,medium
Beans (dry),Kitui,Eastern,Wholesale,prophet,2026-09-01,12,145.33,131.4,158.39,17.74,medium
Beans (dry),Kitui,Eastern,Wholesale,prophet,2026-10-01,12,142.92,130.35,157.32,17.74,medium
Beans (dry),Kitui,Eastern,Wholesale,prophet,2026-11-01,12,147.48,133.22,160.89,17.74,medium
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-08-01,3,131.96,123.79,141.45,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-09-01,3,131.65,121.84,145.41,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-10-01,3,131.02,118.76,145.78,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-08-01,6,133.22,123.79,140.76,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-09-01,6,133.22,122.47,144.59,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-10-01,6,131.96,118.76,147.04,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-11-01,6,130.7,113.74,147.67,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-12-01,6,131.65,114.24,150.37,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-01-01,6,131.96,114.93,147.23,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-08-01,12,131.96,124.42,140.76,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-09-01,12,131.96,121.91,145.85,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-10-01,12,132.59,120.46,146.48,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-11-01,12,131.96,120.02,146.48,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2026-12-01,12,133.22,118.07,149.18,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-01-01,12,131.96,114.99,150.18,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-02-01,12,132.27,114.99,156.47,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-03-01,12,133.22,114.93,154.58,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-04-01,12,132.27,114.3,154.21,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-05-01,12,134.47,114.99,156.72,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-06-01,12,133.22,113.67,159.11,5.08,high
Beans (mixed),Kitui,Eastern,Retail,chronos,2027-07-01,12,131.65,112.79,156.66,5.08,high
Beans (mixed),Meru,Eastern,Retail,chronos,2026-08-01,3,80.34,68.78,88.87,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-09-01,3,80.95,63.3,93.31,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-10-01,3,80.34,62.08,102.5,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-08-01,6,80.95,70.0,89.53,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-09-01,6,80.34,66.89,95.62,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-10-01,6,79.43,65.55,96.23,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-11-01,6,77.91,63.24,99.82,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-12-01,6,80.04,61.96,105.42,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-01-01,6,84.6,58.98,109.07,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-08-01,12,82.17,71.82,93.13,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-09-01,12,82.17,68.72,99.82,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-10-01,12,82.17,66.95,103.84,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-11-01,12,83.69,63.06,109.68,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2026-12-01,12,84.0,65.07,112.18,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-01-01,12,87.04,65.74,118.14,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-02-01,12,88.87,61.96,118.93,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-03-01,12,89.47,57.76,116.62,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-04-01,12,86.43,63.18,121.73,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-05-01,12,87.65,60.87,124.78,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-06-01,12,87.95,65.74,120.03,23.12,low
Beans (mixed),Meru,Eastern,Retail,chronos,2027-07-01,12,90.08,68.72,122.95,23.12,low
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-08-01,3,143.93,138.11,153.92,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-09-01,3,147.26,137.2,157.33,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-10-01,3,148.93,134.78,159.99,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-08-01,6,144.77,136.36,154.75,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-09-01,6,146.01,134.78,158.33,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-10-01,6,148.93,136.36,162.24,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-11-01,6,150.59,137.94,164.9,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-12-01,6,150.59,138.78,168.06,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-01-01,6,152.25,137.28,170.73,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-08-01,12,144.77,138.78,155.58,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-09-01,12,145.6,134.7,158.16,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-10-01,12,145.6,134.78,160.66,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-11-01,12,148.93,132.29,163.07,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2026-12-01,12,151.42,131.29,172.22,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-01-01,12,149.34,132.29,168.15,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-02-01,12,148.93,132.2,168.89,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-03-01,12,148.93,132.2,169.81,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-04-01,12,147.68,128.79,169.14,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-05-01,12,149.34,130.62,169.06,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-06-01,12,149.34,131.04,169.73,2.09,high
Beans (mixed),Makueni,Eastern,Retail,chronos,2027-07-01,12,148.93,127.21,168.15,2.09,high
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-03-01,3,63.56,52.65,74.47,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-04-01,3,63.34,51.78,74.91,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-05-01,3,63.32,52.95,73.69,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-03-01,6,64.21,54.63,73.8,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-04-01,6,63.7,52.78,74.62,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-05-01,6,63.42,53.31,73.53,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-06-01,6,66.82,49.01,84.64,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-07-01,6,66.0,47.78,84.21,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-08-01,6,64.62,46.01,83.23,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-03-01,12,64.06,54.19,73.94,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-04-01,12,63.44,52.07,74.82,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-05-01,12,63.57,53.86,73.29,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-06-01,12,66.77,48.84,84.71,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-07-01,12,66.15,48.33,83.97,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-08-01,12,65.02,47.36,82.69,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-09-01,12,64.25,45.57,82.94,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-10-01,12,65.89,44.71,87.06,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-11-01,12,63.65,43.84,83.47,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2025-12-01,12,61.67,43.49,79.84,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2026-01-01,12,63.95,42.4,85.49,22.02,low
Sorghum,Nairobi,Nairobi,Wholesale,ensemble,2026-02-01,12,63.61,40.5,86.72,22.02,low
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-06-01,3,84.57,83.59,85.54,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-07-01,3,84.66,83.05,86.28,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-08-01,3,86.77,82.59,90.94,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-06-01,6,84.57,83.59,85.54,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-07-01,6,84.33,81.84,86.82,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-08-01,6,86.37,81.21,91.53,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-09-01,6,83.65,80.67,86.63,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-10-01,6,84.6,79.06,90.15,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-11-01,6,83.96,79.15,88.77,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-06-01,12,84.5,83.41,85.58,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-07-01,12,84.8,83.52,86.07,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-08-01,12,86.57,81.91,91.23,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-09-01,12,84.38,83.21,85.56,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-10-01,12,85.4,81.9,88.9,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-11-01,12,84.82,82.28,87.37,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2026-12-01,12,85.41,82.56,88.26,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2027-01-01,12,87.42,79.17,95.66,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2027-02-01,12,87.28,80.11,94.46,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2027-03-01,12,86.83,80.7,92.96,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2027-04-01,12,86.32,80.02,92.61,6.49,high
Maize meal,Nairobi,Nairobi,Retail,ensemble,2027-05-01,12,86.06,79.17,92.95,6.49,high
