date,region,county,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,date_month,rainfall_mm,price_per_kg,month,year,season,petrol_price_kes,diesel_price_kes,rolling_3m_avg,rolling_6m_avg,rolling_12m_avg,price_vs_regional_avg,price_label
2023-12-15,Rift Valley,Samburu,Ngurunit,10402,1.74,37.31,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,97.0,0.63,2023-12-01,79.61142857142856,97.0,12,2023,Short Rains,212.36,201.47,97.0,97.0,97.0,1.077913878014901,Average
2024-03-15,Rift Valley,Samburu,Ngurunit,10402,1.74,37.31,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,97.0,0.72,2024-03-01,58.457142857142856,97.0,3,2024,Long Rains,206.36,196.47,97.0,97.0,97.0,1.144479073909172,Expensive
2024-06-15,Rift Valley,Samburu,Ngurunit,10402,1.74,37.31,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,80.0,0.62,2024-06-01,80.53142857142858,80.0,6,2024,Dry Season,189.84,179.3,91.33333333333331,91.33333333333331,91.33333333333331,0.998439937597504,Average
2024-09-15,Rift Valley,Samburu,Ngurunit,10402,1.74,37.31,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,103.0,0.8,2024-09-01,140.00214285714284,103.0,9,2024,Dry Season,188.84,171.6,93.33333333333331,94.25,94.25,1.308222927844082,Expensive
2024-09-15,Eastern,Marsabit,North Horr,6222,3.32,37.07,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,50.0,0.39,2024-09-01,30.2775,50.0,9,2024,Dry Season,188.84,171.6,50.0,50.0,50.0,0.6650544135429262,Cheap
2025-03-15,Eastern,Marsabit,North Horr,6222,3.32,37.07,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,60.0,0.46,2025-03-01,92.7075,60.0,3,2025,Long Rains,176.58,167.06,55.0,55.0,55.0,1.0,Average
2023-12-15,Eastern,Isiolo,Oldonyiro,10380,0.62,36.99,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,75.0,0.49,2023-12-01,54.1325,75.0,12,2023,Short Rains,212.36,201.47,75.0,75.0,75.0,0.8180466038671294,Cheap
2024-03-15,Eastern,Isiolo,Oldonyiro,10380,0.62,36.99,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,67.0,0.5,2024-03-01,29.1875,67.0,3,2024,Long Rains,206.36,196.47,71.0,71.0,71.0,0.920209287115762,Average
2024-06-15,Eastern,Isiolo,Oldonyiro,10380,0.62,36.99,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,50.0,0.39,2024-06-01,8.3925,50.0,6,2024,Dry Season,189.84,179.3,64.0,64.0,64.0,0.6544502617801047,Cheap
2024-09-15,Eastern,Isiolo,Oldonyiro,10380,0.62,36.99,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,50.0,0.39,2024-09-01,30.2775,50.0,9,2024,Dry Season,188.84,171.6,55.66666666666666,60.5,60.5,0.6650544135429262,Cheap
2026-03-15,Eastern,Isiolo,Oldonyiro,10380,0.62,36.99,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,68.0,0.53,2026-03-01,2.23,68.0,3,2026,Long Rains,178.28,166.54,56.0,62.0,62.0,0.8869565217391304,Cheap
2023-12-15,Rift Valley,Samburu,Porro,10435,1.22,36.6,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,55.0,0.36,2023-12-01,79.61142857142856,55.0,12,2023,Short Rains,212.36,201.47,55.0,55.0,55.0,0.6111882813486551,Cheap
2024-06-15,Rift Valley,Samburu,Porro,10435,1.22,36.6,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,58.0,0.45,2024-06-01,80.53142857142858,58.0,6,2024,Dry Season,189.84,179.3,56.5,56.5,56.5,0.7238689547581904,Cheap
2023-12-15,North Eastern,Mandera,Rhamu,3266,3.93,41.22,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,152.0,0.99,2023-12-01,12.123333333333331,152.0,12,2023,Short Rains,212.36,201.47,152.0,152.0,152.0,1.3935119887165022,Expensive
2024-03-15,North Eastern,Mandera,Rhamu,3266,3.93,41.22,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,120.0,0.9,2024-03-01,10.613333333333332,120.0,3,2024,Long Rains,206.36,196.47,136.0,136.0,136.0,1.1571841851494695,Expensive
2025-06-15,North Eastern,Mandera,Rhamu,3266,3.93,41.22,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,133.0,1.03,2025-06-01,10.056666666666668,133.0,6,2025,Dry Season,177.32,162.91,135.0,135.0,135.0,1.4723247232472323,Expensive
2025-09-15,North Eastern,Mandera,Rhamu,3266,3.93,41.22,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.77,2025-09-01,3.87,100.0,9,2025,Dry Season,184.52,171.47,117.66666666666669,126.25,126.25,1.2280701754385963,Expensive
2023-12-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,107.0,0.7,2023-12-01,82.7,107.0,12,2023,Short Rains,212.36,201.47,107.0,107.0,107.0,1.2612966601178783,Expensive
2024-03-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,117.0,0.87,2024-03-01,56.07666666666666,117.0,3,2024,Long Rains,206.36,196.47,112.0,112.0,112.0,1.4691780821917808,Expensive
2024-06-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,70.0,0.54,2024-06-01,29.886666666666667,70.0,6,2024,Dry Season,189.84,179.3,98.0,98.0,98.0,1.049250535331906,Average
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.78,2024-09-01,25.078333333333333,100.0,9,2024,Dry Season,188.84,171.6,95.66666666666669,98.5,98.5,1.2415933781686497,Expensive
2026-03-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,140.0,1.08,2026-03-01,1.06,140.0,3,2026,Long Rains,178.28,166.54,103.33333333333331,106.8,106.8,1.7659425367904698,Expensive
2024-09-15,North Eastern,Garissa,Saretho,10357,-0.03,40.13,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.78,2024-09-01,3.866666666666666,100.0,9,2024,Dry Season,188.84,171.6,100.0,100.0,100.0,1.1169513797634691,Expensive
2023-12-15,Eastern,Isiolo,Sericho Center,10387,1.13,39.1,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.65,2023-12-01,54.1325,100.0,12,2023,Short Rains,212.36,201.47,100.0,100.0,100.0,1.0907288051561723,Average
2024-03-15,North Eastern,Garissa,Shanta Abak,10369,0.46,39.74,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.75,2024-03-01,10.613333333333332,100.0,3,2024,Long Rains,206.36,196.47,100.0,100.0,100.0,0.9643201542912246,Average
2024-06-15,North Eastern,Garissa,Shanta Abak,10369,0.46,39.74,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,70.0,0.54,2024-06-01,4.093333333333334,70.0,6,2024,Dry Season,189.84,179.3,85.0,85.0,85.0,0.7675438596491228,Cheap
2024-09-15,North Eastern,Garissa,Shanta Abak,10369,0.46,39.74,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,110.0,0.85,2024-09-01,3.866666666666666,110.0,9,2024,Dry Season,188.84,171.6,93.33333333333331,93.33333333333331,93.33333333333331,1.228646517739816,Expensive
2024-03-15,Coast,Mombasa,Shauri Yako,4244,-4.04,39.69,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,67.0,0.5,2024-03-01,56.07666666666666,67.0,3,2024,Long Rains,206.36,196.47,67.0,67.0,67.0,0.841324200913242,Cheap
2024-06-15,Coast,Mombasa,Shauri Yako,4244,-4.04,39.69,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,57.0,0.44,2024-06-01,29.886666666666667,57.0,6,2024,Dry Season,189.84,179.3,62.0,62.0,62.0,0.8543897216274091,Cheap
2025-12-15,Eastern,Moyale,Sololo,6229,3.56,38.65,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,120.0,0.93,2025-12-01,66.34875,120.0,12,2025,Short Rains,184.52,171.47,120.0,120.0,120.0,1.366742596810934,Expensive
2026-03-15,Eastern,Moyale,Sololo,6229,3.56,38.65,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.77,2026-03-01,2.23,100.0,3,2026,Long Rains,178.28,166.54,110.0,110.0,110.0,1.3043478260869563,Expensive
2023-12-15,Eastern,Marsabit,Songa,10410,2.25,38.0,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.65,2023-12-01,54.1325,100.0,12,2023,Short Rains,212.36,201.47,100.0,100.0,100.0,1.0907288051561723,Average
2024-03-15,Eastern,Marsabit,Songa,10410,2.25,38.0,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,67.0,0.5,2024-03-01,29.1875,67.0,3,2024,Long Rains,206.36,196.47,83.5,83.5,83.5,0.920209287115762,Average
2024-06-15,Eastern,Marsabit,Songa,10410,2.25,38.0,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,50.0,0.39,2024-06-01,8.3925,50.0,6,2024,Dry Season,189.84,179.3,72.33333333333333,72.33333333333333,72.33333333333333,0.6544502617801047,Cheap
2023-12-15,Rift Valley,Samburu,Suguta,4535,0.83,36.69,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,59.0,0.38,2023-12-01,79.61142857142856,59.0,12,2023,Short Rains,212.36,201.47,59.0,59.0,59.0,0.6556383381740118,Cheap
2024-03-15,Rift Valley,Samburu,Suguta,4535,0.83,36.69,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,60.0,0.45,2024-03-01,58.457142857142856,60.0,3,2024,Long Rains,206.36,196.47,59.5,59.5,59.5,0.7079252003561888,Cheap
2024-06-15,Rift Valley,Samburu,Suguta,4535,0.83,36.69,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,57.0,0.44,2024-06-01,80.53142857142858,57.0,6,2024,Dry Season,189.84,179.3,58.66666666666666,58.66666666666666,58.66666666666666,0.7113884555382215,Cheap
2024-09-15,Rift Valley,Samburu,Suguta,4535,0.83,36.69,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,51.0,0.4,2024-09-01,140.00214285714284,51.0,9,2024,Dry Season,188.84,171.6,56.0,56.75,56.75,0.6477608671849338,Cheap
2025-12-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,70.0,0.54,2025-12-01,6.963333333333334,70.0,12,2025,Short Rains,184.52,171.47,70.0,70.0,70.0,0.9310761789600966,Average
2023-12-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,84.0,0.55,2023-12-01,82.7,84.0,12,2023,Short Rains,212.36,201.47,84.0,84.0,84.0,0.9901768172888016,Average
2024-03-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,50.0,0.37,2024-03-01,56.07666666666666,50.0,3,2024,Long Rains,206.36,196.47,67.0,67.0,67.0,0.6278538812785388,Cheap
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,60.0,0.47,2024-09-01,25.078333333333333,60.0,9,2024,Dry Season,188.84,171.6,64.66666666666667,64.66666666666667,64.66666666666667,0.7449560269011898,Cheap
2026-03-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,60.0,0.46,2026-03-01,1.06,60.0,3,2026,Long Rains,178.28,166.54,56.66666666666666,63.5,63.5,0.7568325157673441,Cheap
2023-12-15,North Eastern,Wajir,Tarbaj,6647,2.21,40.12,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,96.0,0.62,2023-12-01,12.123333333333331,96.0,12,2023,Short Rains,212.36,201.47,96.0,96.0,96.0,0.8801128349788434,Cheap
2024-03-15,North Eastern,Wajir,Tarbaj,6647,2.21,40.12,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,125.0,0.93,2024-03-01,10.613333333333332,125.0,3,2024,Long Rains,206.36,196.47,110.5,110.5,110.5,1.2054001928640308,Expensive
2024-06-15,North Eastern,Wajir,Tarbaj,6647,2.21,40.12,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,108.0,0.84,2024-06-01,4.093333333333334,108.0,6,2024,Dry Season,189.84,179.3,109.66666666666669,109.66666666666669,109.66666666666669,1.1842105263157894,Expensive
2024-09-15,North Eastern,Wajir,Tarbaj,6647,2.21,40.12,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,120.0,0.93,2024-09-01,3.866666666666666,120.0,9,2024,Dry Season,188.84,171.6,117.66666666666669,112.25,112.25,1.340341655716163,Expensive
2025-03-15,North Eastern,Wajir,Tarbaj,6647,2.21,40.12,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,110.0,0.85,2025-03-01,43.05,110.0,3,2025,Long Rains,176.58,167.06,112.66666666666669,111.8,111.8,1.2071330589849107,Expensive
2025-12-15,North Eastern,Wajir,Tarbaj,6647,2.21,40.12,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,72.0,0.56,2025-12-01,6.963333333333334,72.0,12,2025,Short Rains,184.52,171.47,100.66666666666669,105.16666666666669,105.16666666666669,0.9576783555018136,Average
2024-09-15,Rift Valley,Turkana,Todonyang,10499,4.44,35.93,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,83.0,0.64,2024-09-01,140.00214285714284,83.0,9,2024,Dry Season,188.84,171.6,83.0,83.0,83.0,1.0541990583597942,Average
2023-12-15,Rift Valley,Turkana,Turkwel Centre,10454,2.92,35.4,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,93.0,0.61,2023-12-01,79.61142857142856,93.0,12,2023,Short Rains,212.36,201.47,93.0,93.0,93.0,1.0334638211895442,Average
2024-06-15,Rift Valley,Turkana,Turkwel Centre,10454,2.92,35.4,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,68.0,0.53,2024-06-01,80.53142857142858,68.0,6,2024,Dry Season,189.84,179.3,80.5,80.5,80.5,0.8486739469578783,Cheap
2024-09-15,Rift Valley,Turkana,Turkwel Centre,10454,2.92,35.4,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,68.0,0.53,2024-09-01,140.00214285714284,68.0,9,2024,Dry Season,188.84,171.6,76.33333333333333,76.33333333333333,76.33333333333333,0.8636811562465784,Cheap
2024-06-15,Rift Valley,Turkana,Urum,10455,2.95,34.7,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,109.0,0.85,2024-06-01,80.53142857142858,109.0,6,2024,Dry Season,189.84,179.3,109.0,109.0,109.0,1.360374414976599,Expensive
2024-09-15,Rift Valley,Turkana,Urum,10455,2.95,34.7,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,80.0,0.62,2024-09-01,140.00214285714284,80.0,9,2024,Dry Season,188.84,171.6,94.5,94.5,94.5,1.016095477937151,Average
2024-09-15,Eastern,Moyale,Walda,10406,3.45,38.52,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,76.0,0.59,2024-09-01,30.2775,76.0,9,2024,Dry Season,188.84,171.6,76.0,76.0,76.0,1.010882708585248,Average
2024-09-15,Coast,Tana River,Waldena,10446,-1.61,39.03,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,70.0,0.54,2024-09-01,25.078333333333333,70.0,9,2024,Dry Season,188.84,171.6,70.0,70.0,70.0,0.8691153647180548,Cheap
2023-12-15,Rift Valley,Samburu,Wamba,4536,0.98,37.32,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,93.0,0.61,2023-12-01,79.61142857142856,93.0,12,2023,Short Rains,212.36,201.47,93.0,93.0,93.0,1.0334638211895442,Average
2024-03-15,Rift Valley,Samburu,Wamba,4536,0.98,37.32,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,70.0,0.52,2024-03-01,58.457142857142856,70.0,3,2024,Long Rains,206.36,196.47,81.5,81.5,81.5,0.8259127337488869,Cheap
2024-06-15,Rift Valley,Samburu,Wamba,4536,0.98,37.32,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,60.0,0.47,2024-06-01,80.53142857142858,60.0,6,2024,Dry Season,189.84,179.3,74.33333333333333,74.33333333333333,74.33333333333333,0.748829953198128,Cheap
2024-09-15,Rift Valley,Samburu,Wamba,4536,0.98,37.32,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,50.0,0.39,2024-09-01,140.00214285714284,50.0,9,2024,Dry Season,188.84,171.6,60.0,68.25,68.25,0.6350596737107194,Cheap
2026-03-15,Rift Valley,Samburu,Wamba,4536,0.98,37.32,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,63.0,0.49,2026-03-01,0.85,63.0,3,2026,Long Rains,178.28,166.54,57.66666666666666,67.2,67.2,0.9394736842105262,Average
2024-09-15,North Eastern,Mandera,Warankara,10395,3.41,41.01,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,80.0,0.62,2024-09-01,3.866666666666666,80.0,9,2024,Dry Season,188.84,171.6,80.0,80.0,80.0,0.8935611038107752,Cheap
2025-12-15,North Eastern,Mandera,Wargadud,10397,3.18,40.87,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,50.0,0.39,2025-12-01,6.963333333333334,50.0,12,2025,Short Rains,184.52,171.47,50.0,50.0,50.0,0.6650544135429262,Cheap
2024-03-15,Coast,Tana River,Wayu,10447,-1.53,39.58,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,70.0,0.52,2024-03-01,56.07666666666666,70.0,3,2024,Long Rains,206.36,196.47,70.0,70.0,70.0,0.8789954337899543,Cheap
2024-09-15,Coast,Tana River,Wayu,10447,-1.53,39.58,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100.0,0.78,2024-09-01,25.078333333333333,100.0,9,2024,Dry Season,188.84,171.6,85.0,85.0,85.0,1.2415933781686497,Expensive
2025-03-15,Coast,Tana River,Wayu,10447,-1.53,39.58,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,75.0,0.58,2025-03-01,66.12166666666667,75.0,3,2025,Long Rains,176.58,167.06,81.66666666666667,81.66666666666667,81.66666666666667,0.9803921568627452,Average
2021-01-15,Coast,Mombasa,Bangladesh (Mombasa),4238,-4.01,39.63,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,56.67,0.52,2021-01-01,20.015,56.67,1,2021,Cool Dry,106.99,96.4,56.67,56.67,56.67,0.957748859219199,Average
2021-03-15,Coast,Mombasa,Bangladesh (Mombasa),4238,-4.01,39.63,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,51.17,0.47,2021-03-01,21.761666666666667,51.17,3,2021,Long Rains,122.81,107.66,53.92,53.92,53.92,0.9090020873118088,Average
2021-04-15,Coast,Mombasa,Bangladesh (Mombasa),4238,-4.01,39.63,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,51.77,0.48,2021-04-01,83.16,51.77,4,2021,Long Rains,122.81,107.66,53.20333333333334,53.20333333333334,53.20333333333334,0.8948077986725665,Cheap
2021-08-15,Coast,Mombasa,Bangladesh (Mombasa),4238,-4.01,39.63,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,51.39,0.47,2021-08-01,18.683333333333334,51.39,8,2021,Dry Season,127.14,107.66,51.443333333333335,52.75,52.75,0.9125455029743408,Average
2021-09-15,Coast,Mombasa,Bangladesh (Mombasa),4238,-4.01,39.63,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,54.17,0.49,2021-09-01,31.35333333333333,54.17,9,2021,Dry Season,134.72,115.6,52.443333333333335,53.034000000000006,53.034000000000006,0.9191092258748674,Average
2021-10-15,Coast,Mombasa,Bangladesh (Mombasa),4238,-4.01,39.63,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,50.0,0.45,2021-10-01,18.731666666666666,50.0,10,2021,Short Rains,129.72,110.6,51.85333333333333,52.528333333333336,52.528333333333336,0.8680555555555556,Cheap
2021-03-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,60.0,0.55,2021-03-01,6.166666666666667,60.0,3,2021,Long Rains,122.81,107.66,60.0,60.0,60.0,0.9115770282588878,Average
2023-05-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,115.0,0.84,2023-05-01,14.676666666666668,115.0,5,2023,Long Rains,182.04,167.28,87.5,87.5,87.5,1.0224948875255624,Average
2018-12-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,102.86,1.0,2018-12-01,58.44333333333333,102.86,12,2018,Short Rains,113.54,112.28,102.86,102.86,102.86,1.0,Average
2019-01-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,102.86,1.01,2019-01-01,1.5099999999999998,102.86,1,2019,Cool Dry,104.21,102.24,102.86,102.86,102.86,1.0,Average
2021-01-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,64.0,0.58,2021-01-01,1.2533333333333332,64.0,1,2021,Cool Dry,106.99,96.4,89.90666666666668,89.90666666666668,89.90666666666668,1.0219560878243512,Average
2021-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,63.95,0.58,2021-03-01,6.166666666666667,63.95,3,2021,Long Rains,122.81,107.66,76.93666666666667,83.4175,83.4175,0.9715891826192646,Average
2021-04-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,66.68,0.62,2021-04-01,72.40666666666667,66.68,4,2021,Long Rains,122.81,107.66,64.87666666666667,80.07000000000001,80.07000000000001,0.9778201415111634,Average
2021-05-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,62.08,0.58,2021-05-01,16.683333333333334,62.08,5,2021,Long Rains,126.37,107.66,64.23666666666666,77.07166666666667,77.07166666666667,0.9975361542581682,Average
2021-06-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,61.48,0.57,2021-06-01,7.316666666666666,61.48,6,2021,Dry Season,127.14,107.66,63.41333333333333,70.175,74.8442857142857,0.9161897949451596,Average
2021-07-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,63.1,0.58,2021-07-01,4.123333333333334,63.1,7,2021,Dry Season,127.14,107.66,62.22,63.54833333333334,73.37625,0.9723024769829348,Average
2021-08-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,63.69,0.58,2021-08-01,3.623333333333333,63.69,8,2021,Dry Season,127.14,107.66,62.75666666666666,63.49666666666666,72.30000000000001,0.9536715380929564,Average
2021-09-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,62.68,0.57,2021-09-01,6.173333333333333,62.68,9,2021,Dry Season,134.72,115.6,63.156666666666666,63.285,71.338,0.9521205492769474,Average
2021-10-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,63.45,0.57,2021-10-01,5.34,63.45,10,2021,Short Rains,129.72,110.6,63.27333333333333,62.74666666666666,70.6209090909091,0.9785248872267418,Average
2021-11-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,61.88,0.55,2021-11-01,44.23,61.88,11,2021,Short Rains,129.72,110.6,62.67,62.71333333333333,69.8925,0.9562171628721544,Average
2021-12-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,68.94,0.61,2021-12-01,32.21333333333334,68.94,12,2021,Short Rains,129.72,110.6,64.75666666666666,63.95666666666667,67.06583333333333,1.0167391785266573,Average
2022-11-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,120.0,0.98,2022-11-01,31.036666666666665,120.0,11,2022,Short Rains,177.3,162.0,83.60666666666667,73.44,68.49416666666666,1.0,Average
2023-01-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,106.36,0.86,2023-01-01,3.86,106.36,1,2023,Cool Dry,177.3,162.0,98.43333333333334,80.55166666666666,72.02416666666666,0.994297466579415,Average
2023-02-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,102.9,0.82,2023-02-01,0.3133333333333333,102.9,2,2023,Cool Dry,177.3,162.0,109.75333333333332,87.255,75.27,0.9767132822881732,Average
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,104.82,0.81,2023-03-01,64.58999999999999,104.82,3,2023,Long Rains,179.3,162.0,104.69333333333334,94.15,78.44833333333334,0.9926449698538464,Average
2023-04-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,114.1,0.85,2023-04-01,111.08333333333331,114.1,4,2023,Long Rains,179.3,162.0,107.27333333333333,102.85333333333334,82.78333333333333,1.0171455739458592,Average
2023-05-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,114.99,0.84,2023-05-01,14.676666666666668,114.99,5,2023,Long Rains,182.04,167.28,111.30333333333331,110.52833333333332,87.2425,1.022405974926647,Average
2023-06-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,114.64,0.82,2023-06-01,5.836666666666667,114.64,6,2023,Dry Season,182.04,167.28,114.57666666666668,109.635,91.5375,1.0174846898020768,Average
2023-07-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,116.04,0.82,2023-07-01,8.483333333333333,116.04,7,2023,Dry Season,182.04,167.28,115.22333333333334,111.24833333333332,95.9,1.0247564098790145,Average
