commodity,market,pricetype,date,price_per_kg,rainfall_mm,GPR,diesel_price_kes,source,admin1,latitude,longitude,category,rainfall_source
Beans (dry),Nairobi,Wholesale,2021-04-01,100.0,79.24,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-05-01,100.0,87.24,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-06-01,60.833333333333336,3.87,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-07-01,94.73333333333332,15.91,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-08-01,110.0,13.87,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-09-01,120.0,7.9,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-10-01,95.6,17.59,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-11-01,100.53333333333332,37.83,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2021-12-01,100.0,87.4,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-01-01,100.93333333333334,30.130000000000003,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-02-01,77.8,34.06,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-03-01,72.66666666666667,18.67,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-04-01,100.44444444444444,48.86,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-05-01,93.6,26.48,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-06-01,101.125,8.81,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-07-01,103.13333333333334,19.45,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-08-01,130.35125,15.48,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-09-01,138.9,28.08,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-10-01,138.9,8.75,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-11-01,119.16666666666669,61.77,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2022-12-01,138.9,33.39,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-01-01,136.29944444444445,15.66,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-02-01,136.7,9.24,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-03-01,157.8,41.839999999999996,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-04-01,154.7,107.49,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-05-01,158.53333333333333,22.4,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-06-01,160.10833333333332,19.95,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-07-01,163.42316666666665,6.93,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-08-01,151.65,12.25,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-09-01,155.0,14.77,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-10-01,154.80370370370372,45.07,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-11-01,146.61666666666667,158.06,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2023-12-01,150.2,28.54,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-01-01,140.0,79.37,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-02-01,141.24444444444444,21.21,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-03-01,136.16666666666666,85.38,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-04-01,136.0,199.42,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-05-01,150.0,62.68,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-06-01,151.0,17.27,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-07-01,147.0,32.19,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-08-01,135.0,8.84,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-09-01,139.0,11.07,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-10-01,141.0,10.71,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-11-01,129.0,99.57,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2024-12-01,136.0,47.71,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-05-01,128.0,35.06,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-06-01,123.0,15.8,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-07-01,119.0,14.65,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-08-01,115.0,87.13,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-09-01,115.0,5.34,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-10-01,115.0,45.84,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-11-01,115.0,24.6,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2025-12-01,115.0,89.08,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2026-01-01,115.0,3.2800000000000002,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2026-02-01,116.0,121.28999999999999,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2026-03-01,115.0,149.08,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2026-04-01,115.0,88.89999999999999,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2026-05-01,115.0,37.61,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2026-06-01,115.0,5.55,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Nairobi,Wholesale,2026-07-01,115.0,15.21,,,FEWS,Nairobi,-1.28255,36.8317,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2008-02-01,50.0,50.72,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2008-05-01,52.44444444444444,47.81,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2008-06-01,67.15555555555555,33.86,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2008-07-01,50.0,19.77,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2009-01-01,65.0,15.12,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2009-07-01,55.0,8.07,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2009-10-01,56.0,94.53999999999999,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2010-04-01,55.0,135.07999999999998,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2011-03-01,52.5,69.49,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2011-06-01,66.09722222222223,13.71,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2011-07-01,63.40277777777778,5.5200000000000005,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2011-09-01,61.52777777777778,25.33,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2011-10-01,60.0,108.11,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2011-12-01,60.0,62.72,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2012-01-01,60.0,24.72,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2012-04-01,61.814814814777776,164.15,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2012-06-01,65.44444444444444,11.94,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2012-07-01,61.814814814777776,5.2700000000000005,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2012-11-01,60.0,75.42,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-03-01,58.833333333333336,104.45,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-05-01,60.0,84.52,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-06-01,60.0,10.7,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-07-01,56.66666666666666,13.57,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-08-01,54.16666666666666,13.23,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-09-01,60.0,56.92,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-10-01,59.375,18.88,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-11-01,60.0,46.75,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2013-12-01,60.0,155.79999999999998,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2014-04-01,65.44444444444444,86.71000000000001,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2014-05-01,65.44444444444444,109.11,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2014-11-01,60.0,85.99,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2015-09-01,92.0,3.26,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2015-11-01,57.037037037,131.32999999999998,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2015-12-01,60.0,101.15,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2018-12-01,57.77777777777778,110.27,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2019-05-01,70.55555555555556,158.93,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2019-06-01,85.0,10.37,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2019-07-01,79.62962962966667,15.29,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2019-08-01,80.0,9.4,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2019-09-01,67.40740740744445,14.98,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2021-01-01,100.0,55.15,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2021-10-01,80.0,9.540000000000001,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2022-03-01,103.0,33.69,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2022-04-01,110.0,65.82,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2022-05-01,100.0,40.99,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2022-10-01,140.0,5.609999999999999,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2024-09-01,120.0,5.87,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (dry),Taveta,Wholesale,2025-07-01,150.0,124.19,,,FEWS,Coast,-3.3922,37.68336,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-01-01,75.5,251.6,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-02-01,78.3,122.58,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-03-01,79.9,349.51,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-04-01,82.6,389.12,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-05-01,86.6,459.58,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-06-01,86.1,339.0,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-07-01,93.0,176.0,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-08-01,82.0,284.04,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-09-01,103.3,294.11,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-10-01,103.5,316.86,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-11-01,108.6,336.97,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2020-12-01,108.8,80.47,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-01-01,108.8,79.83,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-02-01,116.4,56.089999999999996,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-03-01,108.3,83.62,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-04-01,106.9,359.5,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-05-01,111.0,361.71,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-06-01,109.2,63.5,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-07-01,109.7,130.97,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-08-01,110.7,165.14,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-09-01,108.1,249.37,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2021-10-01,105.7,162.38,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-01-01,103.6,84.5,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-02-01,104.2,62.86,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-03-01,106.5,103.71000000000001,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-04-01,112.2,255.15,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-05-01,112.2,296.76,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-07-01,113.8,209.18,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-08-01,116.7,284.95,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-09-01,115.9,290.32,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-10-01,119.0,143.78,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2022-11-01,130.2,179.33,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-01-01,133.3,16.81,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-02-01,129.2,27.41,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-03-01,129.2,459.51,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-04-01,196.9,478.41999999999996,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-05-01,199.2,303.8,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-06-01,171.1,213.08,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-07-01,169.3,130.74,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-08-01,103.4,153.35,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-09-01,179.8,297.37,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-10-01,178.3,301.47,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-11-01,189.9,683.14,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2023-12-01,188.3,110.13,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-01-01,143.9,156.63,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-02-01,159.1,130.48,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-03-01,155.8,116.63,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-04-01,163.0,562.36,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-05-01,146.1,444.16,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-06-01,130.4,205.17000000000002,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-07-01,134.3,218.08,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
Beans (mixed),Ahero,Retail,2024-08-01,152.2,211.86,,,FEWS,Nyanza,-0.17444,34.92034,pulses and nuts,NASA POWER PRECTOTCORR monthly sum
