date,market,commodity,price,unit,pricetype,source
2020-08-31,Nairobi,Beans (Rosecoco),8600.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-08-31,Nairobi,Potato (White),2900.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-08-31,Nairobi,Sorghum (Red),5206.66666667,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-09-30,Eldoret,Beans (Rosecoco),8000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-09-30,Kisumu,Beans (Rosecoco),9900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-09-30,Mombasa,Beans (Rosecoco),7100.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-09-30,Mombasa,Maize Grain (White),2600.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-09-30,Nairobi,Beans (Rosecoco),8600.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-09-30,Nairobi,Potato (White),2900.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-09-30,Nairobi,Sorghum (Red),4900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-10-31,Eldoret,Beans (Rosecoco),8000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-10-31,Kisumu,Beans (Rosecoco),6120.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-10-31,Mombasa,Beans (Rosecoco),6700.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-10-31,Mombasa,Maize Grain (White),2750.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-10-31,Nairobi,Beans (Rosecoco),8600.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-10-31,Nairobi,Potato (White),2900.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-10-31,Nairobi,Sorghum (Red),4687.5,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-11-30,Eldoret,Beans (Rosecoco),8000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-11-30,Kisumu,Beans (Rosecoco),6480.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-11-30,Mombasa,Beans (Rosecoco),7800.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-11-30,Mombasa,Maize Grain (White),2900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-11-30,Nairobi,Beans (Rosecoco),8580.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-11-30,Nairobi,Potato (White),3020.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-11-30,Nairobi,Sorghum (Red),4386.66666667,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-12-31,Eldoret,Sorghum (Red),7200.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-12-31,Kisumu,Beans (Rosecoco),13500.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-12-31,Kisumu,Sorghum (Red),2700.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-12-31,Mombasa,Maize Grain (White),2800.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-12-31,Nairobi,Beans (Rosecoco),8500.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-12-31,Nairobi,Potato (White),2686.66666667,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-12-31,Nairobi,Sorghum (Red),4280.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-01-31,Eldoret,Potato (White),1390.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-01-31,Kisumu,Sorghum (Red),2997.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-01-31,Mombasa,Beans (Rosecoco),7000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-01-31,Mombasa,Maize Grain (White),2800.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-01-31,Nairobi,Beans (Rosecoco),8100.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-01-31,Nairobi,Potato (White),1963.75,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-01-31,Nairobi,Sorghum (Red),3600.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Eldoret,Beans (Rosecoco),10575.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Eldoret,Potato (White),1768.125,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Kisumu,Beans (Rosecoco),8557.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Mombasa,Beans (Rosecoco),7650.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Mombasa,Maize Grain (White),2673.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Mombasa,Sorghum (Red),4500.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Nairobi,Beans (Rosecoco),8100.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-02-28,Nairobi,Potato (White),1700.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Eldoret,Beans (Rosecoco),9900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Eldoret,Potato (White),1600.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Eldoret,Sorghum (Red),6750.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Kisumu,Beans (Rosecoco),10184.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Kisumu,Potato (White),1300.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Kisumu,Sorghum (Red),3996.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Mombasa,Maize Grain (White),2700.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Nairobi,Beans (Rosecoco),9450.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-03-31,Nairobi,Potato (White),1800.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Eldoret,Beans (Rosecoco),9900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Eldoret,Potato (White),2066.66666667,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Eldoret,Sorghum (Red),3600.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Kisumu,Beans (Rosecoco),9400.5,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Kisumu,Potato (White),2450.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Kisumu,Sorghum (Red),3732.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Mombasa,Maize Grain (White),2551.5,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Nairobi,Beans (Rosecoco),9000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-04-30,Nairobi,Potato (White),1560.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Eldoret,Beans (Rosecoco),8543.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Eldoret,Potato (White),1986.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Eldoret,Sorghum (Red),3600.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Kisumu,Beans (Rosecoco),8845.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Kisumu,Potato (White),2333.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Kisumu,Sorghum (Red),3798.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Mombasa,Beans (Rosecoco),8062.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Mombasa,Maize Grain (White),2551.5,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Nairobi,Beans (Rosecoco),9000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-05-31,Nairobi,Potato (White),1938.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Eldoret,Beans (Rosecoco),9104.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Eldoret,Potato (White),1658.33333333,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Kisumu,Beans (Rosecoco),8680.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Kisumu,Potato (White),2000.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Kisumu,Sorghum (Red),4396.5,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Mombasa,Beans (Rosecoco),7153.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Mombasa,Maize Grain (White),2601.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Nairobi,Beans (Rosecoco),5475.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-06-30,Nairobi,Potato (White),2595.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Eldoret,Beans (Rosecoco),10350.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Eldoret,Potato (White),1375.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Kisumu,Beans (Rosecoco),11196.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Kisumu,Potato (White),1500.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Kisumu,Sorghum (Red),3996.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Mombasa,Beans (Rosecoco),9000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Mombasa,Maize Grain (White),3000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2021-07-31,Nairobi,Beans (Rosecoco),8526.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
