date,market,commodity,price,unit,pricetype,source
2022-08-01,Mombasa,White Irish Potatoes,32.43,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Beans (Canadian wonder),99.691111,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Beans (Mwezi Moja),104.8625,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Beans (Mwitemania),118.955294,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Beans (Yellow-Green),133.580741,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Beans Red Haricot (Wairimu),100.605455,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Beans Rosecoco,128.012105,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Dry Maize,112.892182,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,Red Sorghum,62.918421,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,White Irish Potatoes,42.727273,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nairobi,White Sorghum,57.78,kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Beans (Canadian wonder),89.012222,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Beans (Mwezi Moja),92.936429,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Beans (Mwitemania),89.704,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Beans (Yellow-Green),126.470588,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Beans Red Haricot (Wairimu),91.759444,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Beans Rosecoco,112.222222,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Dry Maize,83.655417,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,Red Sorghum,69.344444,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,White Irish Potatoes,50.125,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-01,Nakuru,White Sorghum,67.028462,kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-08-31,Eldoret,Beans (Rosecoco),11880.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Eldoret,Maize Grain (White),5872.5,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Eldoret,Potato (White),1514.0,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Kisumu,Beans (Rosecoco),11599.2,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Kisumu,Maize Grain (White),6163.2,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Kisumu,Potato (White),2620.0,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Mombasa,Maize Grain (White),5953.5,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Nairobi,Beans (Rosecoco),11731.6125,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-08-31,Nairobi,Maize Grain (White),6498.45,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-01,Eldoret,Beans (Canadian wonder),75.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Beans (Mwezi Moja),109.166667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Beans (Mwitemania),125.357143,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Beans (Yellow-Green),131.666667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Beans Red Haricot (Wairimu),88.333333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Beans Rosecoco,106.7,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Dry Maize,63.851667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Red Irish potato,37.700909,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,Red Sorghum,68.263158,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Eldoret,White Irish Potatoes,39.89,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Beans (Canadian wonder),110.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Beans (Mwezi Moja),111.833,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Beans (Mwitemania),114.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Beans (Yellow-Green),143.332308,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Beans Red Haricot (Wairimu),114.336,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Beans Rosecoco,118.629333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Dry Maize,65.621765,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Red Irish potato,44.2,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,Red Sorghum,63.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Kisumu,White Irish Potatoes,42.55375,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Mombasa,Beans (Mwitemania),125.183333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Mombasa,Beans (Yellow-Green),153.703333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Mombasa,Dry Maize,66.115,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Mombasa,Red Irish potato,35.45,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Mombasa,White Irish Potatoes,39.601667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Mombasa,White Sorghum,50.0,kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Beans (Canadian wonder),100.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Beans (Mwezi Moja),524.603333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Beans (Mwitemania),130.422857,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Beans (Yellow-Green),148.160938,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Beans Red Haricot (Wairimu),100.4175,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Beans Rosecoco,134.767917,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Dry Maize,108.565658,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,Red Sorghum,67.272727,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nairobi,White Irish Potatoes,45.846154,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Beans (Canadian wonder),100.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Beans (Mwezi Moja),100.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Beans (Mwitemania),104.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Beans (Yellow-Green),115.625625,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Beans Red Haricot (Wairimu),90.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Beans Rosecoco,118.88875,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Dry Maize,78.331429,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,Red Sorghum,473.8175,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,White Irish Potatoes,63.294118,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-01,Nakuru,White Sorghum,72.08125,kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-09-30,Eldoret,Beans (Rosecoco),9405.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Eldoret,Maize Grain (White),5400.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Eldoret,Potato (White),2660.0,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Kisumu,Beans (Rosecoco),10770.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Kisumu,Maize Grain (White),6003.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Kisumu,Potato (White),2643.3,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Kisumu,Sorghum (Red),6003.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Mombasa,Maize Grain (White),6003.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Mombasa,Sorghum (Red),4500.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Nairobi,Beans (Rosecoco),12501.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Nairobi,Maize Grain (White),6003.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-09-30,Nairobi,Potato (White),2267.0,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-01,Eldoret,Beans (Canadian wonder),125.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Beans (Mwezi Moja),111.25,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Beans (Mwitemania),130.5,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Beans (Yellow-Green),138.75,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Beans Red Haricot (Wairimu),97.5,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Beans Rosecoco,117.666667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Dry Maize,60.637778,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Red Irish potato,51.872353,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,Red Sorghum,84.4,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,White Irish Potatoes,61.659655,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Eldoret,White Sorghum,40.0,kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Beans (Canadian wonder),113.333333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Beans (Mwezi Moja),117.444,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Beans (Mwitemania),120.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Beans (Yellow-Green),170.444,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Beans Red Haricot (Wairimu),123.89,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Beans Rosecoco,134.02625,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Dry Maize,62.7775,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Red Irish potato,52.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,Red Sorghum,65.714286,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Kisumu,White Irish Potatoes,71.335,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Mombasa,Beans (Mwitemania),146.39,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Mombasa,Beans (Yellow-Green),164.076667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Mombasa,Dry Maize,66.67,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Mombasa,White Irish Potatoes,62.862,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Beans (Canadian wonder),125.789474,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Beans (Mwezi Moja),109.356842,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Beans (Mwitemania),142.223,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Beans (Yellow-Green),167.012069,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Beans Red Haricot (Wairimu),108.40375,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Beans Rosecoco,138.89,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Dry Maize,110.522687,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,Red Sorghum,64.889,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nairobi,White Irish Potatoes,52.885333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,Beans (Mwezi Moja),100.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,Beans (Mwitemania),110.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,Beans (Yellow-Green),133.076923,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,Beans Red Haricot (Wairimu),107.658571,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,Beans Rosecoco,123.49,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,Dry Maize,70.7108,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,Red Sorghum,61.935714,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,White Irish Potatoes,97.166667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-01,Nakuru,White Sorghum,66.561818,kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-10-31,Eldoret,Beans (Rosecoco),8100.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Eldoret,Maize Grain (White),5625.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Eldoret,Potato (White),4066.666667,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Kisumu,Beans (Rosecoco),11196.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Kisumu,Maize Grain (White),6399.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Kisumu,Potato (White),4500.0,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Mombasa,Maize Grain (White),6003.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Nairobi,Beans (Rosecoco),12501.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Nairobi,Maize Grain (White),6003.0,90_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-10-31,Nairobi,Potato (White),2550.0,110_kg,Wholesale,FEWS NET Kenya wholesale API (https://fdw.fews.net/api/marketpricefacts.csv?country=KE&price_type=Wholesale)
2022-11-01,Eldoret,Beans (Mwezi Moja),115.555556,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,Beans (Mwitemania),128.75,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,Beans (Yellow-Green),138.75,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,Beans Red Haricot (Wairimu),102.0,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,Beans Rosecoco,116.875,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,Dry Maize,59.575862,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,Red Irish potato,52.952667,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,Red Sorghum,89.6665,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Eldoret,White Irish Potatoes,65.561613,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Beans (Canadian wonder),111.11,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Beans (Mwezi Moja),125.2775,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Beans (Mwitemania),122.963333,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Beans (Yellow-Green),173.650714,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Beans Red Haricot (Wairimu),128.254286,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Beans Rosecoco,149.197778,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Dry Maize,73.712273,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Red Irish potato,43.428571,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,Red Sorghum,67.857143,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
2022-11-01,Kisumu,White Irish Potatoes,85.886,Kg,Wholesale,KAMIS public market search; monthly arithmetic mean of observed market records (https://kamis.kilimo.go.ke/site/market_search)
