market,admin1,latitude,longitude,date,rainfall_mm_market
Hagadera (Daadab),North Eastern,0.01,40.37,2015-06-01,20.1
Hagadera (Daadab),North Eastern,0.01,40.37,2015-07-01,22.01
Hagadera (Daadab),North Eastern,0.01,40.37,2015-08-01,21.39
Hagadera (Daadab),North Eastern,0.01,40.37,2015-09-01,1.8
Hagadera (Daadab),North Eastern,0.01,40.37,2015-10-01,39.99
Hagadera (Daadab),North Eastern,0.01,40.37,2015-11-01,99.6
Hagadera (Daadab),North Eastern,0.01,40.37,2015-12-01,31.93
Hagadera (Daadab),North Eastern,0.01,40.37,2016-01-01,3.72
Hagadera (Daadab),North Eastern,0.01,40.37,2016-02-01,5.8
Hagadera (Daadab),North Eastern,0.01,40.37,2016-03-01,2.17
Hagadera (Daadab),North Eastern,0.01,40.37,2016-04-01,77.1
Hagadera (Daadab),North Eastern,0.01,40.37,2016-05-01,59.21
Hagadera (Daadab),North Eastern,0.01,40.37,2016-06-01,20.4
Hagadera (Daadab),North Eastern,0.01,40.37,2016-07-01,4.96
Hagadera (Daadab),North Eastern,0.01,40.37,2016-08-01,10.85
Hagadera (Daadab),North Eastern,0.01,40.37,2016-09-01,1.8
Hagadera (Daadab),North Eastern,0.01,40.37,2016-10-01,1.86
Hagadera (Daadab),North Eastern,0.01,40.37,2016-11-01,92.4
Hagadera (Daadab),North Eastern,0.01,40.37,2016-12-01,13.02
Hagadera (Daadab),North Eastern,0.01,40.37,2017-01-01,0.31
Hagadera (Daadab),North Eastern,0.01,40.37,2017-02-01,13.16
Hagadera (Daadab),North Eastern,0.01,40.37,2017-03-01,0.62
Hagadera (Daadab),North Eastern,0.01,40.37,2017-04-01,124.8
Hagadera (Daadab),North Eastern,0.01,40.37,2017-05-01,85.56
Hagadera (Daadab),North Eastern,0.01,40.37,2017-06-01,70.2
Hagadera (Daadab),North Eastern,0.01,40.37,2017-07-01,4.34
Hagadera (Daadab),North Eastern,0.01,40.37,2017-08-01,12.71
Hagadera (Daadab),North Eastern,0.01,40.37,2017-09-01,8.7
Hagadera (Daadab),North Eastern,0.01,40.37,2017-10-01,34.41
Hagadera (Daadab),North Eastern,0.01,40.37,2017-11-01,95.4
Hagadera (Daadab),North Eastern,0.01,40.37,2017-12-01,0.62
Hagadera (Daadab),North Eastern,0.01,40.37,2018-01-01,0.0
Hagadera (Daadab),North Eastern,0.01,40.37,2018-02-01,1.96
Hagadera (Daadab),North Eastern,0.01,40.37,2018-03-01,136.4
Hagadera (Daadab),North Eastern,0.01,40.37,2018-04-01,184.8
Hagadera (Daadab),North Eastern,0.01,40.37,2018-05-01,140.12
Hagadera (Daadab),North Eastern,0.01,40.37,2018-06-01,39.6
Hagadera (Daadab),North Eastern,0.01,40.37,2018-07-01,27.9
Hagadera (Daadab),North Eastern,0.01,40.37,2018-08-01,6.51
Hagadera (Daadab),North Eastern,0.01,40.37,2018-09-01,11.1
Hagadera (Daadab),North Eastern,0.01,40.37,2018-10-01,39.06
Hagadera (Daadab),North Eastern,0.01,40.37,2018-11-01,28.2
Hagadera (Daadab),North Eastern,0.01,40.37,2018-12-01,27.9
Hagadera (Daadab),North Eastern,0.01,40.37,2019-01-01,6.51
Hagadera (Daadab),North Eastern,0.01,40.37,2019-02-01,1.12
Hagadera (Daadab),North Eastern,0.01,40.37,2019-03-01,6.51
Hagadera (Daadab),North Eastern,0.01,40.37,2019-04-01,30.0
Hagadera (Daadab),North Eastern,0.01,40.37,2019-05-01,310.0
Hagadera (Daadab),North Eastern,0.01,40.37,2019-06-01,12.0
Hagadera (Daadab),North Eastern,0.01,40.37,2019-07-01,27.59
Hagadera (Daadab),North Eastern,0.01,40.37,2019-08-01,8.37
Hagadera (Daadab),North Eastern,0.01,40.37,2019-09-01,34.5
Hagadera (Daadab),North Eastern,0.01,40.37,2019-10-01,186.62
Hagadera (Daadab),North Eastern,0.01,40.37,2019-11-01,139.2
Hagadera (Daadab),North Eastern,0.01,40.37,2019-12-01,189.72
Hagadera (Daadab),North Eastern,0.01,40.37,2020-01-01,90.21
Hagadera (Daadab),North Eastern,0.01,40.37,2020-02-01,7.54
Hagadera (Daadab),North Eastern,0.01,40.37,2020-03-01,28.21
Hagadera (Daadab),North Eastern,0.01,40.37,2020-04-01,150.9
Hagadera (Daadab),North Eastern,0.01,40.37,2020-05-01,88.66
Hagadera (Daadab),North Eastern,0.01,40.37,2020-06-01,36.6
Hagadera (Daadab),North Eastern,0.01,40.37,2020-07-01,25.11
Hagadera (Daadab),North Eastern,0.01,40.37,2020-08-01,15.5
Hagadera (Daadab),North Eastern,0.01,40.37,2020-09-01,76.2
Hagadera (Daadab),North Eastern,0.01,40.37,2020-10-01,18.6
Hagadera (Daadab),North Eastern,0.01,40.37,2020-11-01,94.2
Hagadera (Daadab),North Eastern,0.01,40.37,2020-12-01,30.07
Hagadera (Daadab),North Eastern,0.01,40.37,2021-01-01,10.23
Hagadera (Daadab),North Eastern,0.01,40.37,2021-02-01,0.28
Hagadera (Daadab),North Eastern,0.01,40.37,2021-03-01,119.66
Hagadera (Daadab),North Eastern,0.01,40.37,2021-04-01,43.2
Hagadera (Daadab),North Eastern,0.01,40.37,2021-05-01,17.36
Hagadera (Daadab),North Eastern,0.01,40.37,2021-06-01,45.6
Hagadera (Daadab),North Eastern,0.01,40.37,2021-07-01,12.4
Hagadera (Daadab),North Eastern,0.01,40.37,2021-08-01,7.75
Hagadera (Daadab),North Eastern,0.01,40.37,2021-09-01,6.9
Hagadera (Daadab),North Eastern,0.01,40.37,2021-10-01,6.51
Hagadera (Daadab),North Eastern,0.01,40.37,2021-11-01,265.5
Hagadera (Daadab),North Eastern,0.01,40.37,2021-12-01,103.85
Hagadera (Daadab),North Eastern,0.01,40.37,2022-01-01,8.37
Hagadera (Daadab),North Eastern,0.01,40.37,2022-02-01,2.52
Hagadera (Daadab),North Eastern,0.01,40.37,2022-03-01,7.44
Hagadera (Daadab),North Eastern,0.01,40.37,2022-04-01,490.8
Hagadera (Daadab),North Eastern,0.01,40.37,2022-05-01,119.35
Hagadera (Daadab),North Eastern,0.01,40.37,2022-06-01,54.6
Hagadera (Daadab),North Eastern,0.01,40.37,2022-07-01,24.8
Hagadera (Daadab),North Eastern,0.01,40.37,2022-08-01,65.41
Hagadera (Daadab),North Eastern,0.01,40.37,2022-09-01,6.3
Hagadera (Daadab),North Eastern,0.01,40.37,2022-10-01,12.4
Hagadera (Daadab),North Eastern,0.01,40.37,2022-11-01,76.2
Hagadera (Daadab),North Eastern,0.01,40.37,2022-12-01,16.43
Hagadera (Daadab),North Eastern,0.01,40.37,2023-01-01,16.43
Hagadera (Daadab),North Eastern,0.01,40.37,2023-02-01,0.0
Hagadera (Daadab),North Eastern,0.01,40.37,2023-03-01,23.25
Hagadera (Daadab),North Eastern,0.01,40.37,2023-04-01,366.6
Hagadera (Daadab),North Eastern,0.01,40.37,2023-05-01,29.45
Hagadera (Daadab),North Eastern,0.01,40.37,2023-06-01,471.0
Hagadera (Daadab),North Eastern,0.01,40.37,2023-07-01,21.39
Hagadera (Daadab),North Eastern,0.01,40.37,2023-08-01,32.24
Hagadera (Daadab),North Eastern,0.01,40.37,2023-09-01,9.9
Hagadera (Daadab),North Eastern,0.01,40.37,2023-10-01,55.49
Hagadera (Daadab),North Eastern,0.01,40.37,2023-11-01,434.4
Hagadera (Daadab),North Eastern,0.01,40.37,2023-12-01,42.47
Hagadera (Daadab),North Eastern,0.01,40.37,2024-01-01,24.18
Hagadera (Daadab),North Eastern,0.01,40.37,2024-02-01,6.96
Hagadera (Daadab),North Eastern,0.01,40.37,2024-03-01,13.95
Hagadera (Daadab),North Eastern,0.01,40.37,2024-04-01,163.8
Hagadera (Daadab),North Eastern,0.01,40.37,2024-05-01,65.41
Hagadera (Daadab),North Eastern,0.01,40.37,2024-06-01,16.2
Hagadera (Daadab),North Eastern,0.01,40.37,2024-07-01,17.05
Hagadera (Daadab),North Eastern,0.01,40.37,2024-08-01,22.94
Hagadera (Daadab),North Eastern,0.01,40.37,2024-09-01,2.7
Hagadera (Daadab),North Eastern,0.01,40.37,2024-10-01,5.89
Hagadera (Daadab),North Eastern,0.01,40.37,2024-11-01,129.0
Hagadera (Daadab),North Eastern,0.01,40.37,2024-12-01,3.1
Hagadera (Daadab),North Eastern,0.01,40.37,2025-01-01,2.48
Hagadera (Daadab),North Eastern,0.01,40.37,2025-02-01,0.0
Hagadera (Daadab),North Eastern,0.01,40.37,2025-03-01,101.68
Hagadera (Daadab),North Eastern,0.01,40.37,2025-04-01,114.3
Hagadera (Daadab),North Eastern,0.01,40.37,2025-05-01,75.33
Hagadera (Daadab),North Eastern,0.01,40.37,2025-06-01,70.5
Hagadera (Daadab),North Eastern,0.01,40.37,2025-07-01,14.26
Hagadera (Daadab),North Eastern,0.01,40.37,2025-08-01,7.75
Hagadera (Daadab),North Eastern,0.01,40.37,2025-09-01,8.1
Hagadera (Daadab),North Eastern,0.01,40.37,2025-10-01,16.43
Hagadera (Daadab),North Eastern,0.01,40.37,2025-11-01,43.2
Hagadera (Daadab),North Eastern,0.01,40.37,2025-12-01,10.23
Hara (Garissa),North Eastern,-1.85,40.23,2006-01-01,17.98
Hara (Garissa),North Eastern,-1.85,40.23,2006-02-01,12.88
Hara (Garissa),North Eastern,-1.85,40.23,2006-03-01,55.49
Hara (Garissa),North Eastern,-1.85,40.23,2006-04-01,195.9
Hara (Garissa),North Eastern,-1.85,40.23,2006-05-01,130.2
Hara (Garissa),North Eastern,-1.85,40.23,2006-06-01,68.4
Hara (Garissa),North Eastern,-1.85,40.23,2006-07-01,37.2
Hara (Garissa),North Eastern,-1.85,40.23,2006-08-01,29.76
Hara (Garissa),North Eastern,-1.85,40.23,2006-09-01,46.5
Hara (Garissa),North Eastern,-1.85,40.23,2006-10-01,123.07
Hara (Garissa),North Eastern,-1.85,40.23,2006-11-01,272.4
Hara (Garissa),North Eastern,-1.85,40.23,2006-12-01,185.69
Hara (Garissa),North Eastern,-1.85,40.23,2007-01-01,18.29
Hara (Garissa),North Eastern,-1.85,40.23,2007-02-01,3.36
Hara (Garissa),North Eastern,-1.85,40.23,2007-03-01,31.62
Hara (Garissa),North Eastern,-1.85,40.23,2007-04-01,68.7
Hara (Garissa),North Eastern,-1.85,40.23,2007-05-01,232.19
Hara (Garissa),North Eastern,-1.85,40.23,2007-06-01,56.4
Hara (Garissa),North Eastern,-1.85,40.23,2007-07-01,23.25
Hara (Garissa),North Eastern,-1.85,40.23,2007-08-01,77.5
Hara (Garissa),North Eastern,-1.85,40.23,2007-09-01,69.9
Hara (Garissa),North Eastern,-1.85,40.23,2007-10-01,75.33
Hara (Garissa),North Eastern,-1.85,40.23,2007-11-01,123.9
Hara (Garissa),North Eastern,-1.85,40.23,2007-12-01,61.38
Hara (Garissa),North Eastern,-1.85,40.23,2008-01-01,29.76
Hara (Garissa),North Eastern,-1.85,40.23,2008-02-01,2.03
Hara (Garissa),North Eastern,-1.85,40.23,2008-03-01,80.29
Hara (Garissa),North Eastern,-1.85,40.23,2008-04-01,127.8
Hara (Garissa),North Eastern,-1.85,40.23,2008-05-01,145.08
Hara (Garissa),North Eastern,-1.85,40.23,2008-06-01,64.2
Hara (Garissa),North Eastern,-1.85,40.23,2008-07-01,26.04
Hara (Garissa),North Eastern,-1.85,40.23,2008-08-01,21.7
Hara (Garissa),North Eastern,-1.85,40.23,2008-09-01,6.0
Hara (Garissa),North Eastern,-1.85,40.23,2008-10-01,43.4
Hara (Garissa),North Eastern,-1.85,40.23,2008-11-01,90.3
Hara (Garissa),North Eastern,-1.85,40.23,2008-12-01,9.92
Hara (Garissa),North Eastern,-1.85,40.23,2009-01-01,17.36
Hara (Garissa),North Eastern,-1.85,40.23,2009-02-01,5.32
Hara (Garissa),North Eastern,-1.85,40.23,2009-03-01,14.88
Hara (Garissa),North Eastern,-1.85,40.23,2009-04-01,66.3
Hara (Garissa),North Eastern,-1.85,40.23,2009-05-01,70.68
Hara (Garissa),North Eastern,-1.85,40.23,2009-06-01,67.5
Hara (Garissa),North Eastern,-1.85,40.23,2009-07-01,29.45
Hara (Garissa),North Eastern,-1.85,40.23,2009-08-01,16.12
Hara (Garissa),North Eastern,-1.85,40.23,2009-09-01,3.6
Hara (Garissa),North Eastern,-1.85,40.23,2009-10-01,211.42
Hara (Garissa),North Eastern,-1.85,40.23,2009-11-01,36.0
Hara (Garissa),North Eastern,-1.85,40.23,2009-12-01,115.01
Hara (Garissa),North Eastern,-1.85,40.23,2010-01-01,9.3
Hara (Garissa),North Eastern,-1.85,40.23,2010-02-01,17.64
Hara (Garissa),North Eastern,-1.85,40.23,2010-03-01,72.54
Hara (Garissa),North Eastern,-1.85,40.23,2010-04-01,260.7
Hara (Garissa),North Eastern,-1.85,40.23,2010-05-01,183.83
Hara (Garissa),North Eastern,-1.85,40.23,2010-06-01,72.3
Hara (Garissa),North Eastern,-1.85,40.23,2010-07-01,52.7
Hara (Garissa),North Eastern,-1.85,40.23,2010-08-01,16.43
Hara (Garissa),North Eastern,-1.85,40.23,2010-09-01,13.2
Hara (Garissa),North Eastern,-1.85,40.23,2010-10-01,26.66
Hara (Garissa),North Eastern,-1.85,40.23,2010-11-01,100.2
Hara (Garissa),North Eastern,-1.85,40.23,2010-12-01,57.66
Hara (Garissa),North Eastern,-1.85,40.23,2011-01-01,6.51
Hara (Garissa),North Eastern,-1.85,40.23,2011-02-01,9.52
Hara (Garissa),North Eastern,-1.85,40.23,2011-03-01,14.57
Hara (Garissa),North Eastern,-1.85,40.23,2011-04-01,98.4
Hara (Garissa),North Eastern,-1.85,40.23,2011-05-01,111.6
Hara (Garissa),North Eastern,-1.85,40.23,2011-06-01,19.5
Hara (Garissa),North Eastern,-1.85,40.23,2011-07-01,37.2
Hara (Garissa),North Eastern,-1.85,40.23,2011-08-01,15.81
Hara (Garissa),North Eastern,-1.85,40.23,2011-09-01,29.7
Hara (Garissa),North Eastern,-1.85,40.23,2011-10-01,204.91
Hara (Garissa),North Eastern,-1.85,40.23,2011-11-01,153.6
Hara (Garissa),North Eastern,-1.85,40.23,2011-12-01,72.54
Hara (Garissa),North Eastern,-1.85,40.23,2012-01-01,3.41
Hara (Garissa),North Eastern,-1.85,40.23,2012-02-01,2.61
Hara (Garissa),North Eastern,-1.85,40.23,2012-03-01,3.1
Hara (Garissa),North Eastern,-1.85,40.23,2012-04-01,64.8
Hara (Garissa),North Eastern,-1.85,40.23,2012-05-01,116.56
Hara (Garissa),North Eastern,-1.85,40.23,2012-06-01,81.6
Hara (Garissa),North Eastern,-1.85,40.23,2012-07-01,15.5
Hara (Garissa),North Eastern,-1.85,40.23,2012-08-01,26.97
Hara (Garissa),North Eastern,-1.85,40.23,2012-09-01,10.2
Hara (Garissa),North Eastern,-1.85,40.23,2012-10-01,72.23
Hara (Garissa),North Eastern,-1.85,40.23,2012-11-01,199.5
Hara (Garissa),North Eastern,-1.85,40.23,2012-12-01,115.63
Hara (Garissa),North Eastern,-1.85,40.23,2013-01-01,6.82
Hara (Garissa),North Eastern,-1.85,40.23,2013-02-01,0.28
Hara (Garissa),North Eastern,-1.85,40.23,2013-03-01,84.01
Hara (Garissa),North Eastern,-1.85,40.23,2013-04-01,117.9
Hara (Garissa),North Eastern,-1.85,40.23,2013-05-01,181.97
Hara (Garissa),North Eastern,-1.85,40.23,2013-06-01,18.3
Hara (Garissa),North Eastern,-1.85,40.23,2013-07-01,42.16
Hara (Garissa),North Eastern,-1.85,40.23,2013-08-01,22.63
Hara (Garissa),North Eastern,-1.85,40.23,2013-09-01,19.2
Hara (Garissa),North Eastern,-1.85,40.23,2013-10-01,27.28
Hara (Garissa),North Eastern,-1.85,40.23,2013-11-01,100.8
Hara (Garissa),North Eastern,-1.85,40.23,2013-12-01,84.01
Hara (Garissa),North Eastern,-1.85,40.23,2014-01-01,0.93
Hara (Garissa),North Eastern,-1.85,40.23,2014-02-01,10.64
Hara (Garissa),North Eastern,-1.85,40.23,2014-03-01,59.21
Hara (Garissa),North Eastern,-1.85,40.23,2014-04-01,104.4
Hara (Garissa),North Eastern,-1.85,40.23,2014-05-01,283.03
Hara (Garissa),North Eastern,-1.85,40.23,2014-06-01,86.4
Hara (Garissa),North Eastern,-1.85,40.23,2014-07-01,9.92
Hara (Garissa),North Eastern,-1.85,40.23,2014-08-01,37.2
Hara (Garissa),North Eastern,-1.85,40.23,2014-09-01,18.0
Hara (Garissa),North Eastern,-1.85,40.23,2014-10-01,56.42
Hara (Garissa),North Eastern,-1.85,40.23,2014-11-01,150.9
Hara (Garissa),North Eastern,-1.85,40.23,2014-12-01,78.74
Hara (Garissa),North Eastern,-1.85,40.23,2015-01-01,17.36
Hara (Garissa),North Eastern,-1.85,40.23,2015-02-01,1.96
Hara (Garissa),North Eastern,-1.85,40.23,2015-03-01,38.75
Hara (Garissa),North Eastern,-1.85,40.23,2015-04-01,79.5
Hara (Garissa),North Eastern,-1.85,40.23,2015-05-01,162.13
Hara (Garissa),North Eastern,-1.85,40.23,2015-06-01,57.0
Hara (Garissa),North Eastern,-1.85,40.23,2015-07-01,46.81
Hara (Garissa),North Eastern,-1.85,40.23,2015-08-01,30.07
Hara (Garissa),North Eastern,-1.85,40.23,2015-09-01,4.5
Hara (Garissa),North Eastern,-1.85,40.23,2015-10-01,61.07
Hara (Garissa),North Eastern,-1.85,40.23,2015-11-01,167.1
Hara (Garissa),North Eastern,-1.85,40.23,2015-12-01,48.98
Hara (Garissa),North Eastern,-1.85,40.23,2016-01-01,12.09
Hara (Garissa),North Eastern,-1.85,40.23,2016-02-01,8.41
Hara (Garissa),North Eastern,-1.85,40.23,2016-03-01,6.82
Hara (Garissa),North Eastern,-1.85,40.23,2016-04-01,104.4
Hara (Garissa),North Eastern,-1.85,40.23,2016-05-01,96.72
Hara (Garissa),North Eastern,-1.85,40.23,2016-06-01,33.6
Hara (Garissa),North Eastern,-1.85,40.23,2016-07-01,5.27
Hara (Garissa),North Eastern,-1.85,40.23,2016-08-01,16.12
Hara (Garissa),North Eastern,-1.85,40.23,2016-09-01,4.5
Hara (Garissa),North Eastern,-1.85,40.23,2016-10-01,3.72
Hara (Garissa),North Eastern,-1.85,40.23,2016-11-01,75.0
Hara (Garissa),North Eastern,-1.85,40.23,2016-12-01,11.47
Hara (Garissa),North Eastern,-1.85,40.23,2017-01-01,2.48
Hara (Garissa),North Eastern,-1.85,40.23,2017-02-01,8.68
Hara (Garissa),North Eastern,-1.85,40.23,2017-03-01,3.72
Hara (Garissa),North Eastern,-1.85,40.23,2017-04-01,109.2
Hara (Garissa),North Eastern,-1.85,40.23,2017-05-01,163.68
Hara (Garissa),North Eastern,-1.85,40.23,2017-06-01,71.4
Hara (Garissa),North Eastern,-1.85,40.23,2017-07-01,11.16
Hara (Garissa),North Eastern,-1.85,40.23,2017-08-01,30.38
Hara (Garissa),North Eastern,-1.85,40.23,2017-09-01,16.2
Hara (Garissa),North Eastern,-1.85,40.23,2017-10-01,22.01
Hara (Garissa),North Eastern,-1.85,40.23,2017-11-01,102.3
Hara (Garissa),North Eastern,-1.85,40.23,2017-12-01,17.36
Hara (Garissa),North Eastern,-1.85,40.23,2018-01-01,0.93
Hara (Garissa),North Eastern,-1.85,40.23,2018-02-01,2.52
Hara (Garissa),North Eastern,-1.85,40.23,2018-03-01,103.54
Hara (Garissa),North Eastern,-1.85,40.23,2018-04-01,256.5
Hara (Garissa),North Eastern,-1.85,40.23,2018-05-01,205.22
Hara (Garissa),North Eastern,-1.85,40.23,2018-06-01,72.9
Hara (Garissa),North Eastern,-1.85,40.23,2018-07-01,39.99
Hara (Garissa),North Eastern,-1.85,40.23,2018-08-01,12.71
Hara (Garissa),North Eastern,-1.85,40.23,2018-09-01,25.2
Hara (Garissa),North Eastern,-1.85,40.23,2018-10-01,78.43
Hara (Garissa),North Eastern,-1.85,40.23,2018-11-01,29.1
Hara (Garissa),North Eastern,-1.85,40.23,2018-12-01,31.93
Hara (Garissa),North Eastern,-1.85,40.23,2019-01-01,10.54
Hara (Garissa),North Eastern,-1.85,40.23,2019-02-01,2.24
Hara (Garissa),North Eastern,-1.85,40.23,2019-03-01,4.03
Hara (Garissa),North Eastern,-1.85,40.23,2019-04-01,74.4
Hara (Garissa),North Eastern,-1.85,40.23,2019-05-01,202.74
Hara (Garissa),North Eastern,-1.85,40.23,2019-06-01,20.4
Hara (Garissa),North Eastern,-1.85,40.23,2019-07-01,34.1
Hara (Garissa),North Eastern,-1.85,40.23,2019-08-01,18.29
Hara (Garissa),North Eastern,-1.85,40.23,2019-09-01,49.5
Hara (Garissa),North Eastern,-1.85,40.23,2019-10-01,141.98
Hara (Garissa),North Eastern,-1.85,40.23,2019-11-01,209.4
Hara (Garissa),North Eastern,-1.85,40.23,2019-12-01,162.75
Hara (Garissa),North Eastern,-1.85,40.23,2020-01-01,77.81
Hara (Garissa),North Eastern,-1.85,40.23,2020-02-01,24.94
Hara (Garissa),North Eastern,-1.85,40.23,2020-03-01,62.62
Hara (Garissa),North Eastern,-1.85,40.23,2020-04-01,230.7
Hara (Garissa),North Eastern,-1.85,40.23,2020-05-01,71.92
Hara (Garissa),North Eastern,-1.85,40.23,2020-06-01,62.4
Hara (Garissa),North Eastern,-1.85,40.23,2020-07-01,46.5
Hara (Garissa),North Eastern,-1.85,40.23,2020-08-01,27.59
Hara (Garissa),North Eastern,-1.85,40.23,2020-09-01,24.9
Hara (Garissa),North Eastern,-1.85,40.23,2020-10-01,27.28
Hara (Garissa),North Eastern,-1.85,40.23,2020-11-01,82.5
Hara (Garissa),North Eastern,-1.85,40.23,2020-12-01,49.29
Hara (Garissa),North Eastern,-1.85,40.23,2021-01-01,8.06
Hara (Garissa),North Eastern,-1.85,40.23,2021-02-01,4.2
Hara (Garissa),North Eastern,-1.85,40.23,2021-03-01,128.03
Hara (Garissa),North Eastern,-1.85,40.23,2021-04-01,60.6
Hara (Garissa),North Eastern,-1.85,40.23,2021-05-01,85.56
Hara (Garissa),North Eastern,-1.85,40.23,2021-06-01,87.3
Hara (Garissa),North Eastern,-1.85,40.23,2021-07-01,20.77
Hara (Garissa),North Eastern,-1.85,40.23,2021-08-01,10.23
Hara (Garissa),North Eastern,-1.85,40.23,2021-09-01,10.5
Hara (Garissa),North Eastern,-1.85,40.23,2021-10-01,15.81
Hara (Garissa),North Eastern,-1.85,40.23,2021-11-01,44.4
Hara (Garissa),North Eastern,-1.85,40.23,2021-12-01,89.9
Hara (Garissa),North Eastern,-1.85,40.23,2022-01-01,6.82
Hara (Garissa),North Eastern,-1.85,40.23,2022-02-01,3.92
Hara (Garissa),North Eastern,-1.85,40.23,2022-03-01,21.39
Hara (Garissa),North Eastern,-1.85,40.23,2022-04-01,94.8
Hara (Garissa),North Eastern,-1.85,40.23,2022-05-01,153.45
Hara (Garissa),North Eastern,-1.85,40.23,2022-06-01,76.2
Hara (Garissa),North Eastern,-1.85,40.23,2022-07-01,48.98
Hara (Garissa),North Eastern,-1.85,40.23,2022-08-01,14.57
Hara (Garissa),North Eastern,-1.85,40.23,2022-09-01,42.0
Hara (Garissa),North Eastern,-1.85,40.23,2022-10-01,18.91
Hara (Garissa),North Eastern,-1.85,40.23,2022-11-01,100.5
Hara (Garissa),North Eastern,-1.85,40.23,2022-12-01,15.19
Hara (Garissa),North Eastern,-1.85,40.23,2023-01-01,19.22
Hara (Garissa),North Eastern,-1.85,40.23,2023-02-01,0.28
Hara (Garissa),North Eastern,-1.85,40.23,2023-03-01,54.56
Hara (Garissa),North Eastern,-1.85,40.23,2023-04-01,432.0
Hara (Garissa),North Eastern,-1.85,40.23,2023-05-01,97.34
Hara (Garissa),North Eastern,-1.85,40.23,2023-06-01,65.7
Hara (Garissa),North Eastern,-1.85,40.23,2023-07-01,60.76
Hara (Garissa),North Eastern,-1.85,40.23,2023-08-01,44.02
Hara (Garissa),North Eastern,-1.85,40.23,2023-09-01,19.8
Hara (Garissa),North Eastern,-1.85,40.23,2023-10-01,91.45
Hara (Garissa),North Eastern,-1.85,40.23,2023-11-01,365.4
Hara (Garissa),North Eastern,-1.85,40.23,2023-12-01,78.74
Hara (Garissa),North Eastern,-1.85,40.23,2024-01-01,18.91
Hara (Garissa),North Eastern,-1.85,40.23,2024-02-01,17.11
Hara (Garissa),North Eastern,-1.85,40.23,2024-03-01,53.94
Hara (Garissa),North Eastern,-1.85,40.23,2024-04-01,163.2
Hara (Garissa),North Eastern,-1.85,40.23,2024-05-01,134.85
Hara (Garissa),North Eastern,-1.85,40.23,2024-06-01,34.2
Hara (Garissa),North Eastern,-1.85,40.23,2024-07-01,25.73
Hara (Garissa),North Eastern,-1.85,40.23,2024-08-01,22.63
Hara (Garissa),North Eastern,-1.85,40.23,2024-09-01,5.1
Hara (Garissa),North Eastern,-1.85,40.23,2024-10-01,12.4
Hara (Garissa),North Eastern,-1.85,40.23,2024-11-01,130.2
Hara (Garissa),North Eastern,-1.85,40.23,2024-12-01,28.52
Hara (Garissa),North Eastern,-1.85,40.23,2025-01-01,3.72
Hara (Garissa),North Eastern,-1.85,40.23,2025-02-01,0.28
Hara (Garissa),North Eastern,-1.85,40.23,2025-03-01,48.98
Hara (Garissa),North Eastern,-1.85,40.23,2025-04-01,147.9
Hara (Garissa),North Eastern,-1.85,40.23,2025-05-01,156.55
Hara (Garissa),North Eastern,-1.85,40.23,2025-06-01,129.9
Hara (Garissa),North Eastern,-1.85,40.23,2025-07-01,34.1
Hara (Garissa),North Eastern,-1.85,40.23,2025-08-01,20.46
Hara (Garissa),North Eastern,-1.85,40.23,2025-09-01,11.1
Hara (Garissa),North Eastern,-1.85,40.23,2025-10-01,29.45
Hara (Garissa),North Eastern,-1.85,40.23,2025-11-01,39.3
Hara (Garissa),North Eastern,-1.85,40.23,2025-12-01,24.18
Hola town,Coast,-1.5,40.03,2006-01-01,15.81
Hola town,Coast,-1.5,40.03,2006-02-01,10.36
Hola town,Coast,-1.5,40.03,2006-03-01,41.85
Hola town,Coast,-1.5,40.03,2006-04-01,177.9
Hola town,Coast,-1.5,40.03,2006-05-01,110.36
Hola town,Coast,-1.5,40.03,2006-06-01,64.2
Hola town,Coast,-1.5,40.03,2006-07-01,32.55
Hola town,Coast,-1.5,40.03,2006-08-01,25.11
Hola town,Coast,-1.5,40.03,2006-09-01,41.1
Hola town,Coast,-1.5,40.03,2006-10-01,115.32
Hola town,Coast,-1.5,40.03,2006-11-01,275.4
Hola town,Coast,-1.5,40.03,2006-12-01,161.2
Hola town,Coast,-1.5,40.03,2007-01-01,14.88
Hola town,Coast,-1.5,40.03,2007-02-01,2.52
Hola town,Coast,-1.5,40.03,2007-03-01,23.87
Hola town,Coast,-1.5,40.03,2007-04-01,65.7
Hola town,Coast,-1.5,40.03,2007-05-01,205.84
Hola town,Coast,-1.5,40.03,2007-06-01,49.2
Hola town,Coast,-1.5,40.03,2007-07-01,20.15
Hola town,Coast,-1.5,40.03,2007-08-01,71.3
Hola town,Coast,-1.5,40.03,2007-09-01,66.3
Hola town,Coast,-1.5,40.03,2007-10-01,72.85
Hola town,Coast,-1.5,40.03,2007-11-01,125.4
Hola town,Coast,-1.5,40.03,2007-12-01,53.32
Hola town,Coast,-1.5,40.03,2008-01-01,23.87
Hola town,Coast,-1.5,40.03,2008-02-01,1.16
Hola town,Coast,-1.5,40.03,2008-03-01,70.68
Hola town,Coast,-1.5,40.03,2008-04-01,115.2
Hola town,Coast,-1.5,40.03,2008-05-01,127.72
Hola town,Coast,-1.5,40.03,2008-06-01,57.0
Hola town,Coast,-1.5,40.03,2008-07-01,21.7
Hola town,Coast,-1.5,40.03,2008-08-01,17.05
Hola town,Coast,-1.5,40.03,2008-09-01,5.1
Hola town,Coast,-1.5,40.03,2008-10-01,39.06
