date,region,county,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,date_month,rainfall_mm,price_per_kg,month,year,season,lag_1,lag_3,lag_6,lag_12,rolling_3m_avg,rolling_6m_avg,rolling_12m_avg,price_vs_regional_avg,price_label
2019-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,26.88,0.26,2019-12-01,261.76,26.88,12,2019,Short Rains,34.74,33.98,39.29,18.97,30.97333333333333,32.91,29.59,0.9494878134934652,Average
2020-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,34.52,0.34,2020-01-01,154.305,34.52,1,2020,Cool Dry,26.88,31.3,34.05,20.74,32.04666666666667,32.98833333333334,30.738333333333333,1.0534025022886786,Average
2020-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,34.33,0.34,2020-02-01,103.20357142857142,34.33,2,2020,Cool Dry,34.52,34.74,36.51,19.05,31.91,32.625,32.01166666666666,1.0506503442999235,Average
2020-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.42,0.3,2020-03-01,197.05357142857144,31.42,3,2020,Long Rains,34.33,26.88,33.98,19.8,33.42333333333334,32.19833333333333,32.98,1.001753546947234,Average
2020-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,34.89,0.33,2020-06-01,244.8092857142857,34.89,6,2020,Dry Season,31.42,34.52,31.3,25.51,33.54666666666667,32.796666666666674,33.76166666666666,0.970109829000417,Average
2020-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.9,0.3,2020-07-01,276.0678571428571,31.9,7,2020,Dry Season,34.89,34.33,34.74,33.23,32.73666666666667,32.32333333333333,33.65083333333333,0.9859372585380928,Average
2020-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.25,0.29,2020-08-01,305.94357142857143,31.25,8,2020,Dry Season,31.9,31.42,26.88,39.29,32.68,33.05166666666667,32.98083333333334,0.98440699322728,Average
2020-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,28.88,0.27,2020-09-01,244.44071428571428,28.88,9,2020,Dry Season,31.25,34.89,34.52,34.05,30.676666666666662,32.111666666666665,32.550000000000004,1.0045217391304349,Average
2020-10-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,23.98,0.22,2020-10-01,192.3628571428572,23.98,10,2020,Short Rains,28.88,31.9,34.33,36.51,28.036666666666665,30.386666666666667,31.50583333333333,0.9135238095238096,Average
2020-11-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,24.14,0.22,2020-11-01,127.70785714285714,24.14,11,2020,Short Rains,23.98,31.25,31.42,33.98,25.666666666666668,29.17333333333333,30.68583333333333,0.9741727199354318,Average
2020-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,25.14,0.23,2020-12-01,38.27428571428572,25.14,12,2020,Short Rains,24.14,28.88,34.89,31.3,24.42,27.54833333333333,30.1725,0.9665513264129182,Average
2021-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,24.54,0.22,2021-01-01,57.01571428571429,24.54,1,2021,Cool Dry,25.14,23.98,31.9,34.74,24.606666666666666,26.32166666666667,29.3225,0.9520853540252182,Average
2021-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,25.01,0.23,2021-02-01,96.08357142857145,25.01,2,2021,Cool Dry,24.54,24.14,31.25,26.88,24.896666666666665,25.281666666666663,29.166666666666668,0.9556744363775316,Average
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,25.18,0.23,2021-03-01,42.51142857142857,25.18,3,2021,Long Rains,25.01,25.14,28.88,34.52,24.91,24.665000000000003,28.388333333333332,0.9537878787878789,Average
2021-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,27.41,0.26,2021-04-01,123.56571428571428,27.41,4,2021,Long Rains,25.18,24.54,23.98,34.33,25.866666666666664,25.236666666666668,27.811666666666667,0.9730209442669506,Average
2021-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,26.96,0.25,2021-05-01,222.105,26.96,5,2021,Long Rains,27.41,25.01,24.14,31.42,26.516666666666666,25.706666666666667,27.44,0.9451358457493428,Average
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,27.12,0.25,2021-06-01,36.02571428571429,27.12,6,2021,Dry Season,26.96,25.18,25.14,34.89,27.163333333333338,26.036666666666665,26.7925,0.988338192419825,Average
2021-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,29.0,0.27,2021-07-01,188.22357142857143,29.0,7,2021,Dry Season,27.12,27.41,24.54,31.9,27.69333333333333,26.78,26.55083333333333,0.9830508474576272,Average
2021-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,29.0,0.27,2021-08-01,134.79785714285714,29.0,8,2021,Dry Season,29.0,26.96,25.01,31.25,28.37333333333333,27.445,26.36333333333333,0.9830508474576272,Average
2021-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,28.9,0.26,2021-09-01,209.06285714285715,28.9,9,2021,Dry Season,29.0,27.12,25.18,28.88,28.966666666666665,28.065,26.365,0.9833276624702278,Average
2021-10-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,28.68,0.26,2021-10-01,153.62642857142856,28.68,10,2021,Short Rains,28.9,29.0,27.41,23.98,28.86,28.276666666666667,26.75666666666667,1.0,Average
2021-11-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,24.9,0.22,2021-11-01,47.18928571428571,24.9,11,2021,Short Rains,28.68,29.0,26.96,24.14,27.49333333333333,27.933333333333334,26.82,1.0,Average
2022-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,32.7,0.29,2022-01-01,74.71142857142857,32.7,1,2022,Cool Dry,24.9,28.9,27.12,25.14,28.76,28.863333333333333,27.45,1.0,Average
2022-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,36.03,0.32,2022-02-01,54.51928571428572,36.03,2,2022,Cool Dry,32.7,28.68,29.0,24.54,31.21,30.035,28.4075,1.0267882587631805,Average
2022-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,33.43,0.29,2022-03-01,40.970000000000006,33.43,3,2022,Long Rains,36.03,24.9,29.0,25.01,34.053333333333335,30.773333333333337,29.109166666666667,0.9726505673552516,Average
2022-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,37.88,0.33,2022-04-01,181.44,37.88,4,2022,Long Rains,33.43,32.7,28.9,25.18,35.78,32.27,30.1675,1.027114967462039,Average
2021-02-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,46.25,0.42,2021-02-01,96.08357142857145,46.25,2,2021,Cool Dry,,,,,46.25,46.25,46.25,1.0481823950684437,Average
2021-03-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,47.17,0.43,2021-03-01,42.51142857142857,47.17,3,2021,Long Rains,46.25,,,,46.71,46.71,46.71,1.0223898389578865,Average
2021-04-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,41.84,0.39,2021-04-01,123.56571428571428,41.84,4,2021,Long Rains,47.17,,,,45.086666666666666,45.086666666666666,45.086666666666666,0.999348590784731,Average
2021-05-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,37.41,0.35,2021-05-01,222.105,37.41,5,2021,Long Rains,41.84,46.25,,,42.14,43.1675,43.1675,0.9366763025516126,Average
2021-06-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,41.76,0.39,2021-06-01,36.02571428571429,41.76,6,2021,Dry Season,37.41,47.17,,,40.336666666666666,42.886,42.886,0.9857891506538878,Average
2021-07-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.0,0.46,2021-07-01,188.22357142857143,50.0,7,2021,Dry Season,41.76,41.84,,,43.056666666666665,44.071666666666665,44.071666666666665,1.0783298826777088,Average
2021-08-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,46.89,0.43,2021-08-01,134.79785714285714,46.89,8,2021,Dry Season,50.0,37.41,46.25,,46.21666666666667,44.178333333333335,44.47428571428571,1.0492920498006346,Average
2021-09-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,45.33,0.41,2021-09-01,209.06285714285715,45.33,9,2021,Dry Season,46.89,41.76,47.17,,47.406666666666666,43.87166666666666,44.58125,1.0574321171969767,Average
2021-10-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.0,0.45,2021-10-01,153.62642857142856,50.0,10,2021,Short Rains,45.33,50.0,41.84,,47.406666666666666,45.23166666666666,45.18333333333333,1.1476444597463704,Expensive
2021-12-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.0,0.44,2021-12-01,54.550714285714285,50.0,12,2021,Short Rains,50.0,46.89,37.41,,48.44333333333333,47.32999999999999,45.665,1.1455737892717015,Expensive
2022-01-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,44.38,0.39,2022-01-01,74.71142857142857,44.38,1,2022,Cool Dry,50.0,45.33,41.76,,48.126666666666665,47.76666666666667,45.54818181818182,0.9021343873517788,Average
2022-02-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,45.38,0.4,2022-02-01,54.51928571428572,45.38,2,2022,Cool Dry,44.38,50.0,50.0,,46.58666666666667,46.99666666666667,45.53416666666666,1.0020093179359226,Average
2023-01-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,75.0,0.61,2023-01-01,6.691428571428572,75.0,1,2023,Cool Dry,45.38,50.0,46.89,46.25,54.92000000000001,51.68166666666667,47.93,1.1111111111111112,Expensive
2023-02-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.56,2023-02-01,6.619999999999999,70.0,2,2023,Cool Dry,75.0,44.38,45.33,47.17,63.46,55.79333333333333,49.8325,0.975269940787182,Average
2023-04-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,90.0,0.67,2023-04-01,253.7864285714286,90.0,4,2023,Long Rains,70.0,45.38,50.0,41.84,78.33333333333333,62.46,53.84583333333333,1.1338582677165354,Expensive
2023-05-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,100.0,0.73,2023-05-01,91.12642857142858,100.0,5,2023,Long Rains,90.0,75.0,50.0,37.41,86.66666666666667,70.79333333333334,59.06166666666667,1.135646687697161,Expensive
2023-06-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.5,2023-06-01,100.30571428571427,70.0,6,2023,Dry Season,100.0,70.0,44.38,41.76,86.66666666666667,75.06333333333333,61.415,0.9046849757673668,Average
2023-07-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,91.88,0.65,2023-07-01,89.86357142857142,91.88,7,2023,Dry Season,70.0,90.0,45.38,50.0,87.29333333333334,82.81333333333333,64.905,1.087417708410385,Average
2023-08-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.49,2023-08-01,114.94428571428573,70.0,8,2023,Dry Season,91.88,100.0,75.0,46.89,77.29333333333334,81.98,66.83083333333333,0.9074074074074074,Average
2023-09-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,100.0,0.68,2023-09-01,199.40142857142857,100.0,9,2023,Dry Season,70.0,70.0,70.0,45.33,87.29333333333334,86.98,71.38666666666667,1.3114754098360657,Expensive
2023-11-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.46,2023-11-01,229.45,70.0,11,2023,Short Rains,100.0,91.88,90.0,50.0,80.0,83.64666666666666,73.05333333333333,1.0132527020072053,Average
2023-12-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.46,2023-12-01,79.61142857142856,70.0,12,2023,Short Rains,70.0,70.0,100.0,50.0,80.0,78.64666666666666,74.72,1.0931308438579712,Average
2024-02-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,76.25,0.53,2024-02-01,58.82428571428572,76.25,2,2024,Cool Dry,70.0,100.0,70.0,44.38,72.08333333333333,79.68833333333333,77.37583333333333,1.0743471726470035,Average
2024-03-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.0,0.37,2024-03-01,58.457142857142856,50.0,3,2024,Long Rains,76.25,70.0,91.88,45.38,65.41666666666667,72.70833333333333,77.76083333333334,0.7174887892376681,Cheap
2024-04-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.0,0.38,2024-04-01,384.6,50.0,4,2024,Long Rains,50.0,70.0,70.0,75.0,58.75,69.375,75.6775,0.8709621228250141,Cheap
2024-05-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,51.67,0.4,2024-05-01,223.40214285714288,51.67,5,2024,Long Rains,50.0,76.25,100.0,70.0,50.55666666666667,61.31999999999999,74.15,0.8826066532860742,Cheap
2024-07-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,55.0,0.43,2024-07-01,257.8507142857143,55.0,7,2024,Dry Season,51.67,50.0,70.0,90.0,52.223333333333336,58.81999999999999,71.23333333333333,0.9949748743718592,Average
2024-08-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,65.0,0.5,2024-08-01,262.2064285714286,65.0,8,2024,Dry Season,55.0,50.0,70.0,100.0,57.223333333333336,57.98666666666666,68.31666666666668,1.344815992965578,Expensive
2024-09-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,55.0,0.43,2024-09-01,140.00214285714284,55.0,9,2024,Dry Season,65.0,51.67,76.25,70.0,58.333333333333336,54.44499999999999,67.06666666666668,1.1282051282051282,Expensive
2024-10-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,80.0,0.62,2024-10-01,112.63714285714286,80.0,10,2024,Short Rains,55.0,55.0,50.0,91.88,66.66666666666667,59.44499999999999,66.07666666666667,1.4704723892550482,Expensive
2024-11-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.0,0.39,2024-11-01,171.86785714285716,50.0,11,2024,Short Rains,80.0,65.0,50.0,70.0,61.66666666666666,59.44499999999999,64.41000000000001,0.9137148600493408,Average
2024-12-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,65.0,0.5,2024-12-01,61.00714285714286,65.0,12,2024,Short Rains,50.0,55.0,51.67,100.0,65.0,61.66666666666666,61.49333333333334,1.1639706321255894,Expensive
2025-02-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,60.0,0.46,2025-02-01,10.383571428571427,60.0,2,2025,Cool Dry,65.0,80.0,55.0,70.0,58.333333333333336,62.5,60.66,1.1058095959699383,Expensive
2025-03-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,75.0,0.58,2025-03-01,168.72571428571428,75.0,3,2025,Long Rains,60.0,50.0,65.0,70.0,66.66666666666667,64.16666666666667,61.07666666666668,1.1688311688311688,Expensive
2025-06-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.54,2025-06-01,103.10714285714286,70.0,6,2025,Dry Season,75.0,65.0,55.0,76.25,68.33333333333333,66.66666666666667,60.55583333333334,1.0926829268292684,Average
2025-08-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,80.0,0.62,2025-08-01,256.0007142857143,80.0,8,2025,Dry Season,70.0,60.0,80.0,50.0,75.0,66.66666666666667,63.05583333333334,1.0756302521008403,Average
2025-09-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.54,2025-09-01,183.43142857142857,70.0,9,2025,Dry Season,80.0,75.0,50.0,50.0,73.33333333333333,70.0,64.72250000000001,1.1666388895502489,Expensive
2025-10-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,52.5,0.41,2025-10-01,201.25,52.5,10,2025,Short Rains,70.0,70.0,65.0,51.67,67.5,67.91666666666667,64.79166666666667,0.9179238685183334,Average
2025-11-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,66.11,0.51,2025-11-01,41.892857142857146,66.11,11,2025,Short Rains,52.5,80.0,60.0,55.0,62.870000000000005,68.935,65.71749999999999,1.103202121150316,Expensive
2026-03-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,60.0,0.46,2026-03-01,0.85,60.0,3,2026,Long Rains,66.11,70.0,75.0,65.0,59.53666666666667,66.435,65.30083333333333,1.09979633401222,Average
2026-04-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,66.67,0.52,2026-04-01,2.4,66.67,4,2026,Long Rains,60.0,52.5,70.0,55.0,64.26,65.88000000000001,66.27333333333333,1.0596415941510708,Average
2026-06-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,62.0,0.48,2026-06-01,0.36,62.0,6,2026,Dry Season,66.67,66.11,80.0,80.0,62.89000000000001,62.88,64.77333333333333,1.113305799964087,Expensive
2026-07-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,56.67,0.44,2026-07-01,0.44,56.67,7,2026,Dry Season,62.0,60.0,70.0,50.0,61.78000000000001,60.65833333333334,65.32916666666667,1.0149850746268656,Average
2026-08-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,56.67,0.44,2026-08-01,3.16,56.67,8,2026,Dry Season,56.67,66.67,52.5,65.0,58.44666666666668,61.35333333333333,64.635,1.0149850746268656,Average
2021-03-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,62.0,0.57,2021-03-01,6.166666666666667,62.0,3,2021,Long Rains,,,,,62.0,62.0,62.0,1.0862328743123446,Average
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,71.67,0.67,2021-06-01,7.316666666666666,71.67,6,2021,Dry Season,62.0,,,,66.83500000000001,66.83500000000001,66.83500000000001,1.3283537828520593,Expensive
2021-07-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,66.67,0.62,2021-07-01,4.123333333333334,66.67,7,2021,Dry Season,71.67,,,,66.78,66.78,66.78,1.2560286360211004,Expensive
2021-08-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,66.0,0.6,2021-08-01,3.623333333333333,66.0,8,2021,Dry Season,66.67,62.0,,,68.11333333333333,66.58500000000001,66.58500000000001,1.0327991987981973,Average
2021-09-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,61.67,0.56,2021-09-01,6.173333333333333,61.67,9,2021,Dry Season,66.0,71.67,,,64.78000000000002,65.602,65.602,1.0015916325602547,Average
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70.0,0.63,2021-10-01,5.34,70.0,10,2021,Short Rains,61.67,66.67,,,65.89,66.335,66.335,1.2304987914744012,Expensive
2021-12-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,73.33,0.65,2021-12-01,32.21333333333334,73.33,12,2021,Short Rains,70.0,66.0,62.0,,68.33333333333333,68.22333333333334,67.33428571428571,1.1625381475169434,Expensive
2022-01-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,68.75,0.61,2022-01-01,2.31,68.75,1,2022,Cool Dry,73.33,61.67,71.67,,70.69333333333333,67.73666666666666,67.51125,1.0,Average
2022-02-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,68.75,0.61,2022-02-01,0.3666666666666667,68.75,2,2022,Cool Dry,68.75,70.0,66.67,,70.27666666666666,68.08333333333333,67.64888888888889,1.1578947368421053,Expensive
2021-01-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,45.0,0.41,2021-01-01,1.2533333333333332,45.0,1,2021,Cool Dry,,,,,45.0,45.0,45.0,0.9817824806370676,Average
2021-03-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,64.74,0.59,2021-03-01,6.166666666666667,64.74,3,2021,Long Rains,45.0,,,,54.87,54.87,54.87,1.1342373594029225,Expensive
2021-04-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,48.75,0.46,2021-04-01,72.40666666666667,48.75,4,2021,Long Rains,64.74,,,,52.830000000000005,52.830000000000005,52.830000000000005,1.0046885465505693,Average
2021-05-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,49.42,0.46,2021-05-01,16.683333333333334,49.42,5,2021,Long Rains,48.75,45.0,,,54.303333333333335,51.9775,51.9775,1.004267425320057,Average
2021-06-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.0,0.46,2021-06-01,7.316666666666666,50.0,6,2021,Dry Season,49.42,64.74,,,49.39000000000001,51.582,51.582,0.9267153501130594,Average
2021-07-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.65,0.47,2021-07-01,4.123333333333334,50.65,7,2021,Dry Season,50.0,48.75,,,50.02333333333333,51.42666666666667,51.42666666666667,0.95422004521477,Average
2021-08-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,76.37,0.7,2021-08-01,3.623333333333333,76.37,8,2021,Dry Season,50.65,49.42,45.0,,59.00666666666666,56.655,54.99,1.1950738607911868,Expensive
2021-09-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,65.0,0.59,2021-09-01,6.173333333333333,65.0,9,2021,Dry Season,76.37,50.0,64.74,,64.00666666666666,56.69833333333333,56.24125,1.055674657311765,Average
2021-10-15,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50.36,0.45,2021-10-01,5.34,50.36,10,2021,Short Rains,65.0,50.65,48.75,,63.91,56.96666666666667,55.58777777777778,0.885255987695012,Cheap
