code,county,year_month,rainfall_mm,date
KEN.13328,Kirinyaga,1959-09,59.03,1959-09-01
KEN.13329,Homa Bay,1959-09,191.95,1959-09-01
KEN.1333,Nandi,1959-09,231.78,1959-09-01
KEN.13330,Isiolo,1959-09,1.25,1959-09-01
KEN.13331,West Pokot,1959-09,254.5,1959-09-01
KEN.13332,Makueni,1959-09,8.78,1959-09-01
KEN.13333,Kajiado,1959-09,21.52,1959-09-01
KEN.13334,Machakos,1959-09,11.09,1959-09-01
KEN.13335,Elgeyo-Marakwet,1959-09,555.91,1959-09-01
KEN.13336,Nyeri,1959-09,78.88,1959-09-01
KEN.13337,Kwale,1959-09,25.01,1959-09-01
KEN.13338,Nyandarua,1959-09,144.61,1959-09-01
KEN.13339,Kisumu,1959-09,176.88,1959-09-01
KEN.1334,Siaya,1959-09,222.16,1959-09-01
KEN.13340,Kitui,1959-09,4.11,1959-09-01
KEN.13341,Laikipia,1959-09,50.79,1959-09-01
KEN.13342,Marsabit,1959-09,1.71,1959-09-01
KEN.13343,Lamu,1959-09,39.03,1959-09-01
KEN.13344,Turkana,1959-09,25.42,1959-09-01
KEN.13345,Tharaka-Nithi,1959-09,32.2,1959-09-01
KEN.13346,Taita Taveta,1959-09,5.08,1959-09-01
KEN.13347,Samburu,1959-09,11.7,1959-09-01
KEN.1335,Migori,1959-09,135.41,1959-09-01
KEN.1336,Nakuru,1959-09,167.12,1959-09-01
KEN.1337,Garissa,1959-09,11.86,1959-09-01
KEN.1338,Mandera,1959-09,6.39,1959-09-01
KEN.1339,Baringo,1959-09,87.88,1959-09-01
KEN.1331,Uasin Gishu,1959-10,201.47,1959-10-01
KEN.13310,Kisii,1959-10,177.75,1959-10-01
KEN.13311,Bomet,1959-10,166.5,1959-10-01
KEN.13312,Nyamira,1959-10,191.75,1959-10-01
KEN.13313,Busia,1959-10,240.67,1959-10-01
KEN.13314,Bungoma,1959-10,234.94,1959-10-01
KEN.13315,Tana River,1959-10,15.88,1959-10-01
KEN.13316,Kakamega,1959-10,153.9,1959-10-01
KEN.13317,Meru,1959-10,80.65,1959-10-01
KEN.13318,Mombasa,1959-10,61.28,1959-10-01
KEN.13319,Trans Nzoia,1959-10,239.01,1959-10-01
KEN.1332,Kericho,1959-10,248.21,1959-10-01
KEN.13320,Nairobi,1959-10,41.21,1959-10-01
KEN.13321,Wajir,1959-10,30.07,1959-10-01
KEN.13322,Vihiga,1959-10,223.06,1959-10-01
KEN.13323,Narok,1959-10,79.41,1959-10-01
KEN.13324,Embu,1959-10,75.53,1959-10-01
KEN.13325,Kilifi,1959-10,32.1,1959-10-01
KEN.13326,Murang'a,1959-10,83.99,1959-10-01
KEN.13327,Kiambu,1959-10,59.31,1959-10-01
KEN.13328,Kirinyaga,1959-10,117.07,1959-10-01
KEN.13329,Homa Bay,1959-10,258.28,1959-10-01
KEN.1333,Nandi,1959-10,190.91,1959-10-01
KEN.13330,Isiolo,1959-10,17.14,1959-10-01
KEN.13331,West Pokot,1959-10,222.31,1959-10-01
KEN.13332,Makueni,1959-10,20.68,1959-10-01
KEN.13333,Kajiado,1959-10,27.61,1959-10-01
KEN.13334,Machakos,1959-10,33.16,1959-10-01
KEN.13335,Elgeyo-Marakwet,1959-10,350.31,1959-10-01
KEN.13336,Nyeri,1959-10,112.66,1959-10-01
KEN.13337,Kwale,1959-10,45.4,1959-10-01
KEN.13338,Nyandarua,1959-10,161.88,1959-10-01
KEN.13339,Kisumu,1959-10,223.89,1959-10-01
KEN.1334,Siaya,1959-10,279.67,1959-10-01
KEN.13340,Kitui,1959-10,17.63,1959-10-01
KEN.13341,Laikipia,1959-10,71.13,1959-10-01
KEN.13342,Marsabit,1959-10,41.48,1959-10-01
KEN.13343,Lamu,1959-10,36.58,1959-10-01
KEN.13344,Turkana,1959-10,75.18,1959-10-01
KEN.13345,Tharaka-Nithi,1959-10,81.16,1959-10-01
KEN.13346,Taita Taveta,1959-10,17.62,1959-10-01
KEN.13347,Samburu,1959-10,29.75,1959-10-01
KEN.1335,Migori,1959-10,174.86,1959-10-01
KEN.1336,Nakuru,1959-10,155.72,1959-10-01
KEN.1337,Garissa,1959-10,17.32,1959-10-01
KEN.1338,Mandera,1959-10,83.49,1959-10-01
KEN.1339,Baringo,1959-10,118.77,1959-10-01
KEN.1331,Uasin Gishu,1959-11,152.38,1959-11-01
KEN.13310,Kisii,1959-11,282.28,1959-11-01
KEN.13311,Bomet,1959-11,249.24,1959-11-01
KEN.13312,Nyamira,1959-11,252.38,1959-11-01
KEN.13313,Busia,1959-11,345.31,1959-11-01
KEN.13314,Bungoma,1959-11,252.48,1959-11-01
KEN.13315,Tana River,1959-11,82.35,1959-11-01
KEN.13316,Kakamega,1959-11,211.02,1959-11-01
KEN.13317,Meru,1959-11,154.22,1959-11-01
KEN.13318,Mombasa,1959-11,64.38,1959-11-01
KEN.13319,Trans Nzoia,1959-11,200.83,1959-11-01
KEN.1332,Kericho,1959-11,247.43,1959-11-01
KEN.13320,Nairobi,1959-11,89.72,1959-11-01
KEN.13321,Wajir,1959-11,66.78,1959-11-01
KEN.13322,Vihiga,1959-11,355.78,1959-11-01
KEN.13323,Narok,1959-11,160.42,1959-11-01
KEN.13324,Embu,1959-11,115.98,1959-11-01
KEN.13325,Kilifi,1959-11,85.64,1959-11-01
KEN.13326,Murang'a,1959-11,125.93,1959-11-01
KEN.13327,Kiambu,1959-11,99.64,1959-11-01
KEN.13328,Kirinyaga,1959-11,212.7,1959-11-01
KEN.13329,Homa Bay,1959-11,335.61,1959-11-01
KEN.1333,Nandi,1959-11,235.14,1959-11-01
KEN.13330,Isiolo,1959-11,87.14,1959-11-01
KEN.13331,West Pokot,1959-11,99.29,1959-11-01
KEN.13332,Makueni,1959-11,165.48,1959-11-01
KEN.13333,Kajiado,1959-11,137.62,1959-11-01
KEN.13334,Machakos,1959-11,132.74,1959-11-01
KEN.13335,Elgeyo-Marakwet,1959-11,143.84,1959-11-01
KEN.13336,Nyeri,1959-11,209.75,1959-11-01
KEN.13337,Kwale,1959-11,82.85,1959-11-01
KEN.13338,Nyandarua,1959-11,193.31,1959-11-01
KEN.13339,Kisumu,1959-11,281.78,1959-11-01
KEN.1334,Siaya,1959-11,415.91,1959-11-01
KEN.13340,Kitui,1959-11,141.84,1959-11-01
KEN.13341,Laikipia,1959-11,109.06,1959-11-01
KEN.13342,Marsabit,1959-11,47.88,1959-11-01
KEN.13343,Lamu,1959-11,69.22,1959-11-01
KEN.13344,Turkana,1959-11,61.25,1959-11-01
KEN.13345,Tharaka-Nithi,1959-11,139.71,1959-11-01
KEN.13346,Taita Taveta,1959-11,112.93,1959-11-01
KEN.13347,Samburu,1959-11,81.43,1959-11-01
KEN.1335,Migori,1959-11,278.93,1959-11-01
KEN.1336,Nakuru,1959-11,165.73,1959-11-01
KEN.1337,Garissa,1959-11,64.74,1959-11-01
KEN.1338,Mandera,1959-11,57.31,1959-11-01
KEN.1339,Baringo,1959-11,76.94,1959-11-01
KEN.1331,Uasin Gishu,1959-12,37.82,1959-12-01
KEN.13310,Kisii,1959-12,204.34,1959-12-01
KEN.13311,Bomet,1959-12,147.67,1959-12-01
KEN.13312,Nyamira,1959-12,158.72,1959-12-01
KEN.13313,Busia,1959-12,133.78,1959-12-01
KEN.13314,Bungoma,1959-12,80.79,1959-12-01
KEN.13315,Tana River,1959-12,49.04,1959-12-01
KEN.13316,Kakamega,1959-12,77.04,1959-12-01
KEN.13317,Meru,1959-12,118.97,1959-12-01
KEN.13318,Mombasa,1959-12,71.41,1959-12-01
KEN.13319,Trans Nzoia,1959-12,40.55,1959-12-01
KEN.1332,Kericho,1959-12,119.76,1959-12-01
KEN.13320,Nairobi,1959-12,44.32,1959-12-01
KEN.13321,Wajir,1959-12,14.2,1959-12-01
KEN.13322,Vihiga,1959-12,165.09,1959-12-01
KEN.13323,Narok,1959-12,121.23,1959-12-01
KEN.13324,Embu,1959-12,77.43,1959-12-01
KEN.13325,Kilifi,1959-12,76.43,1959-12-01
KEN.13326,Murang'a,1959-12,62.69,1959-12-01
KEN.13327,Kiambu,1959-12,49.51,1959-12-01
KEN.13328,Kirinyaga,1959-12,123.88,1959-12-01
KEN.13329,Homa Bay,1959-12,213.03,1959-12-01
KEN.1333,Nandi,1959-12,81.9,1959-12-01
KEN.13330,Isiolo,1959-12,31.09,1959-12-01
KEN.13331,West Pokot,1959-12,19.02,1959-12-01
KEN.13332,Makueni,1959-12,109.64,1959-12-01
KEN.13333,Kajiado,1959-12,90.46,1959-12-01
KEN.13334,Machakos,1959-12,92.98,1959-12-01
KEN.13335,Elgeyo-Marakwet,1959-12,46.99,1959-12-01
KEN.13336,Nyeri,1959-12,125.52,1959-12-01
KEN.13337,Kwale,1959-12,85.68,1959-12-01
KEN.13338,Nyandarua,1959-12,77.12,1959-12-01
KEN.13339,Kisumu,1959-12,126.55,1959-12-01
KEN.1334,Siaya,1959-12,212.23,1959-12-01
KEN.13340,Kitui,1959-12,99.06,1959-12-01
KEN.13341,Laikipia,1959-12,50.19,1959-12-01
KEN.13342,Marsabit,1959-12,11.6,1959-12-01
KEN.13343,Lamu,1959-12,65.99,1959-12-01
KEN.13344,Turkana,1959-12,11.3,1959-12-01
KEN.13345,Tharaka-Nithi,1959-12,85.36,1959-12-01
KEN.13346,Taita Taveta,1959-12,101.72,1959-12-01
KEN.13347,Samburu,1959-12,35.14,1959-12-01
KEN.1335,Migori,1959-12,184.35,1959-12-01
KEN.1336,Nakuru,1959-12,66.5,1959-12-01
KEN.1337,Garissa,1959-12,32.8,1959-12-01
KEN.1338,Mandera,1959-12,8.24,1959-12-01
KEN.1339,Baringo,1959-12,24.47,1959-12-01
KEN.1331,Uasin Gishu,1960-01,48.41,1960-01-01
KEN.13310,Kisii,1960-01,197.11,1960-01-01
KEN.13311,Bomet,1960-01,142.65,1960-01-01
KEN.13312,Nyamira,1960-01,170.67,1960-01-01
KEN.13313,Busia,1960-01,173.78,1960-01-01
KEN.13314,Bungoma,1960-01,96.47,1960-01-01
KEN.13315,Tana River,1960-01,18.55,1960-01-01
KEN.13316,Kakamega,1960-01,87.6,1960-01-01
KEN.13317,Meru,1960-01,61.8,1960-01-01
KEN.13318,Mombasa,1960-01,43.39,1960-01-01
KEN.13319,Trans Nzoia,1960-01,47.86,1960-01-01
KEN.1332,Kericho,1960-01,77.16,1960-01-01
KEN.13320,Nairobi,1960-01,45.83,1960-01-01
KEN.13321,Wajir,1960-01,3.79,1960-01-01
KEN.13322,Vihiga,1960-01,184.69,1960-01-01
KEN.13323,Narok,1960-01,171.57,1960-01-01
KEN.13324,Embu,1960-01,54.83,1960-01-01
KEN.13325,Kilifi,1960-01,37.1,1960-01-01
KEN.13326,Murang'a,1960-01,62.73,1960-01-01
KEN.13327,Kiambu,1960-01,55.2,1960-01-01
KEN.13328,Kirinyaga,1960-01,103.42,1960-01-01
KEN.13329,Homa Bay,1960-01,188.05,1960-01-01
KEN.1333,Nandi,1960-01,107.75,1960-01-01
KEN.13330,Isiolo,1960-01,11.46,1960-01-01
KEN.13331,West Pokot,1960-01,24.07,1960-01-01
KEN.13332,Makueni,1960-01,90.72,1960-01-01
KEN.13333,Kajiado,1960-01,89.58,1960-01-01
KEN.13334,Machakos,1960-01,62.04,1960-01-01
KEN.13335,Elgeyo-Marakwet,1960-01,47.31,1960-01-01
KEN.13336,Nyeri,1960-01,82.24,1960-01-01
KEN.13337,Kwale,1960-01,74.84,1960-01-01
KEN.13338,Nyandarua,1960-01,46.56,1960-01-01
KEN.13339,Kisumu,1960-01,135.96,1960-01-01
KEN.1334,Siaya,1960-01,224.12,1960-01-01
KEN.13340,Kitui,1960-01,58.06,1960-01-01
KEN.13341,Laikipia,1960-01,28.22,1960-01-01
KEN.13342,Marsabit,1960-01,13.6,1960-01-01
KEN.13343,Lamu,1960-01,12.85,1960-01-01
KEN.13344,Turkana,1960-01,12.85,1960-01-01
KEN.13345,Tharaka-Nithi,1960-01,52.27,1960-01-01
KEN.13346,Taita Taveta,1960-01,83.07,1960-01-01
KEN.13347,Samburu,1960-01,23.17,1960-01-01
KEN.1335,Migori,1960-01,164.47,1960-01-01
KEN.1336,Nakuru,1960-01,45.58,1960-01-01
KEN.1337,Garissa,1960-01,7.31,1960-01-01
KEN.1338,Mandera,1960-01,2.06,1960-01-01
KEN.1339,Baringo,1960-01,23.29,1960-01-01
KEN.1331,Uasin Gishu,1960-02,54.38,1960-02-01
KEN.13310,Kisii,1960-02,169.74,1960-02-01
KEN.13311,Bomet,1960-02,130.05,1960-02-01
KEN.13312,Nyamira,1960-02,152.81,1960-02-01
KEN.13313,Busia,1960-02,284.22,1960-02-01
KEN.13314,Bungoma,1960-02,179.52,1960-02-01
KEN.13315,Tana River,1960-02,6.14,1960-02-01
KEN.13316,Kakamega,1960-02,158.51,1960-02-01
KEN.13317,Meru,1960-02,40.89,1960-02-01
KEN.13318,Mombasa,1960-02,17.62,1960-02-01
KEN.13319,Trans Nzoia,1960-02,55.93,1960-02-01
KEN.1332,Kericho,1960-02,121.45,1960-02-01
KEN.13320,Nairobi,1960-02,28.39,1960-02-01
KEN.13321,Wajir,1960-02,0.65,1960-02-01
KEN.13322,Vihiga,1960-02,248.48,1960-02-01
KEN.13323,Narok,1960-02,95.46,1960-02-01
KEN.13324,Embu,1960-02,32.38,1960-02-01
KEN.13325,Kilifi,1960-02,16.94,1960-02-01
KEN.13326,Murang'a,1960-02,40.46,1960-02-01
KEN.13327,Kiambu,1960-02,30.58,1960-02-01
KEN.13328,Kirinyaga,1960-02,84.74,1960-02-01
KEN.13329,Homa Bay,1960-02,228.81,1960-02-01
KEN.1333,Nandi,1960-02,137.63,1960-02-01
KEN.13330,Isiolo,1960-02,4.52,1960-02-01
KEN.13331,West Pokot,1960-02,24.95,1960-02-01
KEN.13332,Makueni,1960-02,55.58,1960-02-01
KEN.13333,Kajiado,1960-02,74.44,1960-02-01
KEN.13334,Machakos,1960-02,47.95,1960-02-01
KEN.13335,Elgeyo-Marakwet,1960-02,47.2,1960-02-01
KEN.13336,Nyeri,1960-02,82.78,1960-02-01
KEN.13337,Kwale,1960-02,43.51,1960-02-01
KEN.13338,Nyandarua,1960-02,47.45,1960-02-01
KEN.13339,Kisumu,1960-02,185.85,1960-02-01
KEN.1334,Siaya,1960-02,287.78,1960-02-01
KEN.13340,Kitui,1960-02,31.19,1960-02-01
KEN.13341,Laikipia,1960-02,20.19,1960-02-01
KEN.13342,Marsabit,1960-02,2.23,1960-02-01
KEN.13343,Lamu,1960-02,8.32,1960-02-01
KEN.13344,Turkana,1960-02,6.88,1960-02-01
KEN.13345,Tharaka-Nithi,1960-02,34.51,1960-02-01
KEN.13346,Taita Taveta,1960-02,53.6,1960-02-01
KEN.13347,Samburu,1960-02,9.74,1960-02-01
KEN.1335,Migori,1960-02,175.15,1960-02-01
KEN.1336,Nakuru,1960-02,40.63,1960-02-01
KEN.1337,Garissa,1960-02,2.84,1960-02-01
KEN.1338,Mandera,1960-02,0.5,1960-02-01
KEN.1339,Baringo,1960-02,12.03,1960-02-01
KEN.1331,Uasin Gishu,1960-03,228.24,1960-03-01
KEN.13310,Kisii,1960-03,373.22,1960-03-01
KEN.13311,Bomet,1960-03,405.32,1960-03-01
KEN.13312,Nyamira,1960-03,363.34,1960-03-01
KEN.13313,Busia,1960-03,396.89,1960-03-01
KEN.13314,Bungoma,1960-03,311.67,1960-03-01
KEN.13315,Tana River,1960-03,127.89,1960-03-01
KEN.13316,Kakamega,1960-03,245.36,1960-03-01
KEN.13317,Meru,1960-03,142.48,1960-03-01
KEN.13318,Mombasa,1960-03,115.47,1960-03-01
KEN.13319,Trans Nzoia,1960-03,207.61,1960-03-01
KEN.1332,Kericho,1960-03,390.16,1960-03-01
KEN.13320,Nairobi,1960-03,153.24,1960-03-01
KEN.13321,Wajir,1960-03,152.14,1960-03-01
KEN.13322,Vihiga,1960-03,387.56,1960-03-01
KEN.13323,Narok,1960-03,272.79,1960-03-01
KEN.13324,Embu,1960-03,135.17,1960-03-01
KEN.13325,Kilifi,1960-03,98.44,1960-03-01
KEN.13326,Murang'a,1960-03,165.92,1960-03-01
KEN.13327,Kiambu,1960-03,154.99,1960-03-01
KEN.13328,Kirinyaga,1960-03,277.46,1960-03-01
KEN.13329,Homa Bay,1960-03,426.43,1960-03-01
KEN.1333,Nandi,1960-03,368.72,1960-03-01
KEN.13330,Isiolo,1960-03,113.24,1960-03-01
KEN.13331,West Pokot,1960-03,129.7,1960-03-01
KEN.13332,Makueni,1960-03,190.63,1960-03-01
KEN.13333,Kajiado,1960-03,215.52,1960-03-01
KEN.13334,Machakos,1960-03,200.28,1960-03-01
KEN.13335,Elgeyo-Marakwet,1960-03,126.55,1960-03-01
KEN.13336,Nyeri,1960-03,279.13,1960-03-01
KEN.13337,Kwale,1960-03,138.08,1960-03-01
KEN.13338,Nyandarua,1960-03,211.98,1960-03-01
KEN.13339,Kisumu,1960-03,369.26,1960-03-01
KEN.1334,Siaya,1960-03,421.33,1960-03-01
KEN.13340,Kitui,1960-03,166.0,1960-03-01
KEN.13341,Laikipia,1960-03,105.52,1960-03-01
KEN.13342,Marsabit,1960-03,130.76,1960-03-01
KEN.13343,Lamu,1960-03,83.94,1960-03-01
KEN.13344,Turkana,1960-03,118.32,1960-03-01
KEN.13345,Tharaka-Nithi,1960-03,140.45,1960-03-01
KEN.13346,Taita Taveta,1960-03,178.06,1960-03-01
KEN.13347,Samburu,1960-03,131.93,1960-03-01
KEN.1335,Migori,1960-03,344.49,1960-03-01
KEN.1336,Nakuru,1960-03,212.05,1960-03-01
KEN.1337,Garissa,1960-03,107.8,1960-03-01
KEN.1338,Mandera,1960-03,136.52,1960-03-01
KEN.1339,Baringo,1960-03,122.41,1960-03-01
KEN.1331,Uasin Gishu,1960-04,247.82,1960-04-01
KEN.13310,Kisii,1960-04,371.21,1960-04-01
KEN.13311,Bomet,1960-04,343.01,1960-04-01
KEN.13312,Nyamira,1960-04,346.02,1960-04-01
KEN.13313,Busia,1960-04,412.05,1960-04-01
KEN.13314,Bungoma,1960-04,403.1,1960-04-01
KEN.13315,Tana River,1960-04,92.24,1960-04-01
KEN.13316,Kakamega,1960-04,293.37,1960-04-01
KEN.13317,Meru,1960-04,107.11,1960-04-01
KEN.13318,Mombasa,1960-04,158.62,1960-04-01
KEN.13319,Trans Nzoia,1960-04,333.9,1960-04-01
KEN.1332,Kericho,1960-04,372.07,1960-04-01
KEN.13320,Nairobi,1960-04,114.46,1960-04-01
KEN.13321,Wajir,1960-04,99.03,1960-04-01
KEN.13322,Vihiga,1960-04,456.81,1960-04-01
KEN.13323,Narok,1960-04,203.74,1960-04-01
KEN.13324,Embu,1960-04,155.76,1960-04-01
KEN.13325,Kilifi,1960-04,131.03,1960-04-01
KEN.13326,Murang'a,1960-04,169.53,1960-04-01
KEN.13327,Kiambu,1960-04,133.34,1960-04-01
KEN.13328,Kirinyaga,1960-04,235.44,1960-04-01
KEN.13329,Homa Bay,1960-04,393.82,1960-04-01
KEN.1333,Nandi,1960-04,365.52,1960-04-01
KEN.13330,Isiolo,1960-04,60.18,1960-04-01
KEN.13331,West Pokot,1960-04,221.93,1960-04-01
KEN.13332,Makueni,1960-04,176.27,1960-04-01
KEN.13333,Kajiado,1960-04,175.8,1960-04-01
KEN.13334,Machakos,1960-04,146.17,1960-04-01
KEN.13335,Elgeyo-Marakwet,1960-04,329.1,1960-04-01
KEN.13336,Nyeri,1960-04,182.45,1960-04-01
KEN.13337,Kwale,1960-04,137.15,1960-04-01
KEN.13338,Nyandarua,1960-04,148.46,1960-04-01
KEN.13339,Kisumu,1960-04,393.22,1960-04-01
KEN.1334,Siaya,1960-04,420.08,1960-04-01
KEN.13340,Kitui,1960-04,132.78,1960-04-01
KEN.13341,Laikipia,1960-04,79.44,1960-04-01
KEN.13342,Marsabit,1960-04,61.69,1960-04-01
KEN.13343,Lamu,1960-04,146.89,1960-04-01
KEN.13344,Turkana,1960-04,85.1,1960-04-01
KEN.13345,Tharaka-Nithi,1960-04,128.13,1960-04-01
KEN.13346,Taita Taveta,1960-04,180.82,1960-04-01
KEN.13347,Samburu,1960-04,62.46,1960-04-01
KEN.1335,Migori,1960-04,337.96,1960-04-01
KEN.1336,Nakuru,1960-04,186.98,1960-04-01
KEN.1337,Garissa,1960-04,84.0,1960-04-01
KEN.1338,Mandera,1960-04,111.31,1960-04-01
KEN.1339,Baringo,1960-04,111.14,1960-04-01
KEN.1331,Uasin Gishu,1960-05,336.08,1960-05-01
KEN.13310,Kisii,1960-05,179.31,1960-05-01
KEN.13311,Bomet,1960-05,150.45,1960-05-01
KEN.13312,Nyamira,1960-05,198.96,1960-05-01
KEN.13313,Busia,1960-05,302.27,1960-05-01
KEN.13314,Bungoma,1960-05,322.37,1960-05-01
KEN.13315,Tana River,1960-05,34.43,1960-05-01
KEN.13316,Kakamega,1960-05,235.96,1960-05-01
KEN.13317,Meru,1960-05,62.7,1960-05-01
KEN.13318,Mombasa,1960-05,161.73,1960-05-01
KEN.13319,Trans Nzoia,1960-05,348.31,1960-05-01
KEN.1332,Kericho,1960-05,293.06,1960-05-01
KEN.13320,Nairobi,1960-05,75.19,1960-05-01
KEN.13321,Wajir,1960-05,36.44,1960-05-01
KEN.13322,Vihiga,1960-05,324.19,1960-05-01
KEN.13323,Narok,1960-05,61.95,1960-05-01
KEN.13324,Embu,1960-05,99.06,1960-05-01
KEN.13325,Kilifi,1960-05,83.46,1960-05-01
KEN.13326,Murang'a,1960-05,112.56,1960-05-01
KEN.13327,Kiambu,1960-05,101.63,1960-05-01
KEN.13328,Kirinyaga,1960-05,162.13,1960-05-01
KEN.13329,Homa Bay,1960-05,261.7,1960-05-01
KEN.1333,Nandi,1960-05,352.68,1960-05-01
KEN.13330,Isiolo,1960-05,11.99,1960-05-01
KEN.13331,West Pokot,1960-05,307.89,1960-05-01
KEN.13332,Makueni,1960-05,43.03,1960-05-01
KEN.13333,Kajiado,1960-05,49.28,1960-05-01
KEN.13334,Machakos,1960-05,62.09,1960-05-01
KEN.13335,Elgeyo-Marakwet,1960-05,478.69,1960-05-01
KEN.13336,Nyeri,1960-05,122.33,1960-05-01
KEN.13337,Kwale,1960-05,92.4,1960-05-01
KEN.13338,Nyandarua,1960-05,126.02,1960-05-01
KEN.13339,Kisumu,1960-05,289.75,1960-05-01
KEN.1334,Siaya,1960-05,340.98,1960-05-01
KEN.13340,Kitui,1960-05,31.76,1960-05-01
KEN.13341,Laikipia,1960-05,85.4,1960-05-01
KEN.13342,Marsabit,1960-05,23.82,1960-05-01
KEN.13343,Lamu,1960-05,130.46,1960-05-01
KEN.13344,Turkana,1960-05,78.76,1960-05-01
KEN.13345,Tharaka-Nithi,1960-05,68.51,1960-05-01
KEN.13346,Taita Taveta,1960-05,41.47,1960-05-01
KEN.13347,Samburu,1960-05,32.65,1960-05-01
KEN.1335,Migori,1960-05,143.26,1960-05-01
KEN.1336,Nakuru,1960-05,131.77,1960-05-01
KEN.1337,Garissa,1960-05,38.74,1960-05-01
KEN.1338,Mandera,1960-05,60.58,1960-05-01
KEN.1339,Baringo,1960-05,127.5,1960-05-01
KEN.1331,Uasin Gishu,1960-06,229.14,1960-06-01
KEN.13310,Kisii,1960-06,87.66,1960-06-01
KEN.13311,Bomet,1960-06,90.11,1960-06-01
KEN.13312,Nyamira,1960-06,112.66,1960-06-01
KEN.13313,Busia,1960-06,181.82,1960-06-01
KEN.13314,Bungoma,1960-06,301.37,1960-06-01
KEN.13315,Tana River,1960-06,8.7,1960-06-01
KEN.13316,Kakamega,1960-06,147.8,1960-06-01
KEN.13317,Meru,1960-06,36.9,1960-06-01
KEN.13318,Mombasa,1960-06,120.12,1960-06-01
KEN.13319,Trans Nzoia,1960-06,282.29,1960-06-01
KEN.1332,Kericho,1960-06,142.83,1960-06-01
KEN.13320,Nairobi,1960-06,27.38,1960-06-01
KEN.13321,Wajir,1960-06,7.97,1960-06-01
KEN.13322,Vihiga,1960-06,149.27,1960-06-01
KEN.13323,Narok,1960-06,41.68,1960-06-01
KEN.13324,Embu,1960-06,42.58,1960-06-01
KEN.13325,Kilifi,1960-06,40.25,1960-06-01
KEN.13326,Murang'a,1960-06,53.84,1960-06-01
KEN.13327,Kiambu,1960-06,51.42,1960-06-01
KEN.13328,Kirinyaga,1960-06,84.84,1960-06-01
KEN.13329,Homa Bay,1960-06,137.16,1960-06-01
KEN.1333,Nandi,1960-06,167.32,1960-06-01
KEN.13330,Isiolo,1960-06,1.01,1960-06-01
KEN.13331,West Pokot,1960-06,185.41,1960-06-01
KEN.13332,Makueni,1960-06,7.37,1960-06-01
KEN.13333,Kajiado,1960-06,18.74,1960-06-01
KEN.13334,Machakos,1960-06,12.84,1960-06-01
KEN.13335,Elgeyo-Marakwet,1960-06,397.46,1960-06-01
KEN.13336,Nyeri,1960-06,82.98,1960-06-01
KEN.13337,Kwale,1960-06,49.04,1960-06-01
KEN.13338,Nyandarua,1960-06,92.2,1960-06-01
KEN.13339,Kisumu,1960-06,130.17,1960-06-01
KEN.1334,Siaya,1960-06,186.1,1960-06-01
KEN.13340,Kitui,1960-06,3.16,1960-06-01
KEN.13341,Laikipia,1960-06,33.65,1960-06-01
KEN.13342,Marsabit,1960-06,5.21,1960-06-01
KEN.13343,Lamu,1960-06,76.98,1960-06-01
KEN.13344,Turkana,1960-06,47.62,1960-06-01
KEN.13345,Tharaka-Nithi,1960-06,37.16,1960-06-01
KEN.13346,Taita Taveta,1960-06,8.41,1960-06-01
KEN.13347,Samburu,1960-06,18.37,1960-06-01
KEN.1335,Migori,1960-06,60.01,1960-06-01
KEN.1336,Nakuru,1960-06,83.88,1960-06-01
KEN.1337,Garissa,1960-06,15.57,1960-06-01
KEN.1338,Mandera,1960-06,13.6,1960-06-01
KEN.1339,Baringo,1960-06,77.11,1960-06-01
KEN.1331,Uasin Gishu,1960-07,361.07,1960-07-01
KEN.13310,Kisii,1960-07,73.57,1960-07-01
KEN.13311,Bomet,1960-07,87.28,1960-07-01
KEN.13312,Nyamira,1960-07,88.78,1960-07-01
KEN.13313,Busia,1960-07,171.14,1960-07-01
KEN.13314,Bungoma,1960-07,330.75,1960-07-01
KEN.13315,Tana River,1960-07,5.7,1960-07-01
KEN.13316,Kakamega,1960-07,173.58,1960-07-01
KEN.13317,Meru,1960-07,56.2,1960-07-01
KEN.13318,Mombasa,1960-07,75.11,1960-07-01
KEN.13319,Trans Nzoia,1960-07,355.82,1960-07-01
KEN.1332,Kericho,1960-07,204.55,1960-07-01
KEN.13320,Nairobi,1960-07,24.72,1960-07-01
KEN.13321,Wajir,1960-07,6.1,1960-07-01
KEN.13322,Vihiga,1960-07,171.86,1960-07-01
KEN.13323,Narok,1960-07,34.8,1960-07-01
KEN.13324,Embu,1960-07,33.04,1960-07-01
KEN.13325,Kilifi,1960-07,26.97,1960-07-01
KEN.13326,Murang'a,1960-07,60.02,1960-07-01
KEN.13327,Kiambu,1960-07,43.45,1960-07-01
KEN.13328,Kirinyaga,1960-07,68.0,1960-07-01
KEN.13329,Homa Bay,1960-07,122.16,1960-07-01
KEN.1333,Nandi,1960-07,243.31,1960-07-01
KEN.13330,Isiolo,1960-07,4.74,1960-07-01
KEN.13331,West Pokot,1960-07,477.11,1960-07-01
KEN.13332,Makueni,1960-07,3.64,1960-07-01
KEN.13333,Kajiado,1960-07,10.38,1960-07-01
KEN.13334,Machakos,1960-07,10.14,1960-07-01
KEN.13335,Elgeyo-Marakwet,1960-07,736.5,1960-07-01
KEN.13336,Nyeri,1960-07,94.24,1960-07-01
KEN.13337,Kwale,1960-07,31.98,1960-07-01
KEN.13338,Nyandarua,1960-07,178.31,1960-07-01
