date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,date_month,rainfall_mm,GPR,diesel_price_kes,rainfall_lag3,rainfall_lag6,price_per_kg
2023-12-15,Eastern,Isiolo,Benane,10368,0.5,38.66,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.65,2023-12-01,54.1325,142.2794647216797,201.47,,,100.0
2024-03-15,Eastern,Isiolo,Benane,10368,0.5,38.66,vegetables and fruits,Kale,796,KG,actual,Retail,KES,95.0,0.71,2024-03-01,29.1875,133.21316528320312,190.38,,,95.0
2024-06-15,Eastern,Isiolo,Benane,10368,0.5,38.66,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.78,2024-06-01,8.3925,113.0927963256836,173.1,,,100.0
2024-09-15,Eastern,Isiolo,Benane,10368,0.5,38.66,vegetables and fruits,Kale,796,KG,actual,Retail,KES,97.0,0.75,2024-09-01,30.2775,130.35877990722656,171.6,54.1325,,97.0
2026-03-15,Eastern,Isiolo,Benane,10368,0.5,38.66,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.77,2026-03-01,2.23,330.17681884765625,166.54,29.1875,,100.0
2023-12-15,Eastern,Isiolo,Biliqo,10374,0.9,38.48,vegetables and fruits,Kale,796,KG,actual,Retail,KES,80.0,0.52,2023-12-01,54.1325,142.2794647216797,201.47,,,80.0
2024-03-15,Eastern,Isiolo,Biliqo,10374,0.9,38.48,vegetables and fruits,Kale,796,KG,actual,Retail,KES,70.0,0.52,2024-03-01,29.1875,133.21316528320312,190.38,,,70.0
2024-09-15,Eastern,Isiolo,Biliqo,10374,0.9,38.48,vegetables and fruits,Kale,796,KG,actual,Retail,KES,80.0,0.62,2024-09-01,30.2775,130.35877990722656,171.6,,,80.0
2024-03-15,Coast,Tana River,Boka,10440,-0.34,38.78,vegetables and fruits,Kale,796,KG,actual,Retail,KES,140.0,1.04,2024-03-01,56.07666666666666,133.21316528320312,190.38,,,140.0
2026-03-15,Coast,Tana River,Boka,10440,-0.34,38.78,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.77,2026-03-01,1.06,330.17681884765625,166.54,,,100.0
2023-12-15,Eastern,Isiolo,Bulesa Bulesa,10375,0.96,38.54,vegetables and fruits,Kale,796,KG,actual,Retail,KES,120.0,0.78,2023-12-01,54.1325,142.2794647216797,201.47,,,120.0
2024-09-15,Eastern,Isiolo,Bulesa Bulesa,10375,0.96,38.54,vegetables and fruits,Kale,796,KG,actual,Retail,KES,53.0,0.41,2024-09-01,30.2775,130.35877990722656,171.6,,,53.0
2023-12-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,90.0,0.59,2023-12-01,82.7,142.2794647216797,201.47,,,90.0
2024-03-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,93.0,0.69,2024-03-01,56.07666666666666,133.21316528320312,190.38,,,93.0
2024-06-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,80.0,0.62,2024-06-01,29.886666666666667,113.0927963256836,173.1,,,80.0
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,60.0,0.47,2024-09-01,25.078333333333333,130.35877990722656,171.6,82.7,,60.0
2024-12-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,67.0,0.52,2024-12-01,82.93833333333333,142.36643981933594,165.06,56.07666666666666,,67.0
2025-03-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,60.0,0.46,2025-03-01,66.12166666666667,175.901123046875,167.06,29.886666666666667,,60.0
2026-03-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,75.0,0.58,2026-03-01,1.06,330.17681884765625,166.54,25.078333333333333,82.7,75.0
2024-03-15,North Eastern,Wajir,Bute,6650,3.36,39.42,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.75,2024-03-01,10.613333333333332,133.21316528320312,190.38,,,100.0
2024-06-15,North Eastern,Wajir,Bute,6650,3.36,39.42,vegetables and fruits,Kale,796,KG,actual,Retail,KES,80.0,0.62,2024-06-01,4.093333333333334,113.0927963256836,173.1,,,80.0
2024-12-15,North Eastern,Wajir,Bute,6650,3.36,39.42,vegetables and fruits,Kale,796,KG,actual,Retail,KES,70.0,0.54,2024-12-01,3.7,142.36643981933594,165.06,,,70.0
2023-12-15,Coast,Tana River,Charidende,10443,-0.78,39.67,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.65,2023-12-01,82.7,142.2794647216797,201.47,,,100.0
2024-03-15,Coast,Tana River,Charidende,10443,-0.78,39.67,vegetables and fruits,Kale,796,KG,actual,Retail,KES,60.0,0.45,2024-03-01,56.07666666666666,133.21316528320312,190.38,,,60.0
2023-12-15,Rift Valley,Baringo,Chemolingot,10505,0.99,35.97,vegetables and fruits,Kale,796,KG,actual,Retail,KES,128.0,0.83,2023-12-01,79.61142857142856,142.2794647216797,201.47,,,128.0
2024-03-15,Rift Valley,Baringo,Chemolingot,10505,0.99,35.97,vegetables and fruits,Kale,796,KG,actual,Retail,KES,110.0,0.82,2024-03-01,58.457142857142856,133.21316528320312,190.38,,,110.0
2024-03-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,vegetables and fruits,Kale,796,KG,actual,Retail,KES,95.0,0.71,2024-03-01,10.613333333333332,133.21316528320312,190.38,,,95.0
2024-09-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,vegetables and fruits,Kale,796,KG,actual,Retail,KES,120.0,0.93,2024-09-01,3.866666666666666,130.35877990722656,171.6,,,120.0
2025-03-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,vegetables and fruits,Kale,796,KG,actual,Retail,KES,103.0,0.8,2025-03-01,43.05,175.901123046875,167.06,,,103.0
2026-03-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.77,2026-03-01,3.08,330.17681884765625,166.54,10.613333333333332,,100.0
2021-01-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,Bunch,aggregate,Retail,KES,40.0,0.36,2021-01-01,1.2533333333333332,77.418701171875,96.4,,,
2023-12-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,117.0,0.76,2023-12-01,12.123333333333331,142.2794647216797,201.47,,,117.0
2024-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,110.0,0.82,2024-03-01,10.613333333333332,133.21316528320312,190.38,,,110.0
2024-06-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,98.0,0.76,2024-06-01,4.093333333333334,113.0927963256836,173.1,1.2533333333333332,,98.0
2024-09-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.78,2024-09-01,3.866666666666666,130.35877990722656,171.6,12.123333333333331,,100.0
2024-12-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,96.0,0.74,2024-12-01,3.7,142.36643981933594,165.06,10.613333333333332,,96.0
2025-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,101.0,0.78,2025-03-01,43.05,175.901123046875,167.06,4.093333333333334,1.2533333333333332,101.0
2025-06-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,92.0,0.71,2025-06-01,10.056666666666668,222.58563232421875,162.91,3.866666666666666,12.123333333333331,92.0
2025-09-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.77,2025-09-01,3.87,125.86952209472656,171.47,3.7,10.613333333333332,100.0
2025-12-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.78,2025-12-01,6.963333333333334,132.48622131347656,171.47,43.05,4.093333333333334,100.0
2026-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,vegetables and fruits,Kale,796,KG,actual,Retail,KES,94.0,0.73,2026-03-01,3.08,330.17681884765625,166.54,10.056666666666668,3.866666666666666,94.0
2024-03-15,North Eastern,Garissa,Damajale,10355,0.1,40.78,vegetables and fruits,Kale,796,KG,actual,Retail,KES,240.0,1.79,2024-03-01,10.613333333333332,133.21316528320312,190.38,,,240.0
2026-03-15,Eastern,Moyale,Dambala Fachana,10407,3.51,38.75,vegetables and fruits,Kale,796,KG,actual,Retail,KES,50.0,0.39,2026-03-01,2.23,330.17681884765625,166.54,,,50.0
2021-02-15,Nairobi,Nairobi,Dandora (Nairobi),4628,-1.25,36.9,vegetables and fruits,Kale,796,Bunch,aggregate,Retail,KES,5.3,0.048,2021-02-01,64.06,73.95680236816406,101.91,,,
2023-12-15,North Eastern,Garissa,Dertu,10358,0.28,39.8,vegetables and fruits,Kale,796,KG,actual,Retail,KES,153.0,1.0,2023-12-01,12.123333333333331,142.2794647216797,201.47,,,153.0
2024-03-15,North Eastern,Garissa,Dertu,10358,0.28,39.8,vegetables and fruits,Kale,796,KG,actual,Retail,KES,160.0,1.19,2024-03-01,10.613333333333332,133.21316528320312,190.38,,,160.0
2026-03-15,North Eastern,Garissa,Dertu,10358,0.28,39.8,vegetables and fruits,Kale,796,KG,actual,Retail,KES,92.0,0.71,2026-03-01,3.08,330.17681884765625,166.54,,,92.0
2023-12-15,Eastern,Marsabit,Dirib,10408,2.29,38.06,vegetables and fruits,Kale,796,KG,actual,Retail,KES,93.0,0.61,2023-12-01,54.1325,142.2794647216797,201.47,,,93.0
2024-03-15,Eastern,Marsabit,Dirib,10408,2.29,38.06,vegetables and fruits,Kale,796,KG,actual,Retail,KES,50.0,0.37,2024-03-01,29.1875,133.21316528320312,190.38,,,50.0
2024-06-15,Eastern,Marsabit,Dirib,10408,2.29,38.06,vegetables and fruits,Kale,796,KG,actual,Retail,KES,50.0,0.39,2024-06-01,8.3925,113.0927963256836,173.1,,,50.0
2023-12-15,Eastern,Marsabit,Dub Goba,10409,2.33,38.03,vegetables and fruits,Kale,796,KG,actual,Retail,KES,60.0,0.39,2023-12-01,54.1325,142.2794647216797,201.47,,,60.0
2024-03-15,Eastern,Marsabit,Dub Goba,10409,2.33,38.03,vegetables and fruits,Kale,796,KG,actual,Retail,KES,53.0,0.4,2024-03-01,29.1875,133.21316528320312,190.38,,,53.0
2024-06-15,Eastern,Marsabit,Dub Goba,10409,2.33,38.03,vegetables and fruits,Kale,796,KG,actual,Retail,KES,57.0,0.44,2024-06-01,8.3925,113.0927963256836,173.1,,,57.0
2025-12-15,North Eastern,Mandera,El Wak,3263,2.81,40.93,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.78,2025-12-01,6.963333333333334,132.48622131347656,171.47,,,100.0
2023-12-15,North Eastern,Wajir,Eldas,6645,2.49,39.57,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.65,2023-12-01,12.123333333333331,142.2794647216797,201.47,,,100.0
2024-03-15,North Eastern,Wajir,Eldas,6645,2.49,39.57,vegetables and fruits,Kale,796,KG,actual,Retail,KES,127.0,0.95,2024-03-01,10.613333333333332,133.21316528320312,190.38,,,127.0
2024-12-15,North Eastern,Wajir,Eldas,6645,2.49,39.57,vegetables and fruits,Kale,796,KG,actual,Retail,KES,55.0,0.43,2024-12-01,3.7,142.36643981933594,165.06,,,55.0
2025-09-15,North Eastern,Wajir,Eldas,6645,2.49,39.57,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.77,2025-09-01,3.87,125.86952209472656,171.47,12.123333333333331,,100.0
2021-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1007.0,9.15,2021-01-01,57.01571428571429,77.418701171875,96.4,,,20.14
2021-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,799.0,7.31,2021-02-01,96.08357142857145,73.95680236816406,101.91,,,15.98
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1306.0,11.92,2021-03-01,42.51142857142857,78.61876678466797,107.66,,,26.12
2021-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1358.0,12.7,2021-04-01,123.56571428571428,88.16622161865234,107.66,57.01571428571429,,27.16
2021-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1003.0,9.36,2021-05-01,222.105,93.00713348388672,107.66,96.08357142857145,,20.06
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1307.0,12.14,2021-06-01,36.02571428571429,74.12712097167969,107.66,42.51142857142857,,26.14
2021-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1794.0,16.6,2021-07-01,188.22357142857143,58.42076873779297,107.66,123.56571428571428,57.01571428571429,35.88
2021-10-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,4000.0,36.1,2021-10-01,153.62642857142856,79.02923583984375,110.6,222.105,96.08357142857145,80.0
2021-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,3125.0,27.7,2021-12-01,54.550714285714285,105.34542083740234,129.72,36.02571428571429,42.51142857142857,62.5
2022-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,3500.0,30.82,2022-02-01,54.51928571428572,216.1590118408203,129.72,188.22357142857143,123.56571428571428,70.0
2022-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,3500.0,30.66,2022-03-01,40.970000000000006,318.9549255371094,144.62,153.62642857142856,222.105,70.0
2022-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,2750.0,23.83,2022-04-01,181.44,191.14309692382807,125.5,54.550714285714285,36.02571428571429,55.0
2022-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,2166.67,18.66,2022-05-01,105.91214285714284,142.25848388671875,131.0,54.51928571428572,188.22357142857143,43.333400000000005
2022-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,813.0,6.94,2022-06-01,90.21428571428572,130.7073211669922,140.0,40.970000000000006,153.62642857142856,16.26
2022-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,614.0,5.2,2022-07-01,158.1142857142857,117.17676544189452,140.0,181.44,54.550714285714285,12.28
2022-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,528.5,4.43,2022-08-01,246.0635714285714,132.86322021484375,140.0,105.91214285714284,54.51928571428572,10.57
2022-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,500.0,4.16,2022-09-01,144.29,131.98587036132812,165.0,90.21428571428572,40.970000000000006,10.0
2022-10-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,795.83,6.58,2022-10-01,51.85071428571428,143.16241455078125,163.0,158.1142857142857,181.44,15.9166
2022-11-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1079.0,8.85,2022-11-01,89.41,116.7162857055664,162.0,246.0635714285714,105.91214285714284,21.58
2022-12-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1160.0,9.44,2022-12-01,68.51214285714285,111.19593811035156,162.0,144.29,90.21428571428572,23.2
2023-01-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,3000.0,24.24,2023-01-01,6.691428571428572,104.2670440673828,162.0,51.85071428571428,158.1142857142857,60.0
2023-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,3500.0,27.91,2023-02-01,6.619999999999999,120.99437713623048,162.0,89.41,246.0635714285714,70.0
2023-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,2977.0,22.95,2023-03-01,189.0228571428572,105.37997436523438,162.0,68.51214285714285,144.29,59.54
2023-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1953.12,14.52,2023-04-01,253.7864285714286,106.80965423583984,162.0,6.691428571428572,51.85071428571428,39.0624
2023-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1145.83,8.36,2023-05-01,91.12642857142858,108.46768188476562,168.4,6.619999999999999,89.41,22.9166
2023-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1535.0,10.98,2023-06-01,100.30571428571427,110.52894592285156,167.28,189.0228571428572,68.51214285714285,30.7
2023-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1625.0,11.49,2023-07-01,89.86357142857142,107.44878387451172,179.67,253.7864285714286,6.691428571428572,32.5
2023-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1500.0,10.22,2023-09-01,199.40142857142857,98.6348114013672,200.99,91.12642857142858,6.619999999999999,30.0
2024-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1625.0,11.21,2024-02-01,58.82428571428572,146.59817504882812,195.47,100.30571428571427,189.0228571428572,32.5
2024-03-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1500.0,11.19,2024-03-01,58.457142857142856,133.21316528320312,190.38,89.86357142857142,253.7864285714286,30.0
2024-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,2063.0,15.81,2024-05-01,223.40214285714288,130.52186584472656,179.18,199.40142857142857,91.12642857142858,41.26
2024-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,2062.0,16.01,2024-06-01,80.53142857142858,113.0927963256836,173.1,58.82428571428572,100.30571428571427,41.24
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1500.0,11.61,2024-07-01,257.8507142857143,92.3948745727539,171.6,58.457142857142856,89.86357142857142,30.0
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1750.0,13.57,2024-08-01,262.2064285714286,140.97506713867188,171.6,223.40214285714288,199.40142857142857,35.0
2024-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1813.0,14.08,2024-09-01,140.00214285714284,130.35877990722656,171.6,80.53142857142858,58.82428571428572,36.26
2025-02-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1875.0,14.53,2025-02-01,10.383571428571427,136.9805908203125,167.06,257.8507142857143,58.457142857142856,37.5
2025-04-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1750.0,13.52,2025-04-01,179.74142857142857,141.1845245361328,164.78,262.2064285714286,223.40214285714288,35.0
2025-05-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1187.5,9.19,2025-05-01,207.5364285714286,167.42288208007812,164.78,140.00214285714284,80.53142857142858,23.75
2025-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1000.0,7.74,2025-06-01,103.10714285714286,222.58563232421875,162.91,10.383571428571427,257.8507142857143,20.0
2024-03-15,Rift Valley,Turkana,Eliye Centre,10458,3.24,36.02,vegetables and fruits,Kale,796,KG,actual,Retail,KES,120.0,0.9,2024-03-01,58.457142857142856,133.21316528320312,190.38,,,120.0
2025-03-15,Rift Valley,Turkana,Eliye Centre,10458,3.24,36.02,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.77,2025-03-01,168.72571428571428,175.901123046875,167.06,,,100.0
2025-06-15,Rift Valley,Turkana,Eliye Centre,10458,3.24,36.02,vegetables and fruits,Kale,796,KG,actual,Retail,KES,67.0,0.52,2025-06-01,103.10714285714286,222.58563232421875,162.91,,,67.0
2024-03-15,Eastern,Makueni,Emali,10509,-2.08,37.47,vegetables and fruits,Kale,796,KG,actual,Retail,KES,76.0,0.57,2024-03-01,29.1875,133.21316528320312,190.38,,,76.0
2021-02-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,vegetables and fruits,Kale,796,Bunch,aggregate,Retail,KES,10.0,0.091,2021-02-01,96.08357142857145,73.95680236816406,101.91,,,
2024-09-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,vegetables and fruits,Kale,796,KG,actual,Retail,KES,70.0,0.54,2024-09-01,140.00214285714284,130.35877990722656,171.6,,,70.0
2024-12-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,vegetables and fruits,Kale,796,KG,actual,Retail,KES,90.0,0.7,2024-12-01,61.00714285714286,142.36643981933594,165.06,,,90.0
2025-09-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.77,2025-09-01,183.43142857142857,125.86952209472656,171.47,96.08357142857145,,100.0
2026-03-15,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,vegetables and fruits,Kale,796,KG,actual,Retail,KES,70.0,0.54,2026-03-01,0.85,330.17681884765625,166.54,140.00214285714284,,70.0
2024-03-15,Eastern,Isiolo,Garbatulla,10384,0.53,38.51,vegetables and fruits,Kale,796,KG,actual,Retail,KES,80.0,0.6,2024-03-01,29.1875,133.21316528320312,190.38,,,80.0
2026-03-15,Eastern,Isiolo,Garbatulla,10384,0.53,38.51,vegetables and fruits,Kale,796,KG,actual,Retail,KES,88.0,0.68,2026-03-01,2.23,330.17681884765625,166.54,,,88.0
2024-06-15,North Eastern,Garissa,Garissa,1855,-0.46,39.65,vegetables and fruits,Kale,796,KG,actual,Retail,KES,100.0,0.78,2024-06-01,4.093333333333334,113.0927963256836,173.1,,,100.0
2021-01-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1363.0,12.39,2021-01-01,1.2533333333333332,77.418701171875,96.4,,,27.26
2021-02-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1225.0,11.2,2021-02-01,0.6166666666666666,73.95680236816406,101.91,,,24.5
2021-03-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1208.0,11.03,2021-03-01,6.166666666666667,78.61876678466797,107.66,,,24.16
2021-04-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1213.0,11.34,2021-04-01,72.40666666666667,88.16622161865234,107.66,1.2533333333333332,,24.26
2021-05-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1169.0,10.91,2021-05-01,16.683333333333334,93.00713348388672,107.66,0.6166666666666666,,23.38
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1235.0,11.47,2021-06-01,7.316666666666666,74.12712097167969,107.66,6.166666666666667,,24.7
2021-07-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,638.0,5.9,2021-07-01,4.123333333333334,58.42076873779297,107.66,72.40666666666667,1.2533333333333332,12.76
2021-08-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1250.0,11.44,2021-08-01,3.623333333333333,89.4865493774414,107.66,16.683333333333334,0.6166666666666666,25.0
2021-09-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1875.0,17.06,2021-09-01,6.173333333333333,80.69696807861328,115.6,7.316666666666666,6.166666666666667,37.5
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1681.0,15.17,2021-10-01,5.34,79.02923583984375,110.6,4.123333333333334,72.40666666666667,33.62
