date,market,commodity,price_per_kg,pricetype,unit,source,admin1,latitude,longitude,category,rainfall_mm,rainfall_lag3,rainfall_lag6,date_month,GPR,diesel_price_kes,rainfall_mm_market,rainfall_lag3_market,rainfall_lag6_market
2023-12-15,Kangemi (Nairobi),Beans (dolichos),164.4,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,18.77,17.16,68.01,2023-12-01,142.2794647216797,201.47,28.52,14.7,20.1
2024-01-15,Kangemi (Nairobi),Beans (dolichos),169.26666666666668,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,64.46,10.34,124.79,2024-01-01,160.3736572265625,196.47,79.36,44.95,6.82
2024-04-15,Kangemi (Nairobi),Beans (dolichos),148.89,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,258.95,35.25,39.55,2024-04-01,163.9473419189453,180.38,199.5,79.36,44.95
2024-05-15,Kangemi (Nairobi),Beans (dolichos),162.22222222222223,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,101.87,18.77,17.16,2024-05-01,130.52186584472656,179.18,62.62,21.17,158.1
2024-07-15,Kangemi (Nairobi),Beans (dolichos),116.02222222222224,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,46.31,64.46,10.34,2024-07-01,92.3948745727539,171.6,32.24,199.5,79.36
2024-12-15,Kangemi (Nairobi),Beans (dolichos),111.85,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,36.17,258.95,35.25,2024-12-01,142.36643981933594,165.06,47.74,11.1,17.4
2025-01-15,Kangemi (Nairobi),Beans (dolichos),86.50999999999999,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,44.49,101.87,18.77,2025-01-01,113.233154296875,167.06,34.41,10.85,32.24
2025-02-15,Kangemi (Nairobi),Beans (dolichos),81.556,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,3.15,46.31,64.46,2025-02-01,136.9805908203125,167.06,6.72,99.6,8.99
2025-05-15,Kangemi (Nairobi),Beans (dolichos),80.0,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,133.59,36.17,258.95,2025-05-01,167.42288208007812,164.78,35.03,6.72,99.6
2025-07-15,Kangemi (Nairobi),Beans (dolichos),76.39,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,18.04,44.49,101.87,2025-07-01,134.64071655273438,171.58,14.57,122.1,34.41
2025-08-15,Kangemi (Nairobi),Beans (dolichos),87.5,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,54.42,3.15,46.31,2025-08-01,138.98846435546875,171.58,87.11,35.03,6.72
2025-10-15,Kangemi (Nairobi),Beans (dolichos),63.333333333333336,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,48.09,133.59,36.17,2025-10-01,153.4799346923828,171.47,45.88,14.57,122.1
2026-01-15,Kangemi (Nairobi),Beans (dolichos),89.45555555555555,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,1.11,18.04,44.49,2026-01-01,168.62986755371094,170.47,,,
2026-02-15,Kangemi (Nairobi),Beans (dolichos),113.89,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,0.24,54.42,3.15,2026-02-01,119.86540985107422,166.54,,,
2026-03-15,Kangemi (Nairobi),Beans (dolichos),150.0,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,2.49,48.09,133.59,2026-03-01,330.17681884765625,166.54,,,
2026-07-15,Kangemi (Nairobi),Beans (dolichos),80.0,Wholesale,90 KG,WFP,Nairobi,-1.27,36.74,pulses and nuts,0.47,1.11,18.04,2026-07-01,167.53224182128906,222.86,,,
2021-02-15,Karatina (Nyeri),Beans (dolichos),66.7,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,149.904,,,2021-02-01,73.95680236816406,101.91,82.6,220.8,74.4
2021-03-15,Karatina (Nyeri),Beans (dolichos),66.7,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,59.66,,,2021-03-01,78.61876678466797,107.66,149.11,80.6,128.4
2021-05-15,Karatina (Nyeri),Beans (dolichos),66.7,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,168.874,,,2021-05-01,93.00713348388672,107.66,176.7,82.6,220.8
2021-06-15,Karatina (Nyeri),Beans (dolichos),66.7,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,29.928,149.904,,2021-06-01,74.12712097167969,107.66,19.8,149.11,80.6
2021-07-15,Karatina (Nyeri),Beans (dolichos),66.7,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,60.468,59.66,,2021-07-01,58.42076873779297,107.66,82.77,152.7,54.87
2022-01-15,Karatina (Nyeri),Beans (dolichos),88.9,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,50.60600000000001,168.874,,2022-01-01,138.67498779296875,129.72,49.6,88.66,82.77
2022-02-15,Karatina (Nyeri),Beans (dolichos),66.7,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,55.34000000000001,29.928,149.904,2022-02-01,216.1590118408203,129.72,47.32,126.6,49.29
2022-06-15,Karatina (Nyeri),Beans (dolichos),111.1,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,30.630000000000003,60.468,59.66,2022-06-01,130.7073211669922,140.0,40.2,149.11,180.73
2022-09-15,Karatina (Nyeri),Beans (dolichos),133.3,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,79.712,50.60600000000001,168.874,2022-09-01,131.98587036132812,165.0,282.9,40.2,149.11
2022-11-15,Karatina (Nyeri),Beans (dolichos),138.9,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,138.128,55.34000000000001,29.928,2022-11-01,116.7162857055664,162.0,214.8,137.64,71.92
2023-01-15,Karatina (Nyeri),Beans (dolichos),161.1,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,21.020000000000003,30.630000000000003,60.468,2023-01-01,104.2670440673828,162.0,42.78,42.78,99.51
2024-05-15,Karatina (Nyeri),Beans (dolichos),16.666666666666668,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,276.612,79.712,50.60600000000001,2024-05-01,130.52186584472656,179.18,330.46,153.7,429.6
2024-06-15,Karatina (Nyeri),Beans (dolichos),16.666666666666668,Wholesale,90 KG,WFP,Central,-0.48,37.13,pulses and nuts,37.958,138.128,55.34000000000001,2024-06-01,113.0927963256836,173.1,41.1,89.9,80.91
2024-05-15,Kathonzweni (Makueni),Beans (dolichos),106.66666666666669,Wholesale,90 KG,WFP,Eastern,-1.91,37.73,pulses and nuts,119.64125,,,2024-05-01,130.52186584472656,179.18,52.08,31.32,300.9
2024-06-15,Kathonzweni (Makueni),Beans (dolichos),106.66666666666669,Wholesale,90 KG,WFP,Eastern,-1.91,37.73,pulses and nuts,8.3925,,,2024-06-01,113.0927963256836,173.1,12.0,80.91,46.19
2024-07-15,Kathonzweni (Makueni),Beans (dolichos),50.0,Wholesale,90 KG,WFP,Eastern,-1.91,37.73,pulses and nuts,26.77625,,,2024-07-01,92.3948745727539,171.6,22.32,151.2,71.3
2024-08-15,Kathonzweni (Makueni),Beans (dolichos),50.0,Wholesale,90 KG,WFP,Eastern,-1.91,37.73,pulses and nuts,24.02375,119.64125,,2024-08-01,140.97506713867188,171.6,11.16,52.08,31.32
2025-03-15,Kathonzweni (Makueni),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Eastern,-1.91,37.73,pulses and nuts,92.7075,8.3925,,2025-03-01,175.901123046875,167.06,71.92,71.92,7.8
2021-04-15,Kibuye (Kisumu),Beans (dolichos),111.1,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,253.55,,,2021-04-01,88.16622161865234,107.66,359.4,79.98,316.82
2021-06-15,Kibuye (Kisumu),Beans (dolichos),103.14444444444445,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,82.578,,,2021-06-01,74.12712097167969,107.66,63.6,83.7,80.6
2021-07-15,Kibuye (Kisumu),Beans (dolichos),121.46666666666668,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,112.218,,,2021-07-01,58.42076873779297,107.66,130.82,359.4,79.98
2021-11-15,Kibuye (Kisumu),Beans (dolichos),136.1,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,113.971,253.55,,2021-11-01,86.56914520263672,110.6,166.5,165.23,361.77
2021-12-15,Kibuye (Kisumu),Beans (dolichos),133.3,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,129.082,82.578,,2021-12-01,105.34542083740234,129.72,166.47,249.3,63.6
2022-01-15,Kibuye (Kisumu),Beans (dolichos),134.67777777777778,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,107.777,112.218,,2022-01-01,138.67498779296875,129.72,84.63,162.44,130.82
2022-02-15,Kibuye (Kisumu),Beans (dolichos),133.3,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,98.799,113.971,253.55,2022-02-01,216.1590118408203,129.72,62.72,166.5,165.23
2022-03-15,Kibuye (Kisumu),Beans (dolichos),133.3,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,121.293,129.082,82.578,2022-03-01,318.9549255371094,144.62,103.85,166.47,249.3
2022-04-15,Kibuye (Kisumu),Beans (dolichos),133.3,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,256.494,107.777,112.218,2022-04-01,191.14309692382807,125.5,255.0,84.63,162.44
2022-05-15,Kibuye (Kisumu),Beans (dolichos),138.875,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,201.447,98.799,113.971,2022-05-01,142.25848388671875,131.0,296.67,62.72,166.5
2022-06-15,Kibuye (Kisumu),Beans (dolichos),133.3,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,74.232,121.293,129.082,2022-06-01,130.7073211669922,140.0,137.7,103.85,166.47
2022-07-15,Kibuye (Kisumu),Beans (dolichos),131.1,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,112.387,256.494,107.777,2022-07-01,117.17676544189452,140.0,209.25,255.0,84.63
2022-08-15,Kibuye (Kisumu),Beans (dolichos),130.64,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,184.47,201.447,98.799,2022-08-01,132.86322021484375,140.0,284.89,296.67,62.72
2022-09-15,Kibuye (Kisumu),Beans (dolichos),132.2,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,136.505,74.232,121.293,2022-09-01,131.98587036132812,165.0,290.4,137.7,103.85
2022-10-15,Kibuye (Kisumu),Beans (dolichos),124.4,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,92.337,112.387,256.494,2022-10-01,143.16241455078125,163.0,143.84,209.25,255.0
2022-11-15,Kibuye (Kisumu),Beans (dolichos),142.2,Wholesale,90 KG,WFP,Nyanza,-0.09,34.77,pulses and nuts,230.60100000000003,184.47,201.447,2022-11-01,116.7162857055664,162.0,179.4,284.89,296.67
2021-01-15,Kitengela (Kajiado),Beans (dolichos),92.5,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,30.01,,,2021-01-01,77.418701171875,96.4,18.91,71.61,10.54
2021-02-15,Kitengela (Kajiado),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,64.06,,,2021-02-01,73.95680236816406,101.91,42.56,84.0,13.64
2021-03-15,Kitengela (Kajiado),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,17.51,,,2021-03-01,78.61876678466797,107.66,18.6,40.92,39.9
2021-04-15,Kitengela (Kajiado),Beans (dolichos),97.5,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,101.86,30.01,,2021-04-01,88.16622161865234,107.66,79.2,18.91,71.61
2021-05-15,Kitengela (Kajiado),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,97.17,64.06,,2021-05-01,93.00713348388672,107.66,87.11,42.56,84.0
2021-06-15,Kitengela (Kajiado),Beans (dolichos),37.06666666666667,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,13.58,17.51,,2021-06-01,74.12712097167969,107.66,3.9,18.6,40.92
2021-07-15,Kitengela (Kajiado),Beans (dolichos),93.33333333333331,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,17.59,101.86,30.01,2021-07-01,58.42076873779297,107.66,15.81,79.2,18.91
2021-09-15,Kitengela (Kajiado),Beans (dolichos),91.25555555555556,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,19.27,97.17,64.06,2021-09-01,80.69696807861328,115.6,7.8,3.9,18.6
2021-10-15,Kitengela (Kajiado),Beans (dolichos),92.2,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,13.62,13.58,17.51,2021-10-01,79.02923583984375,110.6,17.67,15.81,79.2
2021-11-15,Kitengela (Kajiado),Beans (dolichos),83.7,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,75.55,17.59,101.86,2021-11-01,86.56914520263672,110.6,37.8,13.95,87.11
2021-12-15,Kitengela (Kajiado),Beans (dolichos),86.0,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,60.26,19.27,97.17,2021-12-01,105.34542083740234,129.72,87.42,7.8,3.9
2022-01-15,Kitengela (Kajiado),Beans (dolichos),80.0,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,26.38,13.62,13.58,2022-01-01,138.67498779296875,129.72,30.07,17.67,15.81
2022-02-15,Kitengela (Kajiado),Beans (dolichos),82.5,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,31.21,75.55,17.59,2022-02-01,216.1590118408203,129.72,34.16,37.8,13.95
2022-03-15,Kitengela (Kajiado),Beans (dolichos),80.0,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,13.74,60.26,19.27,2022-03-01,318.9549255371094,144.62,18.6,87.42,7.8
2022-04-15,Kitengela (Kajiado),Beans (dolichos),79.45,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,67.55,26.38,13.62,2022-04-01,191.14309692382807,125.5,48.9,30.07,17.67
2022-05-15,Kitengela (Kajiado),Beans (dolichos),87.5,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,18.34,31.21,75.55,2022-05-01,142.25848388671875,131.0,26.35,34.16,37.8
2022-06-15,Kitengela (Kajiado),Beans (dolichos),96.26666666666668,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,9.89,13.74,60.26,2022-06-01,130.7073211669922,140.0,8.7,18.6,87.42
2022-07-15,Kitengela (Kajiado),Beans (dolichos),123.07777777777778,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,13.11,67.55,26.38,2022-07-01,117.17676544189452,140.0,19.53,48.9,30.07
2022-08-15,Kitengela (Kajiado),Beans (dolichos),122.66,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,15.95,18.34,31.21,2022-08-01,132.86322021484375,140.0,15.5,26.35,34.16
2022-09-15,Kitengela (Kajiado),Beans (dolichos),118.875,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,22.32,9.89,13.74,2022-09-01,131.98587036132812,165.0,28.2,8.7,18.6
2022-10-15,Kitengela (Kajiado),Beans (dolichos),129.575,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,8.28,13.11,67.55,2022-10-01,143.16241455078125,163.0,8.68,19.53,48.9
2022-11-15,Kitengela (Kajiado),Beans (dolichos),139.85555555555555,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,75.12,15.95,18.34,2022-11-01,116.7162857055664,162.0,61.8,15.5,26.35
2022-12-15,Kitengela (Kajiado),Beans (dolichos),139.53333333333333,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,28.77,22.32,9.89,2022-12-01,111.19593811035156,162.0,33.48,28.2,8.7
2023-01-15,Kitengela (Kajiado),Beans (dolichos),151.4,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,11.14,8.28,13.11,2023-01-01,104.2670440673828,162.0,15.81,8.68,19.53
2023-02-15,Kitengela (Kajiado),Beans (dolichos),153.73333333333332,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,2.16,75.12,15.95,2023-02-01,120.99437713623048,162.0,9.24,61.8,15.5
2023-03-15,Kitengela (Kajiado),Beans (dolichos),155.7111111111111,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,68.01,28.77,22.32,2023-03-01,105.37997436523438,162.0,41.85,33.48,28.2
2023-04-15,Kitengela (Kajiado),Beans (dolichos),161.1,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,124.79,11.14,8.28,2023-04-01,106.80965423583984,162.0,107.4,15.81,8.68
2023-05-15,Kitengela (Kajiado),Beans (dolichos),161.1,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,39.55,2.16,75.12,2023-05-01,108.46768188476562,168.4,22.32,9.24,61.8
2023-06-15,Kitengela (Kajiado),Beans (dolichos),161.1,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,17.16,68.01,28.77,2023-06-01,110.52894592285156,167.28,20.1,41.85,33.48
2023-07-15,Kitengela (Kajiado),Beans (dolichos),156.92222222222222,Wholesale,90 KG,WFP,Nairobi,-1.29,36.86,pulses and nuts,10.34,124.79,11.14,2023-07-01,107.44878387451172,179.67,6.82,107.4,15.81
2021-01-15,Kitui town (Kitui),Beans (dolichos),90.0,Wholesale,90 KG,WFP,Eastern,-1.36,38.01,pulses and nuts,26.3825,,,2021-01-01,77.418701171875,96.4,15.81,58.9,11.78
2021-02-15,Kitui town (Kitui),Beans (dolichos),50.0,Wholesale,90 KG,WFP,Eastern,-1.36,38.01,pulses and nuts,71.865,,,2021-02-01,73.95680236816406,101.91,26.88,154.5,12.09
2021-06-15,Kitui town (Kitui),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Eastern,-1.36,38.01,pulses and nuts,8.3125,,,2021-06-01,74.12712097167969,107.66,9.3,31.31,65.1
2021-10-15,Kitui town (Kitui),Beans (dolichos),91.65555555555557,Wholesale,90 KG,WFP,Eastern,-1.36,38.01,pulses and nuts,39.50875,26.3825,,2021-10-01,79.02923583984375,110.6,31.0,16.43,69.3
2021-04-15,Kongowea (Mombasa),Beans (dolichos),72.0,Wholesale,90 KG,WFP,Coast,-4.06,39.66,pulses and nuts,83.16,,,2021-04-01,88.16622161865234,107.66,92.1,8.99,36.27
2021-06-15,Kongowea (Mombasa),Beans (dolichos),68.9,Wholesale,90 KG,WFP,Coast,-4.06,39.66,pulses and nuts,39.921666666666674,,,2021-06-01,74.12712097167969,107.66,95.1,115.32,70.99
2023-01-15,Kongowea (Mombasa),Beans (dolichos),155.0,Wholesale,90 KG,WFP,Coast,-4.06,39.66,pulses and nuts,24.40833333333333,,,2023-01-01,104.2670440673828,162.0,18.29,30.07,96.72
2023-02-15,Kongowea (Mombasa),Beans (dolichos),160.0,Wholesale,90 KG,WFP,Coast,-4.06,39.66,pulses and nuts,4.461666666666667,83.16,,2023-02-01,120.99437713623048,162.0,1.4,105.6,30.07
2023-03-15,Kongowea (Mombasa),Beans (dolichos),165.0,Wholesale,90 KG,WFP,Coast,-4.06,39.66,pulses and nuts,34.29833333333333,39.921666666666674,,2023-03-01,105.37997436523438,162.0,42.16,32.24,331.8
2021-03-15,Makutano (West Pokot),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,42.51142857142857,,,2021-03-01,78.61876678466797,107.66,29.45,34.41,300.3
2021-07-15,Makutano (West Pokot),Beans (dolichos),70.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,188.22357142857143,,,2021-07-01,58.42076873779297,107.66,113.77,118.2,37.2
2021-09-15,Makutano (West Pokot),Beans (dolichos),150.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,209.06285714285715,,,2021-09-01,80.69696807861328,115.6,136.8,23.1,29.45
2021-10-15,Makutano (West Pokot),Beans (dolichos),72.5,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,153.62642857142856,42.51142857142857,,2021-10-01,79.02923583984375,110.6,115.94,113.77,118.2
2021-11-15,Makutano (West Pokot),Beans (dolichos),71.66666666666667,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,47.18928571428571,188.22357142857143,,2021-11-01,86.56914520263672,110.6,45.3,67.89,217.31
2022-02-15,Makutano (West Pokot),Beans (dolichos),75.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,54.51928571428572,209.06285714285715,,2022-02-01,216.1590118408203,129.72,19.04,45.3,67.89
2022-03-15,Makutano (West Pokot),Beans (dolichos),75.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,40.970000000000006,153.62642857142856,42.51142857142857,2022-03-01,318.9549255371094,144.62,84.32,32.55,136.8
2022-04-15,Makutano (West Pokot),Beans (dolichos),137.5,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,181.44,47.18928571428571,188.22357142857143,2022-04-01,191.14309692382807,125.5,108.6,68.51,115.94
2022-05-15,Makutano (West Pokot),Beans (dolichos),145.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,105.91214285714284,54.51928571428572,209.06285714285715,2022-05-01,142.25848388671875,131.0,95.17,19.04,45.3
2022-06-15,Makutano (West Pokot),Beans (dolichos),140.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,90.21428571428572,40.970000000000006,153.62642857142856,2022-06-01,130.7073211669922,140.0,54.0,84.32,32.55
2022-07-15,Makutano (West Pokot),Beans (dolichos),75.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,158.1142857142857,181.44,47.18928571428571,2022-07-01,117.17676544189452,140.0,154.69,108.6,68.51
2022-09-15,Makutano (West Pokot),Beans (dolichos),75.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,144.29,105.91214285714284,54.51928571428572,2022-09-01,131.98587036132812,165.0,139.8,54.0,84.32
2022-10-15,Makutano (West Pokot),Beans (dolichos),151.66666666666666,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,51.85071428571428,90.21428571428572,40.970000000000006,2022-10-01,143.16241455078125,163.0,80.29,154.69,108.6
2022-11-15,Makutano (West Pokot),Beans (dolichos),145.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,89.41,158.1142857142857,181.44,2022-11-01,116.7162857055664,162.0,34.5,291.71,95.17
2023-06-15,Makutano (West Pokot),Beans (dolichos),140.0,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,100.30571428571427,144.29,105.91214285714284,2023-06-01,110.52894592285156,167.28,140.7,237.77,31.31
2023-07-15,Makutano (West Pokot),Beans (dolichos),120.66111111111113,Wholesale,90 KG,WFP,Rift Valley,1.25,35.08,pulses and nuts,89.86357142857142,51.85071428571428,90.21428571428572,2023-07-01,107.44878387451172,179.67,147.87,256.2,8.37
2021-01-15,Marigat town (Baringo),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,57.01571428571429,,,2021-01-01,77.418701171875,96.4,53.01,93.0,111.91
2021-02-15,Marigat town (Baringo),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,96.08357142857145,,,2021-02-01,73.95680236816406,101.91,33.6,108.9,144.46
2021-03-15,Marigat town (Baringo),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,42.51142857142857,,,2021-03-01,78.61876678466797,107.66,31.62,119.97,91.5
2021-04-15,Marigat town (Baringo),Beans (dolichos),97.5,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,123.56571428571428,57.01571428571429,,2021-04-01,88.16622161865234,107.66,100.8,53.01,93.0
2021-05-15,Marigat town (Baringo),Beans (dolichos),90.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,222.105,96.08357142857145,,2021-05-01,93.00713348388672,107.66,161.82,33.6,108.9
2021-06-15,Marigat town (Baringo),Beans (dolichos),97.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,36.02571428571429,42.51142857142857,,2021-06-01,74.12712097167969,107.66,19.8,31.62,119.97
2021-07-15,Marigat town (Baringo),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,188.22357142857143,123.56571428571428,57.01571428571429,2021-07-01,58.42076873779297,107.66,106.33,100.8,53.01
2021-09-15,Marigat town (Baringo),Beans (dolichos),90.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,209.06285714285715,222.105,96.08357142857145,2021-09-01,80.69696807861328,115.6,69.9,19.8,31.62
2021-10-15,Marigat town (Baringo),Beans (dolichos),90.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,153.62642857142856,36.02571428571429,42.51142857142857,2021-10-01,79.02923583984375,110.6,62.31,106.33,100.8
2021-11-15,Marigat town (Baringo),Beans (dolichos),90.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,47.18928571428571,188.22357142857143,123.56571428571428,2021-11-01,86.56914520263672,110.6,59.4,67.27,161.82
2021-12-15,Marigat town (Baringo),Beans (dolichos),90.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,54.550714285714285,209.06285714285715,222.105,2021-12-01,105.34542083740234,129.72,62.93,69.9,19.8
2022-01-15,Marigat town (Baringo),Beans (dolichos),91.66666666666669,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,74.71142857142857,153.62642857142856,36.02571428571429,2022-01-01,138.67498779296875,129.72,30.69,62.31,106.33
2022-02-15,Marigat town (Baringo),Beans (dolichos),90.0,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,54.51928571428572,47.18928571428571,188.22357142857143,2022-02-01,216.1590118408203,129.72,19.88,59.4,67.27
2022-03-15,Marigat town (Baringo),Beans (dolichos),93.33333333333331,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,40.970000000000006,54.550714285714285,209.06285714285715,2022-03-01,318.9549255371094,144.62,70.68,62.93,69.9
2023-07-15,Marigat town (Baringo),Beans (dolichos),123.33333333333331,Wholesale,90 KG,WFP,Rift Valley,0.47,35.98,pulses and nuts,89.86357142857142,74.71142857142857,153.62642857142856,2023-07-01,107.44878387451172,179.67,84.32,207.3,11.78
2021-02-15,Tala Centre Market (Machakos),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Eastern,-1.27,37.32,pulses and nuts,71.865,,,2021-02-01,73.95680236816406,101.91,44.8,135.6,16.74
2021-03-15,Tala Centre Market (Machakos),Beans (dolichos),100.0,Wholesale,90 KG,WFP,Eastern,-1.27,37.32,pulses and nuts,27.1525,,,2021-03-01,78.61876678466797,107.66,32.55,62.0,36.9
